batter,name,apr_PA,apr_BABIP,apr_hard_hit_rate,apr_barrel_rate,apr_z_contact_rate,apr_hr_fb_rate,apr_BA,apr_wOBA,apr_HR_rate,apr_xBA,apr_xwOBA,luck_score,verdict,mj_PA,mj_BABIP,mj_BA,mj_wOBA,mj_HR_rate,year,delta_BABIP,delta_BA,delta_wOBA,delta_HR_rate,xwOBA_gap,xBA_gap
686681,Michael Massey,81,0.2653,0.24489795918367346,0.061224489795918366,0.8235,0.0,0.1667,0.1685185185185185,0.0,0.34185106382978725,0.2395427230326776,0.1756,Buy low,191,0.2619,0.2398,0.3253926701570681,0.0419,2023,-0.0034,0.0731,0.1569,0.0419,0.071,0.1752
686823,Will Brennan,63,0.2292,0.1592920353982301,0.02040816326530612,0.8818,0.0769,0.2105,0.30952380952380953,0.0159,0.326125,0.34889805194805196,0.3493,Buy low,247,0.3035,0.2731,0.31761133603238867,0.0162,2023,0.0743,0.0626,0.0081,0.0003,0.0394,0.1156
686894,Joey Wiemer,94,0.2787,0.23333333333333334,0.07936507936507936,0.8205,0.1176,0.2262,0.3021276595744681,0.0213,0.26876190476190476,0.3088936120795385,0.1043,Slight buy,249,0.2394,0.2027,0.3056224899598393,0.0442,2023,-0.0393,-0.0235,0.0035,0.0229,0.0068,0.0426
687263,Zach Neto,60,0.3095,0.18518518518518517,0.023809523809523808,0.8837,0.0,0.25,0.3266666666666667,0.0,0.31211904761904763,0.31334999999999996,-0.0487,Neutral,182,0.2783,0.2454,0.34093406593406594,0.044,2023,-0.0313,-0.0046,0.0143,0.044,-0.0133,0.0621
691023,Jordan Walker,78,0.3529,0.3333333333333333,0.07547169811320754,0.8173,0.2222,0.274,0.3173076923076923,0.0256,0.3483207547169811,0.3184754417879418,-0.2687,Sell high,179,0.3077,0.2654,0.34441340782122903,0.0391,2023,-0.0452,-0.0085,0.0271,0.0135,0.0012,0.0743
807799,Masataka Yoshida,102,0.274,0.3140495867768595,0.07894736842105263,0.8304,0.3077,0.2759,0.3911764705882353,0.0392,0.30650666666666665,0.379137286732875,0.1222,Buy low,297,0.3377,0.3127,0.38181818181818183,0.0269,2023,0.0637,0.0369,-0.0094,-0.0123,-0.012,0.0306
453568,Charlie Blackmon,109,0.2824,0.23333333333333334,0.08333333333333333,0.8978,0.08,0.2549,0.3201834862385321,0.0183,0.26941891891891895,0.33016418540808784,0.0868,Slight buy,239,0.3171,0.2698,0.348326359832636,0.0251,2024,0.0347,0.0149,0.0281,0.0068,0.01,0.0145
457705,Andrew Mccutchen,105,0.2692,0.22413793103448276,0.12727272727272726,0.7533,0.1765,0.191,0.2904761904761905,0.0286,0.31675510204081636,0.3426512485405,0.1511,Buy low,308,0.288,0.2333,0.33685064935064934,0.0325,2024,0.0188,0.0423,0.0464,0.0039,0.0522,0.1257
457759,Justin Turner,120,0.3077,0.22162162162162163,0.07142857142857142,0.8571,0.1875,0.2857,0.38666666666666666,0.05,0.34805405405405404,0.4017424254680505,-0.0444,Neutral,250,0.2874,0.2396,0.29819999999999997,0.008,2024,-0.0203,-0.0461,-0.0885,-0.042,0.0151,0.0623
467793,Carlos Santana,117,0.2051,0.26666666666666666,0.0625,0.8591,0.1818,0.1923,0.2816239316239316,0.0342,0.29596,0.3302684981684981,0.4695,Buy low,287,0.2929,0.2677,0.35609756097560974,0.0348,2024,0.0878,0.0754,0.0745,0.0007,0.0486,0.1037
500743,Miguel Rojas,56,0.2273,0.2647058823529412,0.043478260869565216,0.918,0.1667,0.2353,0.31339285714285714,0.0357,0.322175,0.33987500000000004,0.3582,Buy low,157,0.3,0.2721,0.30445859872611464,0.0064,2024,0.0727,0.0368,-0.0089,-0.0293,0.0265,0.0869
502671,Paul Goldschmidt,139,0.3205,0.2422360248447205,0.05263157894736842,0.7232,0.087,0.2177,0.28561151079136693,0.0144,0.38324657534246576,0.31714155221277524,-0.1032,Slight sell,326,0.2836,0.232,0.31671779141104295,0.0429,2024,-0.0369,0.0143,0.0311,0.0286,0.0315,0.1655
514888,José Altuve,140,0.3684,0.22279792746113988,0.10891089108910891,0.9255,0.2188,0.3415,0.435,0.05,0.33096000000000003,0.4187207228799951,-0.3488,Sell high,333,0.3556,0.2911,0.33753753753753757,0.021,2024,-0.0128,-0.0503,-0.0975,-0.029,-0.0163,-0.0105
516782,Starling Marte,126,0.3372,0.2662337662337662,0.08791208791208792,0.8623,0.25,0.2821,0.35912698412698413,0.0317,0.3815,0.375917316017316,-0.1929,Sell high,155,0.3271,0.2695,0.3209677419354839,0.0194,2024,-0.0101,-0.0125,-0.0382,-0.0124,0.0168,0.0994
518595,Travis D'arnaud,85,0.3137,0.3263157894736842,0.1346153846153846,0.7563,0.3333,0.2877,0.4170588235294118,0.0588,0.38878431372549016,0.42346230934098583,-0.0749,Slight sell,151,0.2871,0.2536,0.32549668874172183,0.0397,2024,-0.0266,-0.034,-0.0916,-0.0191,0.0064,0.1011
518692,Freddie Freeman,152,0.3617,0.2347417840375587,0.10309278350515463,0.839,0.0938,0.296,0.38421052631578945,0.0197,0.36552747252747253,0.4080945642953538,-0.3092,Sell high,312,0.2857,0.2761,0.388301282051282,0.0449,2024,-0.076,-0.0199,0.0041,0.0251,0.0239,0.0695
519203,Anthony Rizzo,137,0.2967,0.20430107526881722,0.052083333333333336,0.9036,0.2174,0.254,0.3324817518248175,0.0365,0.307021978021978,0.32733376112938156,0.0079,Neutral,160,0.2016,0.1944,0.2628125,0.0188,2024,-0.0951,-0.0595,-0.0697,-0.0177,-0.0051,0.0531
519317,Giancarlo Stanton,119,0.2923,0.3333333333333333,0.20270270270270271,0.7872,0.4091,0.2593,0.3760504201680672,0.0756,0.3453538461538462,0.3867583925878043,0.0311,Neutral,183,0.3069,0.2529,0.35163934426229504,0.0656,2024,0.0146,-0.0063,-0.0244,-0.0101,0.0107,0.0861
521692,Salvador Pérez,125,0.3548,0.3392857142857143,0.18085106382978725,0.9091,0.1842,0.3419,0.4352,0.056,0.36634042553191487,0.4586576565508406,-0.2743,Sell high,313,0.2864,0.2448,0.3137380191693291,0.0383,2024,-0.0684,-0.0971,-0.1215,-0.0177,0.0235,0.0245
527038,Wilmer Flores,91,0.2714,0.2,0.045454545454545456,0.9651,0.0556,0.2532,0.3142857142857143,0.011,0.2579491525423729,0.3262819563379764,0.1398,Buy low,162,0.1983,0.1918,0.27283950617283953,0.0247,2024,-0.0731,-0.0614,-0.0414,0.0137,0.012,0.0048
542303,Marcell Ozuna,136,0.3214,0.345679012345679,0.1511627906976744,0.8086,0.3333,0.2984,0.40588235294117647,0.0735,0.43134117647058823,0.4697589036269839,-0.1129,Slight sell,333,0.3424,0.2911,0.396996996996997,0.0661,2024,0.021,-0.0073,-0.0089,-0.0075,0.0639,0.133
543257,Robbie Grossman,69,0.2821,0.18823529411764706,0.02564102564102564,0.883,0.0,0.193,0.2833333333333333,0.0,0.34587179487179487,0.32746204278812974,0.0888,Slight buy,112,0.2895,0.2604,0.35267857142857145,0.0268,2024,0.0074,0.0674,0.0693,0.0268,0.0441,0.1529
543510,James Mccann,51,0.2619,0.2857142857142857,0.12195121951219512,0.9138,0.0833,0.2353,0.2784313725490196,0.0196,0.3204,0.34140851995005983,0.1913,Buy low,112,0.2535,0.202,0.2727678571428572,0.0179,2024,-0.0084,-0.0333,-0.0057,-0.0018,0.063,0.0851
543760,Marcus Semien,147,0.2613,0.234375,0.07964601769911504,0.8978,0.1935,0.2593,0.36462585034013606,0.0408,0.35477570093457944,0.407397194765806,0.1877,Buy low,346,0.2549,0.2404,0.31517341040462427,0.0289,2024,-0.0064,-0.0189,-0.0495,-0.0119,0.0428,0.0955
543807,George Springer,140,0.26,0.25142857142857145,0.07766990291262135,0.8511,0.15,0.2339,0.31142857142857144,0.0214,0.3082365591397849,0.3643856296992481,0.1966,Buy low,296,0.2602,0.2375,0.3331081081081081,0.0372,2024,0.0002,0.0037,0.0217,0.0157,0.053,0.0744
543877,Christian Vázquez,70,0.2955,0.2619047619047619,0.06818181818181818,0.85,0.0714,0.2188,0.27214285714285713,0.0143,0.362025,0.31288788282111263,0.0224,Neutral,150,0.2182,0.2,0.26,0.0267,2024,-0.0773,-0.0187,-0.0121,0.0124,0.0407,0.1433
545121,Ildemaro Vargas,63,0.3265,0.323943661971831,0.02127659574468085,0.9375,0.0,0.2857,0.33412698412698416,0.0,0.3214318181818182,0.3063844797178131,-0.1308,Sell high,164,0.2687,0.2517,0.2862804878048781,0.0061,2024,-0.0579,-0.034,-0.0478,0.0061,-0.0277,0.0357
545341,Randal Grichuk,50,0.2821,0.27692307692307694,0.1,0.95,0.0833,0.2727,0.322,0.02,0.22110526315789472,0.30240847290640394,0.0893,Slight buy,139,0.32,0.2698,0.3471223021582734,0.0144,2024,0.0379,-0.0029,0.0251,-0.0056,-0.0196,-0.0516
547180,Bryce Harper,127,0.2361,0.2564102564102564,0.11538461538461539,0.7798,0.25,0.211,0.32637795275590553,0.0472,0.327986301369863,0.36739397050006434,0.314,Buy low,292,0.3164,0.2846,0.4049657534246575,0.0616,2024,0.0803,0.0736,0.0786,0.0144,0.041,0.117
553869,Elías Díaz,113,0.3375,0.17218543046357615,0.05063291139240506,0.8553,0.15,0.2941,0.3336283185840708,0.0265,0.2788333333333333,0.3004712639839706,-0.1938,Sell high,192,0.3147,0.2637,0.31197916666666664,0.0156,2024,-0.0228,-0.0304,-0.0216,-0.0109,-0.0332,-0.0153
553993,Eugenio Suárez,138,0.3012,0.20125786163522014,0.06976744186046512,0.8136,0.1154,0.2276,0.2967391304347826,0.0217,0.3469230769230769,0.31205200886753387,-0.0092,Neutral,292,0.2671,0.2244,0.3261986301369863,0.0479,2024,-0.0341,-0.0032,0.0295,0.0262,0.0153,0.1193
570482,Gio Urshela,72,0.3559,0.1595744680851064,0.05084745762711865,0.8488,0.0,0.2958,0.3090277777777778,0.0,0.367468085106383,0.31167414529914533,-0.2802,Sell high,229,0.2471,0.2249,0.2816593886462882,0.0175,2024,-0.1088,-0.0709,-0.0274,0.0175,0.0026,0.0717
571448,Nolan Arenado,141,0.3137,0.18128654970760233,0.010101010101010102,0.8926,0.04,0.264,0.3117021276595745,0.0071,0.2974468085106383,0.2976992546460631,-0.0719,Slight sell,295,0.2703,0.2593,0.3216949152542373,0.0339,2024,-0.0435,-0.0047,0.01,0.0268,-0.014,0.0334
571745,Mitch Haniger,123,0.2817,0.2805755395683453,0.09859154929577464,0.8025,0.2,0.2232,0.3117886178861789,0.0407,0.3438676470588235,0.3513653321507123,0.0879,Slight buy,220,0.25,0.1927,0.2815909090909091,0.0227,2024,-0.0317,-0.0305,-0.0302,-0.0179,0.0396,0.1207
571771,Enrique Hernández,77,0.2419,0.29245283018867924,0.06349206349206349,0.8496,0.0455,0.2222,0.2564935064935065,0.013,0.3005535714285714,0.2816739628296232,0.2917,Buy low,185,0.2212,0.1796,0.26675675675675675,0.027,2024,-0.0207,-0.0426,0.0103,0.014,0.0252,0.0783
572138,Jon Singleton,58,0.2895,0.2711864406779661,0.05714285714285714,0.8621,0.1,0.2308,0.2896551724137931,0.0172,0.327939393939394,0.3011006227655403,0.051,Slight buy,245,0.2937,0.2269,0.30673469387755103,0.0286,2024,0.0042,-0.0039,0.0171,0.0113,0.0114,0.0972
572191,Michael Taylor,94,0.3962,0.24210526315789474,0.09259259259259259,0.7317,0.0,0.25,0.2803191489361702,0.0,0.3650869565217391,0.272258419855009,-0.4772,Sell high,135,0.2361,0.175,0.2522222222222222,0.0296,2024,-0.1601,-0.075,-0.0281,0.0296,-0.0081,0.1151
572233,Christian Walker,149,0.3176,0.28640776699029125,0.18085106382978725,0.8517,0.3214,0.288,0.39664429530201345,0.0604,0.3658888888888889,0.4339357799410116,-0.0946,Slight sell,324,0.2784,0.2397,0.3325617283950617,0.0494,2024,-0.0393,-0.0483,-0.0641,-0.011,0.0373,0.0779
573262,Mike Yastrzemski,74,0.3333,0.24390243902439024,0.07317073170731707,0.8587,0.1667,0.2424,0.3128378378378378,0.027,0.33589473684210525,0.35186526461526463,-0.1712,Sell high,228,0.3286,0.2524,0.34495614035087724,0.0263,2024,-0.0048,0.01,0.0321,-0.0007,0.039,0.0935
575929,Willson Contreras,118,0.3281,0.21897810218978103,0.09230769230769231,0.8176,0.2273,0.2549,0.3699152542372881,0.0424,0.35373015873015873,0.36799459816901553,-0.1472,Sell high,161,0.359,0.2741,0.3987577639751553,0.0559,2024,0.0308,0.0192,0.0288,0.0135,-0.0019,0.0988
592192,Mark Canha,132,0.3,0.25165562913907286,0.07058823529411765,0.8562,0.2778,0.2636,0.40075757575757576,0.0379,0.3092105263157895,0.36592668751002083,-0.0088,Neutral,259,0.2695,0.2098,0.27972972972972976,0.0077,2024,-0.0305,-0.0538,-0.121,-0.0302,-0.0348,0.0456
592206,Nick Castellanos,136,0.2174,0.2261904761904762,0.06382978723404255,0.7838,0.0588,0.176,0.2433823529411765,0.0147,0.2735581395348837,0.26281217326616063,0.4129,Buy low,324,0.2941,0.2583,0.3373456790123457,0.0401,2024,0.0767,0.0823,0.094,0.0254,0.0194,0.0976
592273,Brandon Drury,109,0.2727,0.24812030075187969,0.05405405405405406,0.8043,0.1,0.22,0.2922018348623853,0.0092,0.3203333333333333,0.33402667103538664,0.1346,Buy low,111,0.2027,0.1515,0.22972972972972974,0.0,2024,-0.07,-0.0685,-0.0625,-0.0092,0.0418,0.1003
592450,Aaron Judge,152,0.2658,0.31736526946107785,0.12941176470588237,0.7795,0.24,0.2109,0.33881578947368424,0.0395,0.3443333333333333,0.37134883092028087,0.1678,Buy low,341,0.414,0.3564,0.5338709677419355,0.0968,2024,0.1482,0.1454,0.1951,0.0573,0.0325,0.1334
592518,Manny Machado,130,0.2874,0.3067484662576687,0.0989010989010989,0.8491,0.1905,0.2377,0.29846153846153844,0.0308,0.3283103448275862,0.3196024611445478,0.0602,Slight buy,300,0.3062,0.2695,0.3411666666666667,0.04,2024,0.0189,0.0318,0.0427,0.0092,0.0211,0.0906
592626,Joc Pederson,92,0.2909,0.3076923076923077,0.08771929824561403,0.8611,0.1429,0.25,0.35434782608695653,0.0217,0.3370222222222222,0.34933111086514973,0.0439,Neutral,222,0.3361,0.2746,0.386936936936937,0.0586,2024,0.0452,0.0246,0.0326,0.0368,-0.005,0.087
592663,J. t. Realmuto,122,0.2838,0.28313253012048195,0.1,0.827,0.3333,0.2368,0.3168032786885246,0.0492,0.34815277777777776,0.3569184550422255,0.072,Slight buy,143,0.3511,0.2652,0.322027972027972,0.014,2024,0.0673,0.0283,0.0052,-0.0352,0.0401,0.1113
592669,Hunter Renfroe,97,0.1538,0.21904761904761905,0.09523809523809523,0.8333,0.15,0.1477,0.23969072164948454,0.0309,0.2400793650793651,0.2830982675749258,0.7272,Buy low,218,0.2886,0.2723,0.3685779816513761,0.0413,2024,0.1347,0.1245,0.1289,0.0104,0.0434,0.0924
592696,Eddie Rosario,83,0.1053,0.20833333333333334,0.03773584905660377,0.8478,0.0526,0.0921,0.1397590361445783,0.012,0.21129411764705883,0.22967582660813082,0.9719,Buy low,230,0.2368,0.2113,0.28043478260869564,0.0391,2024,0.1316,0.1192,0.1407,0.0271,0.0899,0.1192
592885,Christian Yelich,56,0.3125,0.32786885245901637,0.16129032258064516,0.8438,0.4545,0.3061,0.46249999999999997,0.0893,0.41716129032258065,0.5079095238095238,-0.0736,Slight sell,269,0.375,0.309,0.383085501858736,0.0223,2024,0.0625,0.0029,-0.0794,-0.067,0.0454,0.111
593160,Whit Merrifield,56,0.2708,0.043010752688172046,0.0,0.9222,0.05,0.2642,0.29196428571428573,0.0179,0.22820000000000001,0.31473214285714285,0.1381,Buy low,132,0.2143,0.1983,0.2988636363636364,0.0152,2024,-0.0565,-0.0659,0.0069,-0.0027,0.0228,-0.036
593428,Xander Bogaerts,146,0.2571,0.18421052631578946,0.04672897196261682,0.892,0.087,0.2164,0.2732876712328767,0.0137,0.32933009708737865,0.3208802701674277,0.2103,Buy low,115,0.3736,0.3333,0.37347826086956526,0.0261,2024,0.1165,0.1169,0.1002,0.0124,0.0476,0.1129
593871,Jorge Polanco,135,0.25,0.25316455696202533,0.09090909090909091,0.8323,0.1923,0.193,0.30703703703703705,0.037,0.3031746031746032,0.3357398148148148,0.2455,Buy low,168,0.31,0.2357,0.2970238095238095,0.0357,2024,0.06,0.0427,-0.01,-0.0013,0.0287,0.1102
594807,Adam Duvall,55,0.2424,0.2571428571428571,0.16129032258064516,0.9355,0.2,0.2083,0.3090909090909091,0.0364,0.34486666666666665,0.34335459207459207,0.2842,Buy low,249,0.2215,0.1767,0.25983935742971886,0.0321,2024,-0.0209,-0.0316,-0.0493,-0.0042,0.0343,0.1365
595281,Kevin Kiermaier,70,0.2791,0.15217391304347827,0.022222222222222223,0.7677,0.1667,0.2,0.2585714285714286,0.0143,0.27482051282051284,0.24701428571428571,0.0972,Slight buy,155,0.2609,0.1958,0.2538709677419355,0.0258,2024,-0.0182,-0.0042,-0.0047,0.0115,-0.0116,0.0748
595777,Jurickson Profar,131,0.3409,0.24102564102564103,0.05434782608695652,0.9022,0.1739,0.3063,0.3900763358778626,0.0305,0.3470919540229885,0.38925978677977974,-0.2104,Sell high,319,0.3119,0.295,0.37789968652037614,0.0439,2024,-0.029,-0.0113,-0.0122,0.0134,-0.0008,0.0408
595879,Javier Báez,108,0.2564,0.22535211267605634,0.0379746835443038,0.8396,0.05,0.21,0.24675925925925923,0.0093,0.3009076923076923,0.29211151856731565,0.2168,Buy low,149,0.1892,0.1667,0.2120805369127517,0.0201,2024,-0.0672,-0.0433,-0.0347,0.0109,0.0454,0.0909
596019,Francisco Lindor,147,0.1845,0.2923076923076923,0.07476635514018691,0.868,0.1515,0.1846,0.28979591836734697,0.034,0.3057021276595745,0.3418435906497131,0.5749,Buy low,360,0.291,0.275,0.37069444444444444,0.0472,2024,0.1065,0.0904,0.0809,0.0132,0.052,0.1211
596142,Gary Sánchez,69,0.234,0.35,0.15384615384615385,0.8596,0.2353,0.2344,0.34347826086956523,0.058,0.3191794871794872,0.39488152658215586,0.3276,Buy low,120,0.3182,0.2336,0.2970833333333333,0.0333,2024,0.0841,-0.0007,-0.0464,-0.0246,0.0514,0.0848
596146,Max Kepler,58,0.275,0.19047619047619047,0.05263157894736842,0.8734,0.0769,0.2264,0.2810344827586207,0.0172,0.24858333333333332,0.25146551724137933,0.122,Buy low,262,0.3207,0.2678,0.3381679389312977,0.0191,2024,0.0457,0.0414,0.0571,0.0018,-0.0296,0.0222
600869,Jeimer Candelario,117,0.2742,0.23387096774193547,0.05357142857142857,0.7536,0.2353,0.2039,0.3162393162393162,0.0342,0.27956363636363635,0.2997134894091416,0.122,Buy low,296,0.2587,0.2383,0.31739864864864864,0.0473,2024,-0.0155,0.0344,0.0012,0.0131,-0.0165,0.0757
602104,Ramón Urías,56,0.2273,0.1323529411764706,0.0975609756097561,0.8571,0.1,0.2115,0.27232142857142855,0.0179,0.1964871794871795,0.26275154030910614,0.3598,Buy low,145,0.3163,0.2756,0.36000000000000004,0.0276,2024,0.0891,0.0641,0.0877,0.0097,-0.0096,-0.0151
605113,Nick Ahmed,101,0.3026,0.18253968253968253,0.0273972602739726,0.8605,0.0,0.2421,0.2767326732673267,0.0,0.30397142857142856,0.270514914386164,-0.0139,Neutral,105,0.2687,0.2174,0.2661904761904762,0.019,2024,-0.034,-0.0247,-0.0105,0.019,-0.0062,0.0619
605137,Josh Bell,137,0.2065,0.26380368098159507,0.03260869565217391,0.8616,0.12,0.1803,0.2857664233576642,0.0219,0.24536666666666668,0.28520980254538647,0.464,Buy low,310,0.2986,0.2615,0.3285483870967742,0.0355,2024,0.0921,0.0812,0.0428,0.0136,-0.0006,0.065
605141,Mookie Betts,158,0.3727,0.2755102040816326,0.06140350877192982,0.9298,0.1538,0.3561,0.45791139240506323,0.038,0.3782660550458716,0.4504702038536041,-0.3679,Sell high,180,0.2647,0.2532,0.33055555555555555,0.0222,2024,-0.108,-0.1029,-0.1274,-0.0158,-0.0074,0.0222
605204,J. d. Davis,72,0.1957,0.34285714285714286,0.11904761904761904,0.6667,0.3333,0.1618,0.2340277777777778,0.0278,0.2817428571428572,0.23853668763102723,0.5163,Buy low,102,0.2879,0.2308,0.28921568627450983,0.0196,2024,0.0922,0.069,0.0552,-0.0082,0.0045,0.12
606115,Orlando Arcia,127,0.3118,0.2603550295857988,0.056179775280898875,0.8523,0.2353,0.2773,0.3346456692913386,0.0315,0.26801162790697675,0.3121653393926368,-0.0664,Slight sell,273,0.2353,0.2016,0.263003663003663,0.0256,2024,-0.0765,-0.0757,-0.0716,-0.0059,-0.0225,-0.0093
606192,Teoscar Hernández,143,0.3472,0.2787878787878788,0.1282051282051282,0.7929,0.375,0.2422,0.3356643356643357,0.042,0.3546923076923077,0.3394269238450838,-0.2458,Sell high,319,0.3141,0.2621,0.3639498432601881,0.0502,2024,-0.0331,0.0199,0.0283,0.0082,0.0038,0.1125
606466,Ketel Marte,155,0.3091,0.3087557603686636,0.11304347826086956,0.8857,0.2069,0.2857,0.38,0.0387,0.36339795918367346,0.3798473041474654,-0.049,Neutral,318,0.3062,0.2954,0.3915094339622642,0.0597,2024,-0.0029,0.0097,0.0115,0.021,-0.0002,0.0777
607043,Brandon Nimmo,145,0.2674,0.28415300546448086,0.11235955056179775,0.8674,0.125,0.2185,0.33275862068965517,0.0207,0.3868481012658228,0.40980492027112086,0.162,Buy low,324,0.3034,0.2401,0.35216049382716047,0.0401,2024,0.0359,0.0217,0.0194,0.0194,0.077,0.1684
607208,Trea Turner,153,0.4273,0.2932692307692308,0.07272727272727272,0.8889,0.0769,0.3475,0.388562091503268,0.0131,0.3400095238095238,0.3459650575490434,-0.6364,Sell high,167,0.3182,0.2949,0.3856287425149701,0.0659,2024,-0.1091,-0.0526,-0.0029,0.0528,-0.0426,-0.0075
608070,José Ramírez,140,0.2477,0.3080568720379147,0.07476635514018691,0.9244,0.1842,0.2519,0.32321428571428573,0.05,0.26491346153846157,0.3459550759990046,0.2572,Buy low,324,0.2684,0.2791,0.3824074074074074,0.0679,2024,0.0207,0.0272,0.0592,0.0179,0.0227,0.0131
608324,Alex Bregman,121,0.2581,0.2564102564102564,0.052083333333333336,0.9375,0.1364,0.2455,0.30330578512396694,0.0248,0.2564886363636364,0.3248986812402836,0.2053,Buy low,340,0.2717,0.2628,0.3448529411764706,0.0382,2024,0.0136,0.0174,0.0415,0.0134,0.0216,0.011
608348,Carson Kelly,63,0.2,0.4025974025974026,0.08333333333333333,0.875,0.2727,0.2069,0.2849206349206349,0.0476,0.3243783783783784,0.37389524900051213,0.4954,Buy low,157,0.29,0.2574,0.34299363057324844,0.0382,2024,0.09,0.0505,0.0581,-0.0094,0.089,0.1175
608369,Corey Seager,127,0.2717,0.2422360248447205,0.08695652173913043,0.8727,0.0606,0.2328,0.28818897637795277,0.0157,0.31413953488372093,0.35187313905875867,0.1413,Buy low,294,0.3,0.2792,0.3850340136054422,0.0578,2024,0.0283,0.0465,0.0968,0.0421,0.0637,0.0814
608385,Jesse Winker,130,0.3291,0.20987654320987653,0.07407407407407407,0.8343,0.1667,0.2685,0.36230769230769233,0.0231,0.35431081081081084,0.3791378002699055,-0.1507,Sell high,268,0.3182,0.2533,0.3555970149253731,0.0299,2024,-0.0109,-0.0152,-0.0067,0.0068,0.0168,0.0858
608841,Joey Meneses,117,0.2619,0.28484848484848485,0.05128205128205128,0.8854,0.0476,0.217,0.2602564102564103,0.0085,0.2929736842105263,0.29718902971737965,0.1908,Buy low,204,0.2797,0.2337,0.29558823529411765,0.0147,2024,0.0178,0.0167,0.0353,0.0062,0.0369,0.076
621020,Dansby Swanson,133,0.2927,0.25,0.10256410256410256,0.7746,0.15,0.225,0.29060150375939847,0.0226,0.34091891891891896,0.3258921888899892,0.0346,Neutral,266,0.2695,0.2107,0.2800751879699248,0.0226,2024,-0.0232,-0.0143,-0.0105,0.0,0.0353,0.1159
621028,Kevin Newman,59,0.1628,0.12941176470588237,0.045454545454545456,0.9324,0.2,0.1607,0.22203389830508474,0.0339,0.24885714285714286,0.2712033898305085,0.6758,Buy low,178,0.3636,0.3152,0.34691011235955055,0.0,2024,0.2008,0.1544,0.1249,-0.0339,0.0492,0.0881
621035,Chris Taylor,66,0.1071,0.10526315789473684,0.034482758620689655,0.6972,0.0,0.0545,0.16666666666666666,0.0,0.2452,0.20343728956228954,0.9634,Buy low,130,0.2917,0.2124,0.31576923076923075,0.0231,2024,0.1845,0.1578,0.1491,0.0231,0.0368,0.1907
621043,Carlos Correa,64,0.2927,0.3132530120481928,0.02564102564102564,0.825,0.1,0.2407,0.31484375,0.0156,0.36020588235294115,0.3297934027777778,0.0354,Neutral,264,0.337,0.3136,0.40643939393939393,0.0455,2024,0.0443,0.0728,0.0916,0.0298,0.0149,0.1195
621438,Tyrone Taylor,86,0.3065,0.25862068965517243,0.06153846153846154,0.8545,0.1429,0.2692,0.3313953488372093,0.0233,0.3673018867924528,0.3684933733433358,-0.0358,Neutral,163,0.2736,0.2185,0.3150306748466258,0.0245,2024,-0.0329,-0.0507,-0.0164,0.0013,0.0371,0.0981
621439,Byron Buxton,110,0.3582,0.23529411764705882,0.06349206349206349,0.7465,0.0588,0.2451,0.3054545454545455,0.0091,0.31489830508474576,0.2661019114219114,-0.2906,Sell high,208,0.3465,0.2932,0.39014423076923077,0.0577,2024,-0.0118,0.0481,0.0847,0.0486,-0.0394,0.0698
621466,Dj Stewart,83,0.2195,0.2948717948717949,0.15555555555555556,0.7885,0.25,0.2063,0.3710843373493976,0.0482,0.28602702702702704,0.395161427528295,0.399,Buy low,118,0.2059,0.1531,0.261864406779661,0.0085,2024,-0.0136,-0.0533,-0.1092,-0.0397,0.0241,0.0797
621493,Taylor Ward,145,0.299,0.25906735751295334,0.14285714285714285,0.8537,0.1892,0.2628,0.34206896551724136,0.0483,0.38057142857142856,0.4061270688638373,0.0023,Neutral,313,0.2584,0.206,0.30000000000000004,0.0288,2024,-0.0405,-0.0568,-0.0421,-0.0195,0.0641,0.1178
621566,Matt Olson,140,0.25,0.2982456140350877,0.136986301369863,0.8182,0.12,0.1833,0.31,0.0214,0.36128169014084505,0.3668774933500241,0.251,Buy low,326,0.291,0.2339,0.319478527607362,0.0429,2024,0.041,0.0506,0.0095,0.0215,0.0569,0.1779
622534,Manuel Margot,72,0.2128,0.225,0.06666666666666667,0.8272,0.0833,0.1746,0.23541666666666666,0.0139,0.2906923076923077,0.2775417215634607,0.4346,Buy low,182,0.2877,0.2604,0.3038461538461538,0.011,2024,0.0749,0.0858,0.0684,-0.0029,0.0421,0.1161
622761,Jorge Mateo,52,0.4118,0.16666666666666666,0.03571428571428571,0.8246,0.0,0.2979,0.36346153846153845,0.0,0.3412307692307692,0.33491061253561255,-0.5594,Sell high,165,0.25,0.2222,0.2818181818181818,0.0303,2024,-0.1618,-0.0757,-0.0816,0.0303,-0.0286,0.0434
623912,Harold Ramírez,124,0.3011,0.1951219512195122,0.03333333333333333,0.7857,0.0909,0.25,0.28911290322580646,0.0081,0.2994939759036145,0.2944902322024472,-0.0085,Neutral,121,0.3736,0.2966,0.30702479338842975,0.0083,2024,0.0726,0.0466,0.0179,0.0002,0.0054,0.0495
623993,Anthony Santander,133,0.2366,0.22916666666666666,0.044444444444444446,0.825,0.2143,0.2333,0.34060150375939846,0.0451,0.26572093023255816,0.3444961027711826,0.3099,Buy low,321,0.2367,0.2612,0.38037383177570094,0.0841,2024,0.0002,0.0278,0.0398,0.039,0.0039,0.0324
