pitcher,name,Team,IP,ERA,ERA_adj_sc,FIP,xFIP,xERA,ERA_minus_FIP,ERA_minus_xERA,BABIP_allowed,lob_pct,hr_fb_rate,hard_hit_rate_allowed,barrel_rate_allowed,swstr_rate,k_pct,bb_pct,G,GS,TBF,key_fangraphs,fg_swstr_rate,fg_hr_fb_rate,BABIP_allowed_all,xERA_all,IP_sc,IP_sc_adj,RA_sc,FIP_sc,FIP_sc_all,lob_pct_sc,ERA_all_sc
645261,Sandy Alcántara,,40.3,3.12,3.12,4.02,,2.746,-0.9,0.37,0.248,0.781,0.118,0.228,0.026,0.117,,,,,,18684,,,0.24793388429752067,2.745869192771085,40.333333333333336,40.333333333333336,14.0,4.0163941880969505,3.968577344566745,0.78125,3.12
669923,George Kirby,,39.0,3.0,3.0,3.72,,2.318,-0.72,0.68,0.257,0.778,0.138,0.303,0.024,0.099,,,,,,25436,,,0.25688073394495414,2.317762666666666,39.0,39.0,13.0,3.71696634321456,3.669149499684355,0.7784431137724551,3.0
667755,José Soriano,,37.3,0.24,0.24,2.03,,2.142,-1.79,-1.9,0.207,1.0,0.045,0.214,0.045,0.133,,,,,,22100,,,0.2073170731707317,2.1417909785714278,37.333333333333336,37.333333333333336,1.0,2.033587222335439,1.9857703788052343,1.0,0.24
693821,Bryce Elder,,36.7,2.7,2.7,3.02,,2.383,-0.32,0.32,0.238,0.753,0.077,0.287,0.017,0.089,,,,,,27779,,,0.2376237623762376,2.383358931506849,36.666666666666664,36.66666666666667,11.0,3.0246586509068676,2.9768418073766627,0.753012048192771,2.7
669373,Tarik Skubal,,36.3,2.72,2.72,1.87,,2.633,0.85,0.09,0.302,0.723,0.043,0.244,0.028,0.136,,,,,,22267,,,0.3020833333333333,2.6328093028169004,36.333333333333336,36.333333333333336,11.0,1.868695348154574,1.8208785046243692,0.722543352601156,2.72
693645,Cam Schlittler,,35.3,2.29,2.29,1.41,,1.49,0.88,0.8,0.244,0.678,0.05,0.226,0.032,0.152,,,,,,-1,,,0.2441860465116279,1.4897515338345855,35.333333333333336,35.333333333333336,9.0,1.4114511037370563,1.3636342602068514,0.6779661016949152,2.29
605488,Jeffrey Springs,,35.3,3.57,3.57,4.13,,2.485,-0.56,1.08,0.213,0.72,0.156,0.199,0.048,0.097,,,,,,17677,,,0.2127659574468085,2.485474992957747,35.333333333333336,35.333333333333336,14.0,4.128432235812528,4.080615392282323,0.72,3.57
592332,Kevin Gausman,,35.0,2.83,2.83,2.48,,2.712,0.35,0.12,0.267,0.736,0.2,0.238,0.038,0.143,,,,,,14107,,,0.26666666666666666,2.7115573260869565,35.0,35.0,11.0,2.481801508049725,2.43398466451952,0.7364341085271318,2.83
668909,Gavin Williams,,35.0,3.34,3.34,4.37,,4.042,-1.03,-0.7,0.192,0.813,0.273,0.28,0.079,0.131,,,,,,30122,,,0.1917808219178082,4.041872584507042,35.0,35.0,13.0,4.36751579376401,4.319698950233805,0.8130081300813008,3.34
608331,Max Fried,,34.7,2.34,2.34,2.65,,1.092,-0.31,1.25,0.204,0.725,0.037,0.2,0.019,0.104,,,,,,13743,,,0.20430107526881722,1.091726375939849,34.666666666666664,34.666666666666664,9.0,2.6496586509068676,2.6018418073766627,0.7246376811594203,2.34
693433,Bryan Woo,,34.7,4.41,4.41,3.66,,3.474,0.75,0.94,0.265,0.612,0.103,0.303,0.048,0.112,,,,,,30279,,,0.2647058823529412,3.4744529999999996,34.666666666666664,34.666666666666664,17.0,3.659274035522252,3.6114571919920473,0.6122448979591837,4.41
664285,Framber Valdez,,34.3,3.41,3.41,3.69,,3.905,-0.28,-0.49,0.271,0.752,0.08,0.302,0.034,0.08,,,,,,17295,,,0.27102803738317754,3.9047938851351347,34.333333333333336,34.333333333333336,13.0,3.694561563528227,3.646744719998022,0.7524271844660194,3.41
671737,Taj Bradley,,34.0,2.65,2.65,3.7,,4.136,-1.05,-1.49,0.3,0.879,0.154,0.25,0.036,0.101,,,,,,22543,,,0.3,4.135760204081633,34.0,34.0,10.0,3.701129239142162,3.653312395611957,0.8791208791208791,2.65
656605,Mitch Keller,,33.3,2.97,2.97,2.99,,3.703,-0.02,-0.73,0.273,0.745,0.048,0.247,0.017,0.096,,,,,,17594,,,0.2727272727272727,3.703122605839416,33.333333333333336,33.333333333333336,11.0,2.994658650906868,2.946841807376663,0.7446808510638298,2.97
592662,Robbie Ray,,33.0,2.73,2.73,4.15,,4.291,-1.42,-1.56,0.235,0.885,0.147,0.224,0.06,0.126,,,,,,11486,,,0.2345679012345679,4.2907893999999995,33.0,33.0,10.0,4.145870772118989,4.098053928588784,0.8846153846153846,2.73
650911,Cristopher Sánchez,,33.0,3.82,3.82,2.51,,3.027,1.31,0.79,0.423,0.791,0.188,0.285,0.064,0.144,,,,,,20778,,,0.422680412371134,3.0270978823529404,33.0,33.0,14.0,2.5095071357553524,2.4616902922251476,0.7905982905982907,3.82
607192,Tyler Glasnow,,33.0,2.45,2.45,2.15,,1.227,0.3,1.22,0.192,0.659,0.111,0.245,0.029,0.123,,,,,,14374,,,0.1917808219178082,1.2270936000000003,33.0,33.0,9.0,2.1458707721189887,2.098053928588784,0.6593406593406593,2.45
677960,Ryan Weathers,,32.7,3.03,3.03,3.3,,4.562,-0.27,-1.53,0.337,0.862,0.217,0.247,0.065,0.12,,,,,,23796,,,0.3373493975903614,4.5623985255474455,32.666666666666664,32.666666666666664,11.0,3.3001688549885,3.2523520114582953,0.8620689655172413,3.03
543135,Nathan Eovaldi,,32.7,6.06,6.06,5.57,,4.701,0.49,1.36,0.312,0.657,0.321,0.321,0.054,0.141,,,,,,9132,,,0.3125,4.700776551020408,32.666666666666664,32.666666666666664,22.0,5.56547497743748,5.517658133907275,0.6569343065693432,6.06
694819,Jacob Misiorowski,,32.7,3.03,3.03,3.15,,2.642,-0.12,0.39,0.297,0.828,0.211,0.2,0.021,0.169,,,,,,-1,,,0.296875,2.641610160583941,32.666666666666664,32.666666666666664,11.0,3.1471076304987045,3.0992907869684996,0.8280254777070064,3.03
656550,Grant Holmes,,32.3,3.62,3.62,4.79,,4.082,-1.17,-0.46,0.22,0.778,0.185,0.301,0.046,0.133,,,,,,-1,,,0.21978021978021978,4.081546422222221,32.333333333333336,32.333333333333336,13.0,4.787545248845012,4.739728405314807,0.7777777777777778,3.62
642547,Freddy Peralta,,32.3,2.23,2.23,3.8,,3.279,-1.57,-1.05,0.265,0.924,0.154,0.207,0.029,0.132,,,,,,18679,,,0.26506024096385544,3.2794996043165474,32.333333333333336,32.333333333333336,8.0,3.7978545271955273,3.7500376836653224,0.9235668789808917,2.23
608379,Michael Wacha,,32.3,2.23,2.23,3.52,,4.609,-1.29,-2.38,0.21,0.84,0.103,0.307,0.053,0.11,,,,,,14078,,,0.20987654320987653,4.609412609756099,32.333333333333336,32.33333333333333,8.0,3.51950401173161,3.471687168201405,0.8403361344537815,2.23
657746,Joe Ryan,,32.3,5.29,5.29,3.12,,2.582,2.17,2.71,0.256,0.468,0.107,0.195,0.051,0.119,,,,,,21390,,,0.2558139534883721,2.5821224999999997,32.333333333333336,32.33333333333333,19.0,3.117442156061507,3.069625312531302,0.4676258992805755,5.29
808967,Yoshinobu Yamamoto,,32.0,2.53,2.53,3.06,,3.475,-0.53,-0.94,0.244,0.789,0.103,0.222,0.051,0.132,,,,,,33825,,,0.2441860465116279,3.4748739512195117,32.0,32.0,9.0,3.0559086509068676,3.0080918073766627,0.7894736842105263,2.53
657277,Logan Webb,,32.0,4.22,4.22,3.49,,4.18,0.73,0.04,0.287,0.672,0.182,0.321,0.031,0.084,,,,,,17995,,,0.2872340425531915,4.180232800000001,32.0,32.0,15.0,3.4934086509068676,3.4455918073766627,0.6720430107526881,4.22
669302,Logan Gilbert,,32.0,4.22,4.22,2.9,,3.618,1.32,0.6,0.36,0.707,0.12,0.297,0.04,0.125,,,,,,22250,,,0.3595505617977528,3.6180776544117634,32.0,32.0,15.0,2.8996586509068676,2.8518418073766627,0.7065217391304348,4.22
641927,Bailey Ober,,31.7,4.26,4.26,3.78,,3.777,0.48,0.48,0.256,0.66,0.115,0.219,0.047,0.091,,,,,,21224,,,0.25555555555555554,3.776585533834585,31.666666666666668,31.666666666666668,15.0,3.782553387748973,3.734736544218768,0.660377358490566,4.26
681347,Mike Burrows,,31.3,6.03,6.03,5.07,,3.696,0.96,2.33,0.378,0.699,0.28,0.224,0.041,0.129,,,,,,-1,,,0.37777777777777777,3.695897153846154,31.333333333333332,31.333333333333336,21.0,5.06721184239623,5.019394998866025,0.6989247311827956,6.03
691587,Eury Pérez,,31.0,5.23,5.23,4.96,,5.148,0.27,0.08,0.296,0.696,0.207,0.253,0.071,0.131,,,,,,27768,,,0.2962962962962963,5.148451441176469,31.0,31.0,18.0,4.96014252187461,4.912325678344405,0.6962025316455696,5.23
622663,Luis Severino,,31.0,4.65,4.65,4.86,,5.288,-0.21,-0.64,0.312,0.749,0.182,0.286,0.049,0.089,,,,,,15890,,,0.3116883116883117,5.28835998540146,31.0,31.0,16.0,4.863368328326223,4.815551484796018,0.748792270531401,4.65
669022,Mackenzie Gore,,31.0,4.06,4.06,3.96,,4.566,0.1,-0.51,0.29,0.759,0.263,0.237,0.065,0.116,,,,,,22201,,,0.2898550724637681,4.565846285714287,31.0,31.0,14.0,3.9601425218746096,3.9123256783444047,0.7586206896551724,4.06
607625,Seth Lugo,,30.7,1.17,1.17,2.18,,3.859,-1.01,-2.69,0.244,0.862,0.0,0.229,0.045,0.096,,,,,,12447,,,0.24358974358974358,3.858609224137932,30.666666666666668,30.666666666666664,4.0,2.1768325639503456,2.129015720420141,0.8620689655172413,1.17
663436,Davis Martin,,30.7,2.05,2.05,2.96,,4.661,-0.91,-2.61,0.28,0.851,0.118,0.327,0.039,0.092,,,,,,21448,,,0.2804878048780488,4.660709220338984,30.666666666666668,30.666666666666668,7.0,2.95944125960252,2.911624416072315,0.851063829787234,2.05
690997,Nolan Mclean,,30.3,2.08,2.08,2.27,,0.838,-0.19,1.24,0.2,0.781,0.133,0.159,0.032,0.102,,,,,,-1,,,0.2,0.8382636315789478,30.333333333333332,30.333333333333332,7.0,2.2664168926651094,2.2186000491349045,0.78125,2.08
676282,Joey Cantillo,,30.3,3.26,3.26,3.88,,3.738,-0.62,-0.48,0.315,0.828,0.182,0.257,0.053,0.115,,,,,,-1,,,0.3150684931506849,3.737950431999999,30.333333333333332,30.333333333333336,11.0,3.881801508049725,3.83398466451952,0.8280254777070064,3.26
676440,Tanner Bibee,,30.3,3.86,3.86,4.54,,4.616,-0.68,-0.76,0.315,0.812,0.263,0.351,0.048,0.122,,,,,,30134,,,0.3146067415730337,4.61558779389313,30.333333333333332,30.333333333333332,13.0,4.541142167390384,4.493325323860179,0.8125,3.86
701542,Will Warren,,30.3,3.56,3.56,2.66,,3.282,0.9,0.28,0.321,0.738,0.158,0.251,0.029,0.09,,,,,,-1,,,0.32098765432098764,3.281980116279069,30.333333333333332,30.333333333333336,12.0,2.662021288269505,2.6142044447393,0.7382550335570469,3.56
676979,Garrett Crochet,,30.0,3.49,3.49,2.95,,3.476,0.54,0.01,0.309,0.755,0.188,0.279,0.052,0.112,,,,,,27463,,,0.35,4.6513343913043474,30.0,28.333333333333332,11.0,2.9540704156127497,4.176841807376663,0.7553956834532374,6.6
605280,Clay Holmes,,30.0,2.1,2.1,4.16,,4.177,-2.06,-2.08,0.207,0.887,0.167,0.305,0.033,0.101,,,,,,13649,,,0.20689655172413793,4.176679799999999,30.0,30.0,7.0,4.157991984240201,4.1101751407099965,0.8870967741935484,2.1
669432,Trevor Rogers,,30.0,4.45,4.45,3.59,,3.102,0.86,1.35,0.318,0.692,0.158,0.222,0.033,0.121,,,,,,22286,,,0.33695652173913043,3.4237093383458657,30.0,28.333333333333332,14.0,3.5893645332598085,3.576841807376663,0.6918238993710691,5.1
663623,Jake Irvin,,29.7,4.55,4.55,4.0,,4.566,0.55,-0.02,0.263,0.68,0.154,0.303,0.065,0.108,,,,,,21504,,,0.2631578947368421,4.566303534883722,29.666666666666668,29.666666666666668,15.0,4.002186740794508,3.954369897264303,0.6802721088435374,4.55
607259,Nick Martínez,,29.7,1.82,1.82,3.8,,4.65,-1.98,-2.83,0.242,0.93,0.1,0.239,0.052,0.077,,,,,,12730,,,0.24175824175824176,4.649620147540984,29.666666666666668,29.666666666666668,6.0,3.799939549783272,3.752122706253067,0.9302325581395349,1.82
800048,Parker Messick,,29.3,1.23,1.23,2.41,,2.829,-1.18,-1.6,0.243,0.898,0.071,0.175,0.013,0.112,,,,,,-1,,,0.24324324324324326,2.829194752212388,29.333333333333332,29.333333333333336,4.0,2.4110222872705043,2.363205443740299,0.8984375,1.23
669461,Matthew Liberatore,,29.3,4.91,4.91,6.4,,5.711,-1.49,-0.8,0.292,0.827,0.216,0.293,0.054,0.08,,,,,,22294,,,0.2916666666666667,5.710754711111111,29.333333333333332,29.333333333333336,16.0,6.399658650906867,6.351841807376663,0.8273381294964028,4.91
686799,Jack Kochanowicz,,29.0,2.79,2.79,4.02,,4.86,-1.23,-2.07,0.214,0.78,0.059,0.292,0.051,0.098,,,,,,-1,,,0.21428571428571427,4.859987573770491,29.0,29.0,9.0,4.024658650906868,3.9768418073766627,0.7803468208092486,2.79
695076,Rhett Lowder,,29.0,3.1,3.1,3.16,,3.663,-0.06,-0.56,0.256,0.719,0.036,0.248,0.048,0.085,,,,,,-1,,,0.25555555555555554,3.662700288135591,29.0,29.0,10.0,3.162589685389626,3.114772841859421,0.7189542483660131,3.1
694973,Paul Skenes,,29.0,0.95,0.95,2.53,,0.493,-1.58,0.46,0.127,0.982,0.154,0.185,0.019,0.112,,,,,,-1,,,0.17647058823529413,0.948496,29.0,28.333333333333332,3.0,2.530541003848044,2.7354624970318353,0.9821428571428572,2.48
665795,Edward Cabrera,,29.0,3.41,3.41,3.54,,3.541,-0.13,-0.13,0.265,0.728,0.1,0.248,0.064,0.111,,,,,,21690,,,0.26506024096385544,3.5414544621848743,29.0,29.0,11.0,3.5419000302172123,3.4940831866870075,0.728476821192053,3.41
519242,Chris Sale,,29.0,2.79,2.79,4.3,,2.824,-1.51,-0.03,0.239,0.9,0.208,0.169,0.039,0.118,,,,,,10603,,,0.23943661971830985,2.823714139130435,29.0,29.0,9.0,4.3005207198723845,4.25270387634218,0.9,2.79
684007,Shota Imanaga,,29.0,1.55,1.55,2.78,,1.69,-1.23,-0.14,0.179,0.942,0.136,0.25,0.033,0.146,,,,,,33829,,,0.1791044776119403,1.6899471388888885,29.0,29.0,5.0,2.78327934056204,2.7354624970318353,0.9420289855072463,1.55
677952,Braxton Ashcraft,,29.0,3.1,3.1,2.3,,0.985,0.8,2.12,0.278,0.699,0.05,0.213,0.024,0.133,,,,,,-1,,,0.2777777777777778,0.984632681034483,29.0,29.0,10.0,2.300520719872385,2.25270387634218,0.6993006993006993,3.1
579328,Yusei Kikuchi,,28.7,6.28,6.28,3.62,,4.941,2.66,1.34,0.357,0.603,0.143,0.273,0.045,0.109,,,,,,20633,,,0.35714285714285715,4.941072909774436,28.666666666666668,28.666666666666668,20.0,3.6176819067208212,3.5698650631906164,0.6030150753768845,6.28
547179,Michael Lorenzen,,28.7,7.81,7.81,4.4,,5.582,3.41,2.23,0.406,0.595,0.16,0.359,0.044,0.089,,,,,,14843,,,0.3944954128440367,5.56862644680851,28.666666666666668,27.666666666666668,24.0,4.398152626810482,4.4070743655161975,0.5947136563876653,7.53
671096,Andrew Abbott,,28.3,6.04,6.04,4.9,,5.534,1.14,0.51,0.351,0.676,0.211,0.256,0.055,0.089,,,,,,29911,,,0.35051546391752575,5.533552428571428,28.333333333333332,28.333333333333336,19.0,4.895246886200985,4.84743004267078,0.6763285024154589,6.04
663903,Brady Singer,,28.3,5.4,5.4,4.93,,5.044,0.47,0.36,0.347,0.73,0.2,0.317,0.054,0.087,,,,,,25377,,,0.3465346534653465,5.044248798507462,28.333333333333332,28.333333333333332,17.0,4.930541003848044,4.8827241603178395,0.7297297297297297,5.4
672282,Reid Detmers,,28.3,3.18,3.18,2.92,,2.148,0.26,1.03,0.276,0.753,0.083,0.19,0.032,0.133,,,,,,27468,,,0.27631578947368424,2.1482795249999995,28.333333333333332,28.333333333333332,10.0,2.918776297965691,2.870959454435486,0.7534246575342466,3.18
668678,Zac Gallen,,28.0,3.21,3.21,3.49,,4.897,-0.28,-1.69,0.323,0.789,0.083,0.285,0.052,0.079,,,,,,19291,,,0.3225806451612903,4.8972766,28.0,28.0,10.0,3.488944365192582,3.441127521662377,0.7894736842105262,3.21
593958,Eduardo Rodríguez,,28.0,2.89,2.89,4.88,,4.97,-1.99,-2.08,0.244,0.876,0.174,0.264,0.041,0.064,,,,,,13164,,,0.2441860465116279,4.969652474999999,28.0,28.0,9.0,4.881801508049724,4.8339846645195195,0.8759124087591241,2.89
676106,Emerson Hancock,,28.0,2.89,2.89,3.88,,3.55,-0.99,-0.66,0.239,0.857,0.263,0.205,0.054,0.111,,,,,,27470,,,0.23880597014925373,3.5495452857142866,28.0,28.0,9.0,3.881801508049725,3.83398466451952,0.8571428571428571,2.89
605540,Brandon Woodruff,,27.7,4.23,4.23,3.89,,2.705,0.34,1.52,0.235,0.619,0.114,0.207,0.047,0.106,,,,,,16162,,,0.2345679012345679,2.7054223391304353,27.666666666666668,27.666666666666668,13.0,3.89212853042494,3.844311686894735,0.6185567010309279,4.23
681190,Randy Vásquez,,27.7,1.95,1.95,2.41,,4.288,-0.46,-2.34,0.301,0.85,0.05,0.289,0.07,0.133,,,,,,24719,,,0.3013698630136986,4.2876057105263135,27.666666666666668,27.666666666666668,6.0,2.4102008195815663,2.3623839760513614,0.8496732026143791,1.95
663554,Casey Mize,,27.7,2.6,2.6,2.84,,2.916,-0.24,-0.32,0.292,0.822,0.091,0.272,0.044,0.118,,,,,,20492,,,0.2916666666666667,2.9163888717948714,27.666666666666668,27.666666666666668,8.0,2.8439357593406025,2.7961189158103976,0.8219178082191781,2.6
669358,Shane Baz,,27.7,5.2,5.2,3.6,,4.304,1.6,0.9,0.36,0.68,0.095,0.212,0.036,0.099,,,,,,22264,,,0.3595505617977528,4.3039234523809515,27.666666666666668,27.666666666666668,16.0,3.602971903918916,3.555155060388711,0.6796116504854368,5.2
663460,Kris Bubic,,27.7,3.9,3.9,3.75,,4.666,0.15,-0.77,0.235,0.685,0.13,0.267,0.061,0.118,,,,,,21455,,,0.23529411764705882,4.666323150442477,27.666666666666668,27.666666666666668,12.0,3.747550217171928,3.699733373641723,0.6854838709677419,3.9
694738,Landen Roupp,,27.7,2.28,2.28,2.3,,1.863,-0.02,0.42,0.246,0.767,0.0,0.16,0.0,0.096,,,,,,30076,,,0.24615384615384617,1.862982399999999,27.666666666666668,27.666666666666668,7.0,2.3017670846418072,2.2539502411116024,0.7666666666666667,2.28
695505,Chase Burns,,27.7,2.6,2.6,3.93,,3.026,-1.33,-0.43,0.227,0.882,0.222,0.265,0.053,0.143,,,,,,-1,,,0.22727272727272727,3.025838216216216,27.666666666666668,27.666666666666668,8.0,3.9282731087381926,3.8804562652079877,0.8823529411764707,2.6
607067,Colin Rea,,27.3,3.62,3.62,3.79,,4.17,-0.17,-0.55,0.291,0.764,0.143,0.291,0.038,0.087,,,,,,12317,,,0.2911392405063291,4.17022217948718,27.333333333333332,27.333333333333336,11.0,3.7929513338336966,3.745134490303492,0.7638888888888888,3.62
650633,Mike King,,27.0,1.33,1.33,3.58,,4.29,-2.25,-2.96,0.242,0.92,0.067,0.213,0.05,0.103,,,,,,19853,,,0.24242424242424243,4.28955025,27.0,27.0,4.0,3.580214206462423,3.532397362932218,0.920245398773006,1.33
592791,Jameson Taillon,,27.0,5.0,5.0,5.88,,4.61,-0.88,0.39,0.239,0.729,0.259,0.199,0.066,0.111,,,,,,11674,,,0.23943661971830985,4.610336422413794,27.0,27.0,15.0,5.87651050275872,5.828693659228515,0.7291666666666665,5.0
647336,Michael Soroka,,27.0,2.67,2.67,2.58,,4.564,0.09,-1.89,0.338,0.828,0.1,0.228,0.056,0.105,,,,,,18383,,,0.3382352941176471,4.564234,27.0,27.0,8.0,2.580214206462423,2.532397362932218,0.8278145695364238,2.67
656492,Foster Griffin,,26.7,3.38,3.38,4.82,,4.44,-1.44,-1.06,0.253,0.857,0.192,0.245,0.068,0.096,,,,,,16432,,,0.25333333333333335,4.439769594594595,26.666666666666668,26.666666666666664,10.0,4.824658650906867,4.7768418073766625,0.8571428571428571,3.37
666200,Jesús Luzardo,,26.7,6.41,6.41,3.14,,3.993,3.27,2.42,0.395,0.587,0.2,0.217,0.039,0.147,,,,,,19959,,,0.39473684210526316,3.9925579590163927,26.666666666666668,26.666666666666668,19.0,3.1371586509068674,3.0893418073766625,0.5865921787709497,6.41
700241,Michael Mcgreevy,,26.7,3.04,3.04,4.41,,6.339,-1.37,-3.3,0.198,0.779,0.174,0.268,0.081,0.054,,,,,,-1,,,0.19753086419753085,6.338621999999998,26.666666666666668,26.666666666666664,9.0,4.412158650906868,4.364341807376663,0.7792207792207793,3.04
608372,Tomoyuki Sugano,,26.3,3.42,3.42,4.73,,6.075,-1.31,-2.65,0.241,0.833,0.2,0.288,0.085,0.094,,,,,,-1,,,0.24050632911392406,6.074987623853212,26.333333333333332,26.333333333333336,10.0,4.733519410400538,4.685702566870334,0.8333333333333334,3.42
605400,Aaron Nola,,26.3,5.13,5.13,3.94,,4.718,1.19,0.41,0.347,0.68,0.308,0.256,0.045,0.108,,,,,,16149,,,0.3472222222222222,4.717718434782608,26.333333333333332,26.333333333333332,15.0,3.9360510559701587,3.888234212439954,0.6802721088435374,5.13
656849,David Peterson,,26.3,5.47,5.47,3.67,,5.055,1.8,0.41,0.365,0.68,0.167,0.333,0.03,0.097,,,,,,20302,,,0.36470588235294116,5.055005511999998,26.333333333333332,26.333333333333332,16.0,3.670228271160032,3.622411427629827,0.6796116504854368,5.47
676083,Janson Junk,,26.3,4.44,4.44,3.63,,3.42,0.81,1.02,0.268,0.625,0.105,0.253,0.027,0.085,,,,,,23301,,,0.2682926829268293,3.419815,26.333333333333332,26.333333333333332,13.0,3.6322535876157285,3.5844367440855236,0.625,4.44
624133,Ranger Suárez,,26.0,3.81,3.81,3.99,,5.003,-0.18,-1.19,0.26,0.714,0.2,0.271,0.056,0.077,,,,,,17277,,,0.2597402597402597,5.003499467289721,26.0,26.0,11.0,3.9861971124453293,3.9383802689151244,0.7142857142857143,3.81
702070,Noah Cameron,,26.0,4.85,4.85,4.79,,6.764,0.06,-1.91,0.325,0.75,0.217,0.333,0.087,0.1,,,,,,-1,,,0.325,6.764398153846153,26.0,26.0,14.0,4.793889420137637,4.746072576607432,0.75,4.85
666142,Cole Ragans,,26.0,4.62,4.62,6.18,,5.299,-1.56,-0.68,0.236,0.842,0.292,0.224,0.082,0.128,,,,,,21846,,,0.2631578947368421,5.4022205043478255,26.0,25.333333333333332,13.0,6.182553387748973,6.015303345838201,0.8415841584158414,5.19
694297,Brandon Pfaadt,,26.0,4.85,4.85,4.95,,4.62,-0.1,0.23,0.253,0.669,0.235,0.252,0.058,0.106,,,,,,27782,,,0.25333333333333335,4.6204762,26.0,26.0,14.0,4.947735573983791,4.899918730453586,0.6692913385826772,4.85
607200,Erick Fedde,,25.7,4.21,4.21,4.82,,3.732,-0.61,0.48,0.213,0.685,0.13,0.273,0.043,0.079,,,,,,17425,,,0.21333333333333335,3.732390472222223,25.666666666666668,25.666666666666668,12.0,4.81686644311466,4.769049599584455,0.6854838709677419,4.21
656302,Dylan Cease,,25.7,2.45,2.45,1.35,,2.331,1.1,0.12,0.365,0.794,0.0,0.158,0.0,0.172,,,,,,18525,,,0.36538461538461536,2.3305760810810803,25.666666666666668,25.666666666666664,7.0,1.349333975582192,1.3015171320519874,0.7941176470588235,2.45
686218,Emmet Sheehan,,25.7,3.86,3.86,4.04,,3.874,-0.18,-0.01,0.294,0.779,0.235,0.252,0.044,0.146,,,,,,29839,,,0.29411764705882354,3.8736082,25.666666666666668,25.666666666666668,11.0,4.037645663893881,3.989828820363676,0.778688524590164,3.86
650644,Aaron Civale,,25.7,3.16,3.16,3.73,,4.254,-0.57,-1.09,0.304,0.821,0.12,0.315,0.035,0.086,,,,,,19479,,,0.3037974683544304,4.253735526785714,25.666666666666668,25.666666666666668,9.0,3.725957352205569,3.678140508675364,0.8208955223880596,3.16
656876,Drew Rasmussen,,25.7,2.81,2.81,4.0,,2.06,-1.19,0.75,0.159,0.857,0.294,0.23,0.057,0.098,,,,,,25385,,,0.15873015873015872,2.0599363979591834,25.666666666666668,25.666666666666664,8.0,3.998684624932842,3.9508677814026365,0.8571428571428571,2.81
656427,Jack Flaherty,,25.3,4.97,4.97,5.95,,5.251,-0.98,-0.28,0.29,0.781,0.222,0.244,0.055,0.092,,,,,,17479,,,0.2903225806451613,5.251208795081967,25.333333333333332,25.333333333333332,14.0,5.945711282485815,5.8978944389556105,0.78125,4.97
680573,Simeon Woods richardson,,25.3,6.39,6.39,5.75,,4.613,0.64,1.78,0.294,0.607,0.2,0.285,0.053,0.063,,,,,,24494,,,0.29411764705882354,4.613054605263158,25.333333333333332,25.333333333333332,18.0,5.7483428614331835,5.700526017902979,0.6071428571428571,6.39
605288,Adrian Houser,,25.3,7.82,7.82,5.04,,5.73,2.78,2.09,0.354,0.561,0.235,0.329,0.059,0.086,,,,,,12718,,,0.3541666666666667,5.729835782258064,25.333333333333332,25.333333333333332,22.0,5.037816545643709,4.989999702113504,0.5614973262032086,7.82
669467,Andre Pallante,,25.3,4.62,4.62,4.88,,5.167,-0.26,-0.55,0.253,0.714,0.167,0.267,0.061,0.098,,,,,,26108,,,0.25333333333333335,5.167196105263158,25.333333333333332,25.333333333333332,13.0,4.879921808801605,4.8321049652714,0.7142857142857143,4.62
801403,Chase Dollander,,25.0,2.62,2.62,3.23,,2.165,-0.61,0.46,0.255,0.859,0.214,0.259,0.049,0.144,,,,,,-1,,,0.25862068965517243,2.2852663749999995,25.0,24.0,7.0,3.232991984240201,3.176841807376663,0.8585858585858586,2.88
813349,Connelly Early,,25.0,2.52,2.52,4.06,,5.571,-1.54,-3.05,0.277,0.865,0.105,0.256,0.07,0.085,,,,,,-1,,,0.27692307692307694,5.571344037383177,25.0,25.0,7.0,4.064658650906868,4.016841807376663,0.8653846153846154,2.52
676974,Max Meyer,,25.0,3.6,3.6,3.38,,4.283,0.22,-0.68,0.265,0.745,0.133,0.262,0.043,0.147,,,,,,27474,,,0.2647058823529412,4.283233351351349,25.0,25.0,10.0,3.3846586509068675,3.3368418073766626,0.7446808510638298,3.6
621121,Lance Mccullers,,25.0,5.76,5.76,4.98,,4.976,0.78,0.78,0.303,0.646,0.25,0.292,0.054,0.085,,,,,,14120,,,0.30303030303030304,4.975655293577981,25.0,25.0,16.0,4.9846586509068675,4.936841807376663,0.6462585034013606,5.76
683004,Jack Leiter,,25.0,5.4,5.4,3.7,,5.042,1.7,0.36,0.338,0.649,0.115,0.292,0.073,0.146,,,,,,-1,,,0.3382352941176471,5.041612000000001,25.0,25.0,15.0,3.7046586509068677,3.656841807376663,0.6493506493506493,5.4
641816,Tyler Mahle,,25.0,5.4,5.4,5.74,,5.521,-0.34,-0.12,0.313,0.752,0.353,0.248,0.08,0.09,,,,,,16358,,,0.31343283582089554,5.52058297368421,25.0,25.0,15.0,5.744658650906867,5.6968418073766625,0.7518796992481203,5.4
682227,Brandon Williamson,,25.0,5.4,5.4,6.18,,6.723,-0.78,-1.32,0.243,0.701,0.154,0.261,0.056,0.091,,,,,,25463,,,0.24324324324324326,6.722596348214285,25.0,25.0,15.0,6.184658650906868,6.136841807376663,0.7006369426751593,5.4
