batter,name,PA,BABIP,hard_hit_rate,barrel_rate,sweet_spot_rate,avg_exit_velocity,z_contact_rate,hr_fb_rate,pull_rate,o_swing_rate,gb_rate,fb_rate,bb_rate,k_rate,bb_k_ratio,wOBA,xwOBA
676391,Ernie Clement,117,0.336,0.271,0.0,0.112,86.13831775700933,0.944,0.0,0.411,0.453,0.355,0.206,0.009,0.077,0.111,0.322,0.272
680574,Matt Mclain,117,0.279,0.319,0.101,0.13,88.17101449275363,0.86,0.083,0.271,0.212,0.343,0.343,0.145,0.239,0.607,0.32,0.342
621020,Dansby Swanson,117,0.219,0.486,0.129,0.2,90.82,0.804,0.24,0.486,0.213,0.4,0.357,0.154,0.239,0.643,0.348,0.383
608369,Corey Seager,117,0.212,0.389,0.125,0.194,89.20833333333333,0.819,0.3,0.556,0.314,0.417,0.278,0.12,0.256,0.467,0.307,0.365
805779,Jacob Wilson,117,0.297,0.353,0.02,0.088,84.86666666666666,0.931,0.105,0.32,0.456,0.524,0.184,0.009,0.111,0.077,0.297,0.291
683737,Michael Busch,117,0.227,0.338,0.091,0.117,85.11558441558441,0.849,0.08,0.403,0.297,0.481,0.325,0.094,0.239,0.393,0.258,0.287
802415,Chandler Simpson,117,0.337,0.133,0.0,0.01,81.90510204081633,0.967,0.0,0.265,0.308,0.604,0.109,0.051,0.085,0.6,0.307,0.276
669394,Jake Burger,117,0.264,0.461,0.092,0.197,88.36447368421052,0.842,0.222,0.434,0.4,0.5,0.237,0.043,0.299,0.143,0.284,0.292
694384,Nolan Schanuel,116,0.253,0.292,0.011,0.067,86.24157303370787,0.929,0.133,0.438,0.223,0.517,0.169,0.086,0.138,0.625,0.294,0.315
701538,Jackson Merrill,116,0.27,0.468,0.117,0.169,88.6922077922078,0.817,0.15,0.468,0.381,0.43,0.253,0.078,0.233,0.333,0.294,0.324
514888,José Altuve,116,0.316,0.392,0.076,0.165,85.63164556962025,0.868,0.214,0.494,0.307,0.481,0.177,0.129,0.19,0.682,0.355,0.349
808959,Munetaka Murakami,116,0.239,0.6,0.218,0.218,94.14727272727274,0.714,0.455,0.5,0.215,0.375,0.393,0.164,0.353,0.463,0.365,0.414
621439,Byron Buxton,116,0.269,0.466,0.164,0.164,87.84246575342466,0.822,0.214,0.452,0.351,0.247,0.384,0.069,0.284,0.242,0.316,0.338
680757,Steven Kwan,116,0.25,0.09,0.011,0.022,81.00674157303371,0.982,0.053,0.337,0.227,0.5,0.211,0.103,0.112,0.923,0.285,0.296
678246,Miguel Vargas,116,0.205,0.449,0.128,0.192,88.92948717948718,0.866,0.172,0.333,0.16,0.321,0.372,0.164,0.147,1.118,0.361,0.405
572233,Christian Walker,115,0.306,0.494,0.139,0.152,90.49873417721518,0.88,0.318,0.329,0.277,0.43,0.278,0.113,0.191,0.591,0.421,0.404
702284,Cole Young,115,0.32,0.385,0.077,0.141,87.92179487179487,0.808,0.143,0.474,0.28,0.321,0.269,0.096,0.209,0.458,0.334,0.364
547180,Bryce Harper,115,0.276,0.415,0.146,0.22,89.09390243902439,0.871,0.231,0.354,0.382,0.402,0.317,0.122,0.165,0.737,0.383,0.415
575929,Willson Contreras,115,0.339,0.508,0.164,0.18,92.54754098360655,0.76,0.333,0.419,0.309,0.387,0.29,0.113,0.296,0.382,0.375,0.404
682985,Riley Greene,115,0.406,0.5,0.139,0.236,90.18194444444445,0.884,0.13,0.306,0.236,0.417,0.319,0.139,0.235,0.593,0.393,0.416
676475,Alec Burleson,115,0.256,0.443,0.091,0.148,90.22272727272728,0.845,0.087,0.466,0.347,0.534,0.261,0.104,0.13,0.8,0.306,0.351
807712,Luke Keaschall,115,0.25,0.25,0.034,0.091,84.28295454545454,0.944,0.038,0.303,0.244,0.427,0.292,0.061,0.157,0.389,0.266,0.288
641355,Cody Bellinger,115,0.25,0.39,0.073,0.11,88.28048780487805,0.864,0.097,0.41,0.218,0.349,0.373,0.157,0.122,1.286,0.333,0.378
691718,Pete Crow-armstrong,114,0.333,0.486,0.057,0.129,88.92,0.837,0.05,0.471,0.457,0.437,0.282,0.07,0.289,0.242,0.275,0.276
682928,Cj Abrams,114,0.261,0.434,0.118,0.158,89.24736842105263,0.857,0.28,0.395,0.352,0.395,0.329,0.114,0.167,0.684,0.393,0.431
677800,Wilyer Abreu,114,0.346,0.518,0.129,0.224,91.55411764705883,0.865,0.148,0.388,0.271,0.365,0.318,0.088,0.167,0.526,0.377,0.423
656305,Matt Chapman,114,0.362,0.359,0.038,0.077,87.86025641025641,0.87,0.111,0.407,0.262,0.568,0.111,0.088,0.193,0.455,0.351,0.305
518692,Freddie Freeman,114,0.302,0.483,0.146,0.225,91.96292134831461,0.859,0.103,0.382,0.317,0.404,0.326,0.088,0.123,0.714,0.35,0.403
647304,Josh Naylor,113,0.231,0.383,0.074,0.16,86.78148148148148,0.853,0.167,0.494,0.365,0.407,0.222,0.097,0.177,0.55,0.274,0.334
642715,Willy Adames,113,0.29,0.389,0.111,0.139,88.37916666666666,0.87,0.143,0.417,0.286,0.333,0.292,0.044,0.31,0.143,0.281,0.3
646240,Rafael Devers,113,0.304,0.443,0.086,0.214,89.88428571428571,0.724,0.105,0.38,0.314,0.423,0.268,0.053,0.319,0.167,0.25,0.271
521692,Salvador Pérez,113,0.203,0.398,0.096,0.157,87.74698795180723,0.825,0.19,0.301,0.459,0.434,0.253,0.035,0.221,0.16,0.236,0.304
681198,TJ Rumfield,113,0.275,0.386,0.084,0.157,86.34578313253012,0.923,0.136,0.47,0.307,0.422,0.265,0.097,0.159,0.611,0.337,0.347
682663,Agustín Ramírez,113,0.286,0.392,0.051,0.127,89.23544303797469,0.794,0.167,0.342,0.28,0.494,0.152,0.08,0.212,0.375,0.3,0.29
672580,Maikel García,112,0.308,0.438,0.088,0.175,88.93375,0.931,0.105,0.362,0.204,0.425,0.238,0.107,0.179,0.6,0.322,0.356
805367,Chase Meidroth,111,0.333,0.392,0.041,0.122,87.80945945945946,0.887,0.0,0.347,0.241,0.532,0.208,0.081,0.216,0.375,0.293,0.285
657656,Ramón Laureano,111,0.333,0.464,0.13,0.159,89.25797101449275,0.826,0.125,0.348,0.312,0.435,0.348,0.09,0.279,0.323,0.327,0.358
650333,Luis Arráez,111,0.32,0.17,0.0,0.01,85.49,0.954,0.0,0.3,0.303,0.451,0.265,0.045,0.036,1.25,0.336,0.312
672960,Kazuma Okamoto,111,0.288,0.516,0.125,0.219,91.7875,0.789,0.333,0.438,0.256,0.438,0.234,0.108,0.315,0.343,0.318,0.341
668930,Brice Turang,111,0.305,0.548,0.113,0.29,93.10161290322581,0.882,0.235,0.27,0.185,0.422,0.266,0.18,0.243,0.741,0.368,0.411
681624,Andy Pages,111,0.378,0.551,0.051,0.192,90.3076923076923,0.857,0.2,0.273,0.326,0.372,0.256,0.072,0.216,0.333,0.386,0.391
701358,Cam Smith,111,0.277,0.463,0.149,0.164,89.88507462686567,0.848,0.15,0.279,0.307,0.426,0.294,0.108,0.252,0.429,0.31,0.362
691023,Jordan Walker,111,0.358,0.557,0.213,0.295,94.4688524590164,0.767,0.4,0.262,0.313,0.377,0.328,0.108,0.333,0.324,0.406,0.399
678662,Ezequiel Tovar,110,0.282,0.375,0.083,0.194,87.81527777777778,0.838,0.05,0.347,0.482,0.361,0.278,0.027,0.3,0.091,0.247,0.285
592518,Manny Machado,110,0.246,0.425,0.068,0.123,89.12328767123287,0.834,0.286,0.37,0.242,0.411,0.192,0.145,0.191,0.762,0.34,0.367
605137,Josh Bell,110,0.263,0.405,0.089,0.19,88.75822784810126,0.844,0.13,0.468,0.275,0.304,0.291,0.118,0.155,0.765,0.323,0.362
593428,Xander Bogaerts,110,0.288,0.369,0.06,0.119,88.68333333333332,0.873,0.167,0.393,0.238,0.464,0.286,0.109,0.127,0.857,0.365,0.369
695657,Colson Montgomery,110,0.268,0.371,0.129,0.177,88.62903225806451,0.787,0.3,0.565,0.271,0.387,0.323,0.091,0.282,0.323,0.347,0.365
656811,Ryan O'hearn,109,0.352,0.486,0.081,0.216,90.49189189189188,0.878,0.158,0.459,0.316,0.446,0.257,0.128,0.174,0.737,0.374,0.41
700250,Ben Rice,109,0.36,0.65,0.233,0.333,95.85666666666665,0.863,0.526,0.45,0.202,0.4,0.317,0.183,0.257,0.714,0.504,0.514
665862,Jazz Chisholm,109,0.29,0.406,0.062,0.109,87.55,0.8,0.167,0.492,0.274,0.415,0.277,0.101,0.303,0.333,0.29,0.274
621043,Carlos Correa,108,0.338,0.421,0.105,0.171,89.54868421052632,0.85,0.182,0.342,0.289,0.487,0.145,0.139,0.157,0.882,0.371,0.387
666969,Adolis García,108,0.312,0.463,0.09,0.209,92.70447761194029,0.852,0.188,0.373,0.311,0.388,0.239,0.083,0.278,0.3,0.321,0.333
624585,Jorge Soler,108,0.283,0.441,0.136,0.169,89.05084745762711,0.816,0.375,0.542,0.294,0.339,0.271,0.111,0.315,0.353,0.358,0.361
670770,Tj Friedl,107,0.25,0.292,0.031,0.092,83.45230769230768,0.946,0.056,0.319,0.275,0.486,0.25,0.093,0.215,0.435,0.259,0.249
664040,Brandon Lowe,106,0.267,0.4,0.108,0.169,86.92307692307692,0.783,0.278,0.431,0.316,0.369,0.277,0.123,0.255,0.481,0.356,0.377
664761,Alec Bohm,106,0.167,0.372,0.013,0.077,88.28717948717949,0.892,0.0,0.244,0.249,0.5,0.179,0.066,0.179,0.368,0.21,0.264
643289,Mauricio Dubón,106,0.333,0.312,0.075,0.15,86.98625,0.916,0.083,0.238,0.325,0.35,0.3,0.057,0.179,0.316,0.36,0.317
696100,Hunter Goodman,106,0.375,0.509,0.145,0.255,93.05636363636364,0.766,0.292,0.473,0.402,0.218,0.436,0.075,0.377,0.2,0.375,0.366
661388,William Contreras,105,0.284,0.434,0.072,0.133,89.74578313253012,0.915,0.105,0.373,0.268,0.422,0.229,0.086,0.124,0.692,0.329,0.344
808982,Jung hoo Lee,105,0.358,0.398,0.036,0.084,89.18795180722891,0.967,0.105,0.386,0.255,0.434,0.229,0.076,0.133,0.571,0.382,0.365
691781,Brady House,105,0.323,0.422,0.109,0.172,89.0921875,0.781,0.125,0.344,0.312,0.562,0.25,0.076,0.314,0.242,0.293,0.3
606466,Ketel Marte,105,0.267,0.481,0.101,0.19,91.81898734177214,0.882,0.235,0.551,0.32,0.468,0.215,0.076,0.171,0.444,0.32,0.372
543760,Marcus Semien,105,0.26,0.342,0.082,0.151,86.43150684931507,0.862,0.037,0.446,0.289,0.333,0.36,0.067,0.21,0.318,0.259,0.296
571970,Max Muncy,104,0.321,0.538,0.185,0.215,92.49230769230769,0.803,0.375,0.462,0.28,0.415,0.369,0.115,0.26,0.444,0.417,0.462
691777,Max Muncy,104,0.364,0.561,0.123,0.228,92.47894736842106,0.825,0.133,0.439,0.374,0.491,0.263,0.058,0.356,0.162,0.318,0.315
800050,Chase Delauter,103,0.224,0.38,0.076,0.177,89.08607594936709,0.924,0.2,0.456,0.207,0.354,0.19,0.126,0.107,1.182,0.331,0.375
676609,José Caballero,102,0.338,0.296,0.028,0.099,81.29859154929578,0.788,0.214,0.437,0.314,0.521,0.197,0.039,0.235,0.167,0.345,0.286
677587,Brayan Rocchio,102,0.26,0.266,0.025,0.051,84.00253164556962,0.875,0.188,0.362,0.312,0.481,0.198,0.098,0.098,1.0,0.328,0.324
694497,Evan Carter,102,0.255,0.431,0.103,0.19,88.16379310344827,0.863,0.15,0.328,0.201,0.328,0.328,0.147,0.245,0.6,0.319,0.365
679529,Spencer Torkelson,102,0.288,0.5,0.179,0.268,91.32321428571429,0.835,0.25,0.474,0.17,0.333,0.351,0.157,0.275,0.571,0.368,0.404
670242,Matt Wallner,102,0.26,0.453,0.094,0.17,89.72264150943397,0.757,0.3,0.509,0.312,0.509,0.189,0.069,0.373,0.184,0.256,0.3
663757,Trent Grisham,101,0.155,0.516,0.097,0.145,91.58064516129032,0.939,0.182,0.403,0.144,0.419,0.355,0.198,0.188,1.053,0.301,0.391
701350,Roman Anthony,101,0.278,0.481,0.111,0.222,92.04444444444444,0.845,0.077,0.345,0.22,0.491,0.236,0.168,0.277,0.607,0.293,0.343
681393,Connor Norby,101,0.298,0.383,0.1,0.067,88.20166666666667,0.783,0.15,0.3,0.246,0.417,0.333,0.099,0.267,0.37,0.325,0.328
606192,Teoscar Hernández,101,0.321,0.424,0.136,0.186,89.93728813559322,0.793,0.222,0.283,0.286,0.45,0.3,0.099,0.307,0.323,0.323,0.344
596019,Francisco Lindor,100,0.271,0.444,0.097,0.139,91.00277777777778,0.86,0.111,0.486,0.29,0.389,0.25,0.08,0.19,0.421,0.304,0.336
673962,Josh Jung,100,0.357,0.554,0.068,0.216,92.1608108108108,0.935,0.235,0.351,0.335,0.419,0.23,0.09,0.16,0.562,0.414,0.419
702332,Caleb Durbin,100,0.205,0.329,0.014,0.068,85.18082191780822,0.892,0.111,0.378,0.225,0.649,0.122,0.09,0.15,0.6,0.262,0.285
689414,Liam Hicks,100,0.278,0.4,0.071,0.176,88.12235294117647,0.992,0.316,0.447,0.242,0.4,0.224,0.05,0.08,0.625,0.378,0.427
665926,Andrés Giménez,100,0.316,0.291,0.038,0.038,87.07848101265823,0.913,0.13,0.418,0.447,0.488,0.288,0.04,0.16,0.25,0.334,0.296
671218,Heliot Ramos,100,0.361,0.597,0.177,0.258,93.84677419354838,0.889,0.2,0.344,0.361,0.484,0.234,0.06,0.3,0.2,0.324,0.353
671739,Michael Harris,100,0.338,0.566,0.197,0.224,94.45,0.916,0.353,0.408,0.408,0.494,0.221,0.06,0.17,0.353,0.392,0.491
669357,Nolan Gorman,99,0.276,0.41,0.049,0.131,87.1327868852459,0.809,0.143,0.508,0.307,0.344,0.344,0.101,0.283,0.357,0.281,0.296
691720,Kyle Karros,99,0.23,0.371,0.065,0.097,89.85161290322581,0.916,0.1,0.258,0.219,0.403,0.161,0.182,0.192,0.947,0.285,0.356
687859,Troy Johnston,98,0.388,0.406,0.029,0.261,88.33333333333333,0.87,0.143,0.362,0.37,0.414,0.2,0.071,0.204,0.35,0.36,0.341
680776,Jarren Duran,98,0.219,0.453,0.109,0.156,90.8125,0.827,0.083,0.385,0.337,0.554,0.185,0.071,0.255,0.28,0.224,0.275
686797,Brooks Lee,97,0.254,0.347,0.042,0.097,87.54305555555555,0.88,0.25,0.389,0.324,0.389,0.278,0.082,0.165,0.5,0.352,0.336
678882,Ceddanne Rafaela,97,0.344,0.422,0.078,0.219,89.0140625,0.832,0.083,0.354,0.33,0.415,0.185,0.062,0.227,0.273,0.335,0.31
542303,Marcell Ozuna,97,0.213,0.403,0.097,0.194,88.98387096774194,0.854,0.111,0.333,0.275,0.286,0.286,0.072,0.268,0.269,0.236,0.312
662139,Daulton Varsho,97,0.275,0.333,0.056,0.153,84.71388888888889,0.886,0.188,0.431,0.337,0.375,0.222,0.082,0.165,0.5,0.327,0.334
682998,Corbin Carroll,96,0.389,0.404,0.123,0.14,89.85964912280701,0.77,0.2,0.404,0.323,0.439,0.263,0.146,0.25,0.583,0.42,0.399
553993,Eugenio Suárez,96,0.316,0.214,0.089,0.143,84.62321428571428,0.766,0.214,0.467,0.274,0.383,0.233,0.094,0.281,0.333,0.345,0.304
643446,Jeff Mcneil,96,0.319,0.37,0.014,0.11,87.1986301369863,0.951,0.1,0.37,0.306,0.446,0.135,0.083,0.125,0.667,0.33,0.349
693304,Nick Gonzales,95,0.394,0.437,0.014,0.141,88.33098591549296,0.859,0.0,0.366,0.333,0.521,0.155,0.053,0.189,0.278,0.334,0.328
668715,Spencer Steer,95,0.263,0.411,0.179,0.196,89.77678571428571,0.869,0.167,0.377,0.296,0.393,0.393,0.063,0.263,0.24,0.311,0.357
630105,Jake Cronenworth,95,0.2,0.344,0.049,0.115,86.90819672131147,0.919,0.1,0.344,0.233,0.574,0.164,0.137,0.2,0.684,0.262,0.32
683083,Nasim Nuñez,95,0.266,0.188,0.0,0.062,82.2921875,0.832,0.0,0.344,0.289,0.53,0.182,0.105,0.2,0.526,0.252,0.262
671732,Lawrence Butler,95,0.237,0.492,0.049,0.197,89.34754098360655,0.816,0.167,0.361,0.272,0.525,0.197,0.095,0.263,0.36,0.255,0.324
695600,Carter Jensen,94,0.308,0.431,0.121,0.172,90.80172413793103,0.844,0.316,0.517,0.251,0.379,0.328,0.106,0.266,0.4,0.387,0.376
573262,Mike Yastrzemski,94,0.283,0.433,0.033,0.1,90.03333333333333,0.842,0.0,0.533,0.304,0.517,0.267,0.085,0.266,0.32,0.258,0.251
691026,Masyn Winn,94,0.323,0.27,0.032,0.111,84.32857142857142,0.841,0.077,0.397,0.274,0.46,0.206,0.096,0.213,0.45,0.327,0.305
671277,Luis García,94,0.293,0.453,0.067,0.107,91.68533333333333,0.954,0.059,0.342,0.404,0.474,0.224,0.043,0.149,0.286,0.307,0.324
670623,Isaac Paredes,94,0.266,0.284,0.03,0.104,88.59701492537313,0.891,0.125,0.522,0.28,0.284,0.358,0.074,0.17,0.438,0.343,0.309
672695,Geraldo Perdomo,93,0.269,0.258,0.015,0.076,84.32272727272728,0.941,0.0,0.567,0.212,0.565,0.174,0.129,0.129,1.0,0.295,0.282
673357,Luis Robert,93,0.238,0.446,0.031,0.108,91.12615384615384,0.899,0.118,0.338,0.308,0.446,0.262,0.129,0.172,0.75,0.299,0.329
669236,Jeremiah Jackson,93,0.297,0.338,0.088,0.147,88.04558823529412,0.837,0.333,0.435,0.415,0.551,0.217,0.022,0.226,0.095,0.341,0.341
686217,Sal Frelick,93,0.224,0.224,0.0,0.0,84.28805970149254,0.944,0.0,0.448,0.214,0.522,0.209,0.108,0.14,0.769,0.267,0.262
696285,Jacob Young,92,0.282,0.319,0.042,0.125,87.63194444444444,0.889,0.071,0.347,0.269,0.411,0.192,0.043,0.152,0.286,0.286,0.326
519317,Giancarlo Stanton,92,0.327,0.448,0.172,0.207,94.0448275862069,0.766,0.176,0.397,0.302,0.293,0.293,0.065,0.304,0.214,0.32,0.328
669016,Brandon Marsh,92,0.323,0.515,0.059,0.176,91.64411764705882,0.905,0.2,0.348,0.382,0.464,0.29,0.043,0.207,0.211,0.34,0.359
660821,Jesús Sánchez,92,0.286,0.522,0.104,0.179,93.28955223880597,0.837,0.235,0.343,0.387,0.433,0.254,0.054,0.196,0.278,0.328,0.393
656775,Cedric Mullins,92,0.164,0.333,0.032,0.127,85.21587301587302,0.845,0.095,0.365,0.282,0.281,0.328,0.054,0.217,0.25,0.229,0.242
693307,Dillon Dingler,91,0.233,0.524,0.19,0.302,91.19365079365079,0.906,0.235,0.391,0.328,0.484,0.266,0.066,0.165,0.4,0.354,0.459
682657,Angel Martínez,91,0.302,0.412,0.103,0.147,87.04705882352941,0.946,0.312,0.368,0.424,0.406,0.232,0.033,0.187,0.176,0.358,0.38
641487,J. p. Crawford,91,0.214,0.393,0.089,0.143,88.35892857142858,0.932,0.091,0.368,0.184,0.491,0.193,0.176,0.176,1.0,0.291,0.363
669701,Josh Smith,91,0.258,0.371,0.065,0.161,86.16935483870968,0.881,0.0,0.371,0.311,0.371,0.323,0.143,0.165,0.867,0.28,0.317
695506,Jac Caglianone,90,0.373,0.547,0.17,0.283,95.3377358490566,0.821,0.182,0.396,0.3,0.453,0.208,0.089,0.3,0.296,0.339,0.355
641343,Jake Bauers,90,0.279,0.554,0.092,0.169,92.92923076923077,0.849,0.2,0.431,0.2,0.431,0.308,0.078,0.2,0.389,0.322,0.364
683357,Owen Caissie,90,0.349,0.467,0.133,0.222,90.23333333333333,0.832,0.182,0.267,0.308,0.378,0.244,0.056,0.433,0.128,0.274,0.288
669257,Will Smith,90,0.27,0.354,0.123,0.185,88.78615384615385,0.913,0.077,0.262,0.19,0.308,0.4,0.1,0.178,0.562,0.298,0.334
681351,Logan O'hoppe,89,0.245,0.407,0.111,0.13,87.45925925925927,0.842,0.059,0.481,0.324,0.407,0.315,0.124,0.236,0.524,0.268,0.298
571448,Nolan Arenado,89,0.297,0.25,0.074,0.118,83.78382352941176,0.832,0.267,0.338,0.328,0.353,0.221,0.034,0.202,0.167,0.32,0.33
804606,Konnor Griffin,88,0.296,0.291,0.091,0.109,85.69818181818181,0.863,0.083,0.382,0.399,0.527,0.218,0.057,0.295,0.192,0.278,0.278
660162,Yoán Moncada,88,0.268,0.442,0.093,0.186,90.48372093023256,0.845,0.167,0.386,0.195,0.341,0.409,0.148,0.33,0.448,0.308,0.32
687462,Spencer Horwitz,86,0.304,0.276,0.017,0.034,85.91724137931034,0.962,0.154,0.397,0.272,0.448,0.224,0.151,0.163,0.929,0.367,0.333
657757,Gavin Sheets,85,0.281,0.459,0.115,0.18,88.87540983606557,0.898,0.308,0.393,0.37,0.443,0.213,0.047,0.235,0.2,0.334,0.34
666160,Mickey Moniak,85,0.327,0.383,0.117,0.2,90.44166666666666,0.903,0.333,0.5,0.404,0.317,0.4,0.059,0.235,0.25,0.43,0.384
669477,Casey Schmitt,85,0.357,0.508,0.169,0.271,91.33898305084746,0.9,0.16,0.467,0.327,0.3,0.417,0.047,0.224,0.211,0.388,0.375
672724,Oswald Peraza,85,0.333,0.4,0.109,0.236,87.06545454545456,0.892,0.364,0.418,0.364,0.393,0.196,0.082,0.235,0.35,0.367,0.395
686668,Brenton Doyle,84,0.326,0.391,0.043,0.152,88.95,0.922,0.083,0.34,0.35,0.489,0.255,0.083,0.357,0.233,0.273,0.264
605170,Víctor Caratini,84,0.237,0.333,0.05,0.133,87.32166666666667,0.956,0.091,0.417,0.252,0.467,0.183,0.083,0.155,0.538,0.291,0.354
680777,Ryan Jeffers,84,0.314,0.407,0.13,0.185,90.48518518518519,0.898,0.158,0.315,0.222,0.296,0.352,0.179,0.167,1.071,0.414,0.4
700932,Kyle Manzardo,84,0.311,0.261,0.087,0.043,87.77391304347826,0.777,0.091,0.511,0.293,0.413,0.239,0.083,0.345,0.241,0.257,0.286
681481,Kerry Carpenter,84,0.316,0.535,0.116,0.233,93.48372093023256,0.753,0.316,0.477,0.298,0.341,0.432,0.107,0.345,0.31,0.38,0.383
666397,Edouard Julien,84,0.385,0.434,0.094,0.264,90.24716981132076,0.857,0.1,0.34,0.208,0.547,0.189,0.119,0.25,0.476,0.342,0.366
682626,Francisco Álvarez,84,0.255,0.389,0.148,0.13,88.65,0.865,0.231,0.5,0.32,0.556,0.241,0.107,0.214,0.5,0.33,0.359
643217,Andrew Benintendi,84,0.298,0.646,0.125,0.188,90.69791666666667,0.748,0.105,0.633,0.352,0.286,0.388,0.06,0.357,0.167,0.277,0.302
669003,Garrett Mitchell,83,0.455,0.559,0.147,0.265,91.98235294117647,0.698,0.25,0.353,0.199,0.529,0.118,0.181,0.398,0.455,0.356,0.343
683146,Brett Baty,83,0.296,0.4,0.091,0.164,90.4090909090909,0.845,0.071,0.418,0.313,0.491,0.255,0.048,0.289,0.167,0.27,0.283
650859,Luis Rengifo,83,0.206,0.397,0.079,0.143,87.96031746031746,0.876,0.0,0.452,0.263,0.5,0.172,0.084,0.133,0.636,0.254,0.284
702222,Justin Crawford,83,0.298,0.404,0.018,0.123,88.61228070175439,0.89,0.0,0.351,0.361,0.632,0.158,0.084,0.205,0.412,0.301,0.289
810938,Ben Williamson,82,0.296,0.333,0.0,0.093,87.35,0.907,0.0,0.222,0.276,0.527,0.109,0.098,0.232,0.421,0.285,0.278
660844,Leo Rivas,81,0.244,0.133,0.022,0.044,86.42666666666666,0.87,0.0,0.378,0.212,0.37,0.283,0.111,0.309,0.36,0.224,0.242
686555,Isaac Collins,81,0.35,0.31,0.071,0.071,86.85,0.847,0.167,0.357,0.19,0.333,0.286,0.123,0.333,0.37,0.324,0.311
670042,Luke Raley,81,0.39,0.533,0.2,0.2,92.69111111111111,0.647,0.333,0.467,0.326,0.4,0.267,0.062,0.358,0.172,0.374,0.416
690993,Colt Keith,81,0.4,0.559,0.085,0.203,94.45762711864407,0.892,0.0,0.483,0.209,0.5,0.25,0.049,0.21,0.235,0.331,0.343
669224,Austin Wells,80,0.167,0.449,0.061,0.143,89.31632653061224,0.82,0.125,0.46,0.259,0.46,0.32,0.188,0.188,1.0,0.268,0.342
673237,Yainer Diaz,80,0.231,0.284,0.045,0.06,87.82985074626866,0.911,0.167,0.254,0.424,0.552,0.179,0.025,0.138,0.182,0.261,0.281
701807,Carson Benge,80,0.211,0.414,0.034,0.138,90.7293103448276,0.868,0.077,0.259,0.266,0.5,0.224,0.062,0.212,0.294,0.235,0.278
656555,Rhys Hoskins,80,0.244,0.452,0.071,0.119,90.26190476190476,0.738,0.077,0.452,0.236,0.333,0.31,0.175,0.3,0.583,0.277,0.296
694671,Wyatt Langford,80,0.31,0.373,0.051,0.119,90.63050847457627,0.84,0.077,0.237,0.294,0.441,0.22,0.05,0.212,0.235,0.293,0.306
690976,Alex Freeland,79,0.333,0.413,0.13,0.217,90.29130434782608,0.779,0.091,0.348,0.199,0.468,0.234,0.089,0.316,0.28,0.287,0.326
694212,Samuel Basallo,79,0.239,0.48,0.12,0.18,92.258,0.793,0.357,0.353,0.349,0.373,0.275,0.127,0.228,0.556,0.341,0.386
608348,Carson Kelly,79,0.373,0.472,0.113,0.132,90.71698113207547,0.901,0.167,0.34,0.261,0.415,0.226,0.139,0.177,0.786,0.403,0.369
681082,Bryson Stott,78,0.246,0.475,0.049,0.131,90.09180327868853,0.932,0.0,0.459,0.309,0.459,0.311,0.051,0.154,0.333,0.236,0.306
545121,Ildemaro Vargas,78,0.383,0.369,0.077,0.2,85.77076923076923,0.915,0.5,0.446,0.409,0.446,0.154,0.026,0.128,0.2,0.477,0.444
691785,Marcelo Mayer,78,0.255,0.418,0.091,0.127,87.54363636363635,0.885,0.059,0.393,0.245,0.482,0.304,0.09,0.167,0.538,0.29,0.309
687637,Dylan Beavers,78,0.288,0.389,0.056,0.111,87.48148148148148,0.858,0.154,0.426,0.235,0.481,0.241,0.09,0.218,0.412,0.312,0.321
682177,Daniel Schneemann,77,0.415,0.422,0.133,0.2,90.13333333333334,0.83,0.286,0.467,0.331,0.356,0.311,0.117,0.299,0.391,0.412,0.407
700337,Edgar Quero,76,0.224,0.271,0.0,0.042,88.62083333333334,0.89,0.0,0.347,0.268,0.608,0.235,0.118,0.184,0.643,0.253,0.265
592626,Joc Pederson,76,0.317,0.535,0.023,0.116,92.94186046511628,0.776,0.125,0.326,0.25,0.372,0.372,0.158,0.263,0.6,0.331,0.342
664728,Kyle Isbel,76,0.356,0.354,0.062,0.146,84.97500000000001,0.948,0.3,0.354,0.347,0.442,0.192,0.053,0.237,0.222,0.348,0.335
595879,Javier Báez,76,0.298,0.293,0.034,0.121,84.86551724137931,0.872,0.167,0.288,0.513,0.424,0.203,0.013,0.197,0.067,0.295,0.32
650489,Willi Castro,76,0.39,0.405,0.071,0.143,87.96428571428571,0.778,0.083,0.405,0.359,0.405,0.286,0.079,0.355,0.222,0.299,0.287
663604,Brandon Lockridge,75,0.4,0.318,0.023,0.045,82.48181818181818,0.854,0.0,0.227,0.304,0.717,0.13,0.107,0.28,0.381,0.307,0.263
687363,Victor Scott,75,0.222,0.25,0.0,0.068,83.13863636363637,0.848,0.0,0.444,0.233,0.68,0.08,0.067,0.267,0.25,0.203,0.242
668901,Mark Vientos,75,0.288,0.407,0.037,0.111,88.46481481481482,0.79,0.125,0.352,0.338,0.481,0.296,0.053,0.227,0.235,0.28,0.278
666152,David Hamilton,75,0.292,0.271,0.042,0.125,77.12916666666668,0.929,0.0,0.396,0.338,0.667,0.216,0.12,0.187,0.643,0.286,0.278
681715,Heriberto Hernandez,74,0.204,0.408,0.041,0.163,88.95918367346938,0.805,0.0,0.367,0.19,0.51,0.245,0.135,0.189,0.714,0.259,0.293
