Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
Chad Green,TOR,3.130800009,3.03550005,0,4.092350006,63,0,4.147999763,12.0777998,,63,266.2720032,59.25389862,30.57519913,28.64645004,9.387000084,19.20409966,1.794700027,2.235100031,61.36589813,8.766556876,2.743442808,3.195458222,1.341000012,0.230463201,0.072122114,0.158341087,0.242017809,1.245365052,0.286459821,0.733092257,0.340783896,,4.176270316,0.143507463,,,,,,,,,324.1451578,5.145161234,320.4343941,5.086260224,6.39,5.49,4.93,4.49,4.12,3.78,3.44,3.09,2.66,5.14,4.85,4.65,4.48,4.33,4.18,4.03,3.86,3.64,Chad Green,15552,643338
Adam Ottavino,,1.503399968,1.530500054,0,4.161559351,31,0,0,0,,31,133.5059967,28.67900085,15.47099972,14.33425999,3.516777754,12.4701004,0.815900028,2.070800066,30.9708004,8.991522697,3.62035173,2.483604734,1.020999993,0.231980594,0.093404796,0.138575798,0.241070715,1.327390363,0.297857035,0.708838301,0.442000102,,4.050325308,0.143176117,,,,,,,,,129.8971308,4.190230026,127.6007886,4.116154471,7.22,5.93,5.14,4.55,4.06,3.62,3.21,2.78,2.28,5.23,4.95,4.76,4.6,4.46,4.32,4.17,4.01,3.8,Adam Ottavino,1247,493603
Hunter Stratton,PIT,1.817600012,1.901200056,0,4.142861216,38,0,0,0.616999984,,38,163.3000031,36.03639984,18.80830002,17.49208069,4.711999893,14.55189991,0.880800009,1.927299976,35.5727005,8.425113276,3.44650261,2.444539938,1.115999975,0.217836496,0.089111449,0.128725047,0.245444781,1.331271046,0.294026148,0.72241228,0.396148656,,4.207221812,0.140222014,,,,,,,,,153.723563,4.045356921,152.9198027,4.024205333,6.96,5.8,5.08,4.54,4.08,3.68,3.28,2.88,2.4,5.23,4.94,4.73,4.57,4.42,4.27,4.12,3.95,3.72,Hunter Stratton,23455,676702
James McArthur,KCR,1.358500004,1.28429997,0,3.90655009,27,0,0,0.640799999,,27,114.9909973,26.7560997,12.74800014,11.71965027,2.877000093,8.528900146,0.666000009,1.336300015,24.3321991,8.110733032,2.842966715,2.852911709,0.959000031,0.211600905,0.074170155,0.13743075,0.254515071,1.306851846,0.306469998,0.721017874,0.469577837,,3.845450279,0.138412785,,,,,,,,,116.4790373,4.31403842,119.2309965,4.415962833,7.07,5.7,4.87,4.27,3.77,3.33,2.91,2.49,2.01,4.99,4.71,4.52,4.36,4.21,4.07,3.93,3.77,3.56,James McArthur,21527,663704
Max Lazar,PHI,1.96510005,1.949800014,0,4.202520704,40,0,0,0.593999982,,40,170.7940063,40.12319946,20.20289993,18.6778698,5.311110973,13.2507,0.968400002,1.531000018,32.68439865,7.353989697,2.981407499,2.466616757,1.194999969,0.191367363,0.077582933,0.11378443,0.257179708,1.334347486,0.294975711,0.722076518,0.451632593,,4.366998413,0.138337951,,,,,,,,,149.7527136,3.74381784,154.3552545,3.858881363,7.02,5.87,5.17,4.63,4.18,3.77,3.38,2.97,2.49,5.35,5.04,4.82,4.65,4.49,4.34,4.19,4.01,3.78,Max Lazar,23426,676661
Andrew Walters,CLE,2.410200119,2.483200073,0,4.13024929,50,0,0,4.448400021,,50,215.9830017,44.3783989,24.55649948,22.94582939,6.572222233,22.84749985,1.228700042,2.179699898,54.9518013,9.891324234,4.112549973,2.405155998,1.183000002,0.25442651,0.105783787,0.148642723,0.232401417,1.344517975,0.292093465,0.735365023,0.35847343,,4.178817492,0.138116045,,,,,,,,,226.3934329,4.527868657,217.1767144,4.343534288,6.68,5.66,5.02,4.53,4.12,3.74,3.38,3,2.54,5.28,4.95,4.73,4.54,4.38,4.22,4.05,3.87,3.62,Andrew Walters,33834,689958
Ty Madden,DET,1.031299949,1.024000049,0,3.808019911,21,0,0,0.580299973,,21,88.27200317,19.2329998,9.589900017,8.885379791,2.550333261,6.713900089,0.507099986,0.801999986,20.03389931,8.585956846,2.877385753,2.983943616,1.092999969,0.226956437,0.076059224,0.150897212,0.238161564,1.235566661,0.286782364,0.730992274,0.394182563,,3.910967112,0.137621022,,,,,,,,,93.86639968,4.469828556,91.68696588,4.366045994,7.17,5.63,4.72,4.07,3.54,3.08,2.65,2.22,1.74,4.78,4.53,4.36,4.22,4.09,3.96,3.83,3.69,3.5,Ty Madden,30140,680744
Andrew Kittredge,BAL,1.729300022,1.598799944,0,3.899091272,34,0,0,0.633099973,,34,143.0980072,33.08380127,15.95269966,14.72990036,4.242444515,9.92539978,1.063899994,1.254500031,31.52639961,8.345223427,2.627311707,3.176335494,1.123000019,0.220313338,0.069360853,0.150952485,0.250790448,1.264976501,0.299964407,0.729880305,0.444800865,,3.92055857,0.136539713,,,,,,,,,145.4455488,4.27781026,146.893721,4.320403558,6.78,5.57,4.83,4.28,3.82,3.41,3.02,2.62,2.15,4.97,4.69,4.49,4.33,4.18,4.04,3.9,3.74,3.52,Andrew Kittredge,12828,552640
Drew Smyly,,1.348999977,1.293799996,0,3.945489883,27,0,0,0,,27,113.7799988,25.14439964,12.68449974,11.83646965,3.83100009,8.437999725,1.133100033,1.101300001,26.60700035,8.869000117,2.812666575,3.153235508,1.27700003,0.233846024,0.074160659,0.159685365,0.241214803,1.243792569,0.288788892,0.740561331,0.364999554,,4.100068654,0.134031487,,,,,,,,,111.8993613,4.144420791,109.7931004,4.066411124,7.02,5.66,4.85,4.25,3.75,3.31,2.9,2.49,2,4.87,4.63,4.46,4.33,4.2,4.08,3.95,3.81,3.62,Drew Smyly,11760,592767
Chayce McDermott,BAL,1.576099992,1.360700011,0,3.64907999,30,0,0,0.633099973,,30,126.689003,25.06259918,13.13319969,12.16359997,3.616666555,12.66139984,0.727199972,1.212900043,34.65530014,10.39659004,3.798419952,2.737082832,1.084999967,0.273546238,0.099940796,0.173605442,0.222157206,1.257466634,0.28769983,0.752917881,0.390703331,,3.810778598,0.133314452,,,,,,,,,142.572344,4.752411467,133.2034353,4.44011451,6.53,5.27,4.52,3.96,3.5,3.09,2.71,2.32,1.88,4.6,4.35,4.18,4.04,3.91,3.78,3.65,3.51,3.32,Chayce McDermott,29866,694646
Huascar Ynoa,MIN,0.913800001,0.848100007,0,3.730679989,18,0,0,0.62559998,,18,75.78900146,16.54140091,8.094099998,7.461359978,2.026000023,6.065000057,0.733099997,0.72240001,18.62750053,9.313750267,3.032500029,3.071310859,1.013000011,0.245781052,0.080024805,0.165756247,0.239724884,1.255911165,0.300226909,0.734056666,0.444377268,,3.69121308,0.131866097,,,,,,,,,84.66775814,4.703764341,83.05720049,4.614288916,7.27,5.59,4.63,3.94,3.39,2.92,2.48,2.05,1.58,4.79,4.5,4.31,4.15,4.01,3.87,3.73,3.57,3.36,Huascar Ynoa,20468,660623
Angel Perdomo,LAA,1.1796,1.071799994,0,3.657549029,23,0,0,0.628700018,,23,97.6230011,18.56369972,10.06120014,9.34706974,2.910777807,10.6281004,0.712899983,1.269500017,28.28140068,11.06663505,4.158821894,2.661002402,1.139000012,0.289700177,0.108868814,0.180831362,0.216548416,1.269208701,0.287034605,0.761668191,0.374091099,,3.904310707,0.131846509,,,,,,,,,109.5166139,4.761591908,100.5446887,4.371508204,6.84,5.37,4.52,3.89,3.39,2.95,2.54,2.14,1.68,4.73,4.42,4.21,4.04,3.89,3.75,3.59,3.43,3.2,Angel Perdomo,17759,622780
Jake Bloss,TOR,2.049999952,2.549400091,1.754199982,4.751692153,17.86000061,4.860000134,0,0.658599973,,40.08789825,174.8009949,41.13270187,22.6201992,21.16503906,6.329433918,14.65340042,0.395799994,1.530599952,32.75030136,7.352660655,3.289785934,2.234996685,1.421000046,0.187357637,0.083829045,0.103528592,0.259320901,1.391594589,0.291149958,0.706786946,0.386889827,,4.796249414,0.131758476,,,,,,,,,131.4363865,3.278704852,137.7398518,3.435945955,8.45216,6.78434,5.8003,5.07166,4.47923,3.95977,3.47004,2.9768,2.40301,5.93976,5.613,5.38948,5.20273,5.03597,4.87246,4.7057,4.51894,4.26543,Jake Bloss,33168,814005
Alek Manoah,TOR,0.933700025,0.953299999,0.664799988,4.117974172,9.619999886,1.620000005,0,0.658599973,,16.98270035,72.62599945,15.76939964,8.339599609,7.770480156,2.23416853,5.969799995,0.206100002,1.181399941,16.80970001,8.908318289,3.163701818,2.815789478,1.183999974,0.231455679,0.082199213,0.149256466,0.240846857,1.280079092,0.29151324,0.719968738,0.383883317,,4.160337664,0.131104877,,,,,,,,,71.99147069,4.239106221,70.66951096,4.16126467,8.75712,6.26538,4.92777,4.01075,3.30844,2.73612,2.22381,1.75149,1.25802,5.08901,4.83844,4.66315,4.52257,4.38728,4.26199,4.13141,3.98612,3.78554,Alek Manoah,26410,666201
Manuel Rodríguez,TBR,3.048599958,2.921999931,0,3.870979809,61,0,2.315000057,12.86120033,,61,260.571991,58.10660172,28.60070038,26.23664093,6.574444294,22.86969948,1.527699947,3.268599987,58.25569916,8.595103154,3.374217956,2.54728748,0.969999978,0.223568538,0.087767298,0.135801241,0.247859432,1.327480347,0.303838911,0.729748969,0.488706588,,3.943058072,0.13043971,,,,,,,,,320.5734723,5.255302824,320.6485257,5.256533208,6.24,5.34,4.77,4.34,3.97,3.63,3.3,2.95,2.52,4.99,4.69,4.49,4.33,4.18,4.04,3.89,3.73,3.51,Manuel Rodriguez,20794,655889
Jake Bird,COL,2.759799957,3.208300114,0,4.633710423,61,0,0.987999976,10.53320026,,61,268.1319885,64.2940979,33.85699844,31.40625954,7.523333549,24.86840057,1.513100028,3.684900045,53.17050171,7.844828121,3.669108281,2.138074845,1.110000032,0.198299733,0.092746862,0.105552871,0.268363177,1.461680303,0.317359259,0.703365364,0.483289867,,4.430778706,0.126378687,,,,,,,,,259.4522453,4.253315497,274.9505664,4.507386334,7.15,6.21,5.62,5.15,4.75,4.39,4.02,3.64,3.16,5.78,5.49,5.28,5.12,4.97,4.82,4.67,4.49,4.27,Jake Bird,21267,656234
Michael Fulmer,BOS,2.17050004,2.135999918,0,4.193601218,44,0,0,0.641099989,,44,188.5180054,41.70209885,22.0189991,20.5020504,5.52444458,17.24749947,1.347499967,2.112499952,42.91640091,8.778354731,3.527897618,2.488267995,1.130000028,0.227651469,0.091489932,0.136161537,0.246527491,1.339763598,0.299689407,0.721084217,0.407052984,,4.167956505,0.122507749,,,,,,,,,179.5410782,4.08047905,178.499424,4.05680509,6.88,5.79,5.12,4.61,4.17,3.78,3.4,3.01,2.54,5.28,4.99,4.78,4.62,4.46,4.32,4.17,4,3.77,Michael Fulmer,13218,605242
Randy Dobnak,MIN,2.064500093,2.046200037,0,3.95442009,42,0,0,0.62559998,,42,179.7949982,42.54809952,20.18740082,18.45396042,4.288666725,14.05490017,0.946099997,1.90260005,34.82799911,7.463142667,3.011764322,2.477996905,0.919000013,0.1937095,0.078171809,0.115537691,0.259696956,1.347690469,0.306760564,0.719691992,0.516634783,,3.975269537,0.122105401,,,,,,,,,171.710238,4.088339001,178.5332301,4.250791192,6.67,5.59,4.92,4.42,3.99,3.61,3.23,2.85,2.39,4.98,4.74,4.57,4.42,4.3,4.17,4.04,3.9,3.7,Randy Dobnak,23798,677976
Brandon Young,BAL,1.43900001,1.301900029,0,3.836301327,28,0,0,0.633099973,,28,117.0569992,26.16049957,12.85299969,11.93515968,3.773777723,7.907899857,0.676100016,1.094200015,27.49909973,8.838996342,2.541824954,3.477421342,1.212999982,0.234920594,0.067555976,0.167364617,0.24210378,1.216728551,0.291562026,0.737026862,0.39771523,,3.918880155,0.121735618,,,,,,,,,123.2895349,4.403197673,121.4651893,4.338042476,6.87,5.54,4.74,4.15,3.66,3.23,2.83,2.42,1.95,4.88,4.59,4.4,4.24,4.09,3.95,3.81,3.65,3.43,Brandon Young,27819,687064
Matt Manning,DET,1.672099948,1.786999941,0.684800029,3.961190171,25.62000084,1.620000005,0,0.580299973,,33.06069946,139.4140015,31.88870049,15.6796999,14.55107975,4.198709011,9.730899811,0.441199988,1.190999985,28.5848999,7.781568548,2.649009238,2.937539226,1.143000049,0.205036077,0.069798583,0.135237493,0.248176348,1.258884445,0.289315929,0.725766053,0.389779491,,4.07931941,0.121529991,,,,,,,,,136.8197342,4.138440398,137.4455805,4.157370616,7.59664,5.86613,4.88088,4.17044,3.60015,3.11082,2.65793,2.22052,1.72134,4.94733,4.69184,4.5191,4.37636,4.24362,4.11814,3.9854,3.8354,3.63992,Matt Manning,20369,666159
Sam Moll,CIN,2.876899958,2.799900055,0,4.051449414,58,0,0,6.975699902,,58,250,54.12269974,28.22179985,26.10934067,7.462666512,24.23019981,2.362999916,3.304800034,58.79399872,9.123206698,3.759858592,2.426476016,1.157999976,0.235175995,0.096920799,0.138255196,0.243286358,1.350912061,0.298703864,0.738251628,0.440752362,,4.235991274,0.121239467,,,,,,,,,259.5759801,4.475447933,255.8711329,4.411571256,6.47,5.54,4.95,4.5,4.11,3.76,3.42,3.06,2.62,5.15,4.86,4.65,4.49,4.34,4.2,4.05,3.88,3.66,Sam Moll,14874,594580
Carson Whisenhunt,SFG,1.053300023,1.043799996,0.780099988,3.710686964,11.61999989,1.620000005,0,0.637899995,,19.23399925,81.69599915,17.32369995,8.617500305,7.930150032,2.192676067,7.132400036,0.269199997,0.845399976,19.29920006,9.030508853,3.337402663,2.705849358,1.026000071,0.236231887,0.087304153,0.148927734,0.234998958,1.271503636,0.28972026,0.740593748,0.421953808,,3.886027939,0.121160845,,,,,,,,,87.53665903,4.551141854,84.88180745,4.413112756,7.99091,5.72608,4.49927,3.66646,3.02325,2.49484,2.03164,1.59803,1.14482,4.75526,4.48566,4.29086,4.13126,3.99646,3.86166,3.71686,3.55726,3.35285,Carson Whisenhunt,31676,687931
Evan Sisk,KCR,1.993299961,1.921900034,0,3.972919321,40,0,0,0.640799999,,40,173.8370056,38.82820129,19.26709938,17.6574192,3.839999914,17.8647995,1.004099965,1.920400023,36.2254982,8.150737095,4.019579887,2.027758453,0.863999981,0.208387725,0.102767529,0.105620197,0.252046388,1.41732502,0.306950914,0.729308041,0.485077977,,4.087094805,0.120816715,,,,,,,,,163.4732755,4.086831888,165.7385989,4.143464974,6.76,5.64,4.94,4.42,3.98,3.58,3.2,2.81,2.34,5.11,4.81,4.61,4.45,4.3,4.15,4,3.84,3.62,Evan Sisk,24995,681895
Richard Fitts,BOS,2.922499895,3.362099886,1.820199966,4.575667639,34.86000061,4.860000134,0,0.641099989,,57.46649933,246.2700043,61.08710098,31.30949974,29.21640015,8.460346222,16.2031002,0.790400028,2.231899977,43.69459915,6.843141604,2.53761589,2.696681413,1.325000076,0.177425583,0.065794047,0.111631536,0.268119911,1.344961014,0.299560207,0.702577707,0.410489151,,4.522057446,0.11989338,,,,,,,,,197.0119717,3.428292552,211.9965935,3.689046592,7.81707,6.43972,5.60148,4.97803,4.45413,3.98545,3.53633,3.07766,2.53942,5.61237,5.34281,5.16325,5.00847,4.87369,4.73891,4.60413,4.43935,4.22979,Richard Fitts,30160,690916
Mike Burrows,PIT,1.345600009,1.394600034,0,4.110290357,28,0,0,0.616999984,,28,119.5049973,26.6345005,13.73079967,12.78757,3.593333244,9.987099648,0.68690002,1.139700055,26.15229988,8.40609639,3.210139172,2.618608085,1.154999971,0.218838546,0.083570561,0.135267985,0.245755153,1.307914291,0.29302322,0.724600316,0.385503717,,4.158948761,0.119147499,,,,,,,,,115.1445004,4.112303585,114.6788684,4.095673872,7.25,5.88,5.06,4.45,3.94,3.49,3.07,2.64,2.14,5.22,4.91,4.7,4.53,4.37,4.22,4.07,3.89,3.66,Mike Burrows,24728,681347
Tayler Saucedo,SEA,3.045099974,2.925499916,0,3.639459829,61,0,0,11.80700016,,61,260.1279907,55.53680038,27.05929947,24.66744995,6.140666485,25.21240044,1.58889997,3.162899971,57.14070129,8.430595273,3.719862359,2.266372908,0.905999973,0.219663794,0.096923058,0.122740735,0.239638212,1.323757391,0.293202031,0.744119389,0.486367676,,3.997187367,0.118185628,,,,,,,,,307.8576232,5.046846283,301.5548377,4.94352193,5.92,5.04,4.49,4.06,3.7,3.38,3.06,2.72,2.32,4.71,4.42,4.23,4.06,3.92,3.78,3.64,3.47,3.26,Tayler Saucedo,17888,642048
Justin Anderson,CHW,2.338900089,2.65109992,0,4.132840549,51,0,0,4.162899971,,51,219.8280029,46.81499863,25.22680092,23.41942978,6.561999798,22.72669983,1.241799951,2.266400099,51.23460007,9.041400012,4.010594087,2.25437923,1.157999964,0.233066758,0.103384007,0.129682751,0.24028035,1.363562715,0.293735386,0.73423862,0.41765871,,4.300128739,0.11623311,,,,,,,,,219.1099063,4.296272672,213.8355029,4.192852997,6.52,5.6,5.03,4.58,4.2,3.85,3.51,3.15,2.71,5.27,4.96,4.74,4.57,4.41,4.26,4.11,3.93,3.7,Justin Anderson,16201,605121
Tyler Rogers,SFG,3.358400106,3.4921,0,3.996349689,70,0,1.213000059,14.3277998,,70,297.9989929,73.83010101,33.96070099,31.0827198,7.567777634,16.77589989,1.443799973,3.677299976,49.98310089,6.426398686,2.156901414,2.979458701,0.972999981,0.167729093,0.056295156,0.111433937,0.266010521,1.294371441,0.301199341,0.70796791,0.4944835,,4.020401308,0.115026829,,,,,,,,,334.9408741,4.784869631,353.6016924,5.051452749,6.27,5.44,4.91,4.5,4.14,3.82,3.5,3.16,2.74,5.07,4.81,4.62,4.47,4.33,4.2,4.06,3.91,3.7,Tyler Rogers,15541,643511
Mike Vasil,CHW,3.703200102,4.952300072,1.864300013,4.480323508,58.86000061,4.860000134,0,6.611700058,,81.70200348,351.572998,84.5279007,43.7635994,40.67237854,12.22806644,25.4836998,1.41170001,4.290599823,62.66770172,6.90324951,2.807193073,2.459128863,1.346999992,0.178249473,0.072484804,0.105764669,0.262673221,1.346498198,0.292826959,0.713169937,0.433962098,,4.671367712,0.114120795,,,,,,,,,296.8763715,3.633648611,312.0044584,3.818810374,7.3491,6.20422,5.48623,4.94287,4.49007,4.06783,3.66912,3.2504,2.74168,5.55103,5.27751,5.09047,4.94343,4.80343,4.66991,4.52639,4.36935,4.15583,Mike Vasil,30105,678024
Michael Tonkin,MIN,2.478300095,2.513099909,0,4.119319355,51,0,0,4.253900051,,51,217.9490051,47.89500046,25.08639908,23.34280968,6.375,18.74419975,1.144899964,2.75880003,50.26139832,8.869658526,3.307799956,2.681437403,1.125,0.230610818,0.086002686,0.144608132,0.243807454,1.306650985,0.296975303,0.719975344,0.405852138,,4.08532689,0.114019146,,,,,,,,,227.4898963,4.460586202,225.1543975,4.414792108,6.63,5.64,5.02,4.54,4.14,3.77,3.41,3.04,2.58,5.16,4.88,4.69,4.53,4.39,4.25,4.11,3.95,3.74,Michael Tonkin,10315,543859
Dennis Santana,PIT,3.110500097,3.2506001,0,4.1283996,65,0,2.269000053,14.7361002,,65,280.6560059,61.89400101,32.14429855,29.81621933,7.373888969,27.03339958,1.476799965,2.995199919,61.09329987,8.459072289,3.743086096,2.259919241,1.021000011,0.217680358,0.096322185,0.121358174,0.246956236,1.368113855,0.299297579,0.722394965,0.413198439,,4.147399092,0.111971223,,,,,,,,,331.7669653,5.104107159,331.5296457,5.100456087,6.44,5.57,5.01,4.58,4.21,3.87,3.54,3.19,2.75,5.19,4.91,4.72,4.56,4.41,4.28,4.13,3.97,3.76,Dennis Santana,17878,642701
Tyler Ferguson,OAK,3.06520009,3.003099918,0,3.887419455,62,0,0,13.55319977,,62,266.322998,54.83010101,29.02729988,26.78000069,7.136888981,28.53490067,1.607300043,3.427599907,62.81259918,9.117957946,4.142163,2.201255225,1.036000013,0.235851202,0.10714396,0.128707242,0.233956241,1.344596801,0.29008527,0.740564477,0.432086298,,4.183283974,0.111776672,,,,,,,,,312.4084986,5.038846752,301.170939,4.85759579,6.19,5.31,4.75,4.32,3.95,3.62,3.29,2.95,2.53,4.92,4.65,4.46,4.31,4.17,4.03,3.89,3.74,3.53,Tyler Ferguson,19481,621053
Lucas Gilbreath,COL,2.182300091,2.513999939,0,4.603469968,48,0,0,0.5722,,48,212.5780029,47.96089935,26.3980999,24.55183983,6.202666759,23.49939919,1.084100008,2.628499985,44.83449936,8.40646863,4.406137347,1.907899815,1.163000017,0.210908461,0.11054483,0.100363631,0.257231819,1.48875622,0.308376979,0.7178188,0.440144249,,4.61125825,0.110506843,,,,,,,,,167.7829618,3.49547837,172.9394333,3.602904861,7.35,6.28,5.61,5.09,4.65,4.24,3.85,3.44,2.94,5.83,5.5,5.27,5.08,4.91,4.75,4.58,4.39,4.14,Lucas Gilbreath,21290,656458
Carlos Hernández,PHI,2.496099949,2.397900105,0,4.114980011,50,0,0,3.959800005,,50,213.3110046,44.74840164,24.44109917,22.86100006,6.99444437,20.72990036,1.572100043,1.797600031,51.46839905,9.264311829,3.731382065,2.482809765,1.258999987,0.241283375,0.09718158,0.144101795,0.234550685,1.30956604,0.28532171,0.73693826,0.354141275,,4.277949376,0.109469681,,,,,,,,,218.8159869,4.376319738,210.2657201,4.205314403,6.59,5.6,4.98,4.5,4.1,3.73,3.37,3,2.55,5.1,4.83,4.64,4.49,4.36,4.22,4.08,3.93,3.72,Carlos Hernandez,22713,672578
Triston McKenzie,CLE,4.242099762,5.274600029,2.782000065,4.573000092,49.09999847,8.100000381,0,0.667299986,,85.36309814,369.7160034,81.33660126,46.11759949,43.37393951,13.59170246,35.36180115,1.055999994,2.803200006,83.9190979,8.847756203,3.728264522,2.373156773,1.433000029,0.226982595,0.095645849,0.131336746,0.245321536,1.367082556,0.289458385,0.722645533,0.337667623,,4.611471143,0.106534621,,,,,,,,,309.046215,3.620372523,306.135751,3.586277416,7.29891,6.19891,5.51332,4.98812,4.54253,4.13214,3.73655,3.32576,2.82458,5.54332,5.28773,5.11253,4.96733,4.83694,4.70694,4.57655,4.42135,4.22096,Triston McKenzie,18000,663474
Kevin Herget,NYM,1.724799991,1.603199959,0,4.011768537,34,0,0,0.671899974,,34,143.3390045,32.99639893,16.31209946,15.15557003,4.752444267,9.19299984,0.826600015,1.380900025,29.35910034,7.771526561,2.433441134,3.193636555,1.257999953,0.204822829,0.064134671,0.140688158,0.248532165,1.24086467,0.286294328,0.728200028,0.393191494,,4.189576084,0.106436473,,,,,,,,,137.0383993,4.030541156,137.9023255,4.05595075,6.9,5.68,4.94,4.38,3.92,3.5,3.11,2.7,2.22,5.06,4.78,4.59,4.43,4.28,4.14,4,3.84,3.62,Kevin Herget,15369,643361
Trevor Rogers,BAL,1.288800001,1.263499975,0.606899977,4.024657986,16.62000084,1.620000005,0,0.633099973,,23.64179993,100.6760025,23.1128006,11.42739964,10.57223988,3.015642881,7.963600159,0.817200005,0.971300006,21.11849976,8.039425864,3.031596649,2.651878464,1.147999984,0.209766968,0.079101275,0.130665693,0.251935065,1.314468478,0.297264628,0.731683725,0.424764468,,4.17194715,0.105832038,,,,,,,,,95.72832937,4.049113421,96.97034109,4.101647987,8.2072,6.1067,4.93146,4.11104,3.4689,2.92773,2.44117,1.97193,1.47269,4.98608,4.74511,4.58146,4.4478,4.32415,4.20049,4.07684,3.93953,3.74587,Trevor Rogers,22286,669432
Declan Cronin,MIA,2.235300064,2.461600065,0,4.005969286,48,0,0,0.606599987,,48,207.0749969,47.98130035,23.35930061,21.36516953,4.634666443,18.4265995,1.255699992,2.516799927,40.65439987,7.622699976,3.454987407,2.206288787,0.868999958,0.196326937,0.088985149,0.107341788,0.257781596,1.383497914,0.307766649,0.718442158,0.516446139,,4.036731076,0.103574431,,,,,,,,,194.3472232,4.048900484,200.6543376,4.180298701,6.59,5.59,4.97,4.49,4.08,3.72,3.36,2.98,2.53,5.13,4.84,4.65,4.49,4.34,4.2,4.06,3.89,3.68,Declan Cronin,25645,686539
Bennett Sousa,HOU,2.162699938,2.046200037,0,3.92978921,43,0,0,0.652999997,,43,184.4700012,40.25429916,20.37389946,18.77565956,5.06922245,17.44330025,1.080600023,1.885499954,41.47240067,8.680269907,3.650923308,2.37755471,1.061000048,0.224819214,0.094559008,0.130260206,0.243756851,1.341804637,0.29667118,0.7376125,0.443997924,,4.118607479,0.103393306,,,,,,,,,178.7577868,4.157157831,176.6705089,4.108616485,6.63,5.53,4.86,4.35,3.92,3.54,3.16,2.78,2.32,5.1,4.78,4.56,4.38,4.22,4.06,3.9,3.72,3.48,Bennett Sousa,21345,656986
Cam Booser,CHW,2.556699991,2.825099945,0,4.047360472,55,0,0,9.259400368,,55,235.6470032,50.29040146,26.51259995,24.73386955,7.816111088,22.45529938,1.356600046,2.006500006,56.65470123,9.270769293,3.674503534,2.52299915,1.278999996,0.240421904,0.095292107,0.145129798,0.238134114,1.322649106,0.289503231,0.748070356,0.368317,,4.28803323,0.102805963,,,,,,,,,257.0683956,4.673970829,250.3521616,4.551857484,6.48,5.52,4.92,4.46,4.06,3.71,3.36,2.99,2.55,5.13,4.83,4.62,4.45,4.3,4.15,4,3.83,3.61,Cam Booser,16061,592155
Huascar Brazobán,NYM,2.414700031,2.186000109,0,3.870689392,47,0,0,0.671899974,,47,201.4570007,41.85910034,21.9545002,20.21360016,5.10211134,21.31459999,1.130599976,2.13380003,47.17710114,9.033912983,4.081519147,2.213370232,0.977000044,0.234179507,0.10580223,0.128377277,0.235152123,1.344121284,0.292350019,0.735653266,0.446838089,,4.066872229,0.101917039,,,,,,,,,202.9069717,4.317169612,195.3691547,4.156790525,6.43,5.42,4.78,4.3,3.89,3.53,3.17,2.8,2.36,4.93,4.66,4.47,4.31,4.17,4.03,3.89,3.73,3.52,Huascar Brazoban,6107,623211
Robby Snelling,MIA,0.914399981,1.330000043,1.362499952,4.6027677,3.24000001,3.24000001,0,0,,18.46800041,80.89399719,19.41200066,10.18859959,9.444879532,2.493180037,7.259399891,0.0548,0.693700016,13.54459953,6.600681886,3.537719166,1.865801545,1.214999991,0.167436398,0.089739661,0.077696737,0.266133286,1.444195362,0.297326777,0.711049462,0.438666811,,4.7465881,0.100173556,,,,,,,,,58.75578624,3.181491495,63.15856093,3.419891679,8.5,6.74,5.7,4.94,4.32,3.78,3.27,2.77,2.19,5.76,5.46,5.25,5.08,4.93,4.78,4.62,4.45,4.21,Robby Snelling,sa3020707,702281
Joe Rock,TBR,1.475200057,1.503600001,0.711600006,4.004882101,20.62000084,1.620000005,0,0.685400009,,28.23399925,119.6849976,28.45660019,13.62730026,12.5637598,3.661008596,7.938399792,0.488099992,1.255399942,23.36660004,7.448445346,2.530480981,2.943489954,1.167000009,0.195234161,0.066327442,0.128906718,0.257546309,1.289048698,0.297082738,0.728110001,0.450728917,,4.173822402,0.098959218,,,,,,,,,111.8074291,3.960028055,115.4702854,4.089760164,7.94775,6.02976,4.94913,4.18409,3.57195,3.05616,2.58019,2.12402,1.62113,5.02221,4.76894,4.5924,4.44913,4.31585,4.18585,4.05258,3.90604,3.70277,Joe Rock,30016,697812
Nick Sandlin,TOR,2.976200104,2.896399975,0,4.079849911,60,0,0,12.93309975,,60,257.95401,53.43069839,29.22870064,27.1989994,7.806666851,26.29190063,1.60010004,3.172800064,62.61330032,9.391995049,3.943785095,2.381467251,1.171000028,0.242730479,0.10192476,0.140805718,0.233843319,1.328709984,0.28863302,0.73399479,0.389896634,,4.244049287,0.098668528,,,,,,,,,297.6230794,4.960384657,287.0782285,4.784637141,6.44,5.53,4.95,4.51,4.13,3.78,3.44,3.08,2.65,5.13,4.85,4.65,4.49,4.35,4.21,4.06,3.9,3.68,Nick Sandlin,20517,680704
