Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
Seth Lugo,KCR,10.9698,11.12160015,16.91769981,4.144439722,30.78000069,30.78000069,0,0,,190.3414001,810.3079834,193.996994,94.74960327,87.65093994,23.41199303,53.62459946,0.66930002,7.751399994,165.8368073,7.841338059,2.535556609,3.092550973,1.107000038,0.204658982,0.066178047,0.138480936,0.259031525,1.300933971,0.304788505,0.711546139,0.434608832,,3.990316805,2.634971714,,,,,,,,,763.7122786,4.012328784,794.8967075,4.176162973,5.73,5.23,4.89,4.62,4.38,4.16,3.93,3.68,3.36,5.08,4.86,4.7,4.57,4.46,4.34,4.23,4.09,3.91,Seth Lugo,12447,607625
Ranger Suarez,PHI,10.31389999,8.585300446,13.33349991,3.59744604,37.91999817,25.92000008,0,0.593999982,,157.9416962,663.4509888,150.2642059,69.45539856,63.13185883,16.68917274,50.17720032,1.069300056,5.280399799,142.8336029,8.139094725,2.859250051,2.846583747,0.95100001,0.215288854,0.075630606,0.139658248,0.247147763,1.269084802,0.297845677,0.739713966,0.500200389,,3.78483986,2.609339411,,,,,,,,,694.4751968,4.397035195,694.4196405,4.396683443,5.41497,4.76544,4.35682,4.04642,3.77515,3.52072,3.27856,3.01172,2.68716,4.5053,4.29606,4.15682,4.03758,3.92834,3.8191,3.70985,3.58137,3.41213,Ranger Suarez,17277,624133
Kodai Senga,NYM,10.35009956,8.702400208,14.36550045,3.782488661,33.91999817,25.92000008,0,0.671899974,,163.2888031,692.2960205,142.1609039,74.40650177,68.62644958,19.57651329,66.59300232,0.506699979,6.267399788,176.3818054,9.721647894,3.670411011,2.648653752,1.079000007,0.254778014,0.096191514,0.1585865,0.229500693,1.278433685,0.289470984,0.740831455,0.421482599,,3.903286381,2.605172258,,,,,,,,,734.7976837,4.499988179,698.8193471,4.279652578,5.56692,4.92461,4.51591,4.20288,3.93671,3.68642,3.43858,3.16467,2.8332,4.76983,4.5113,4.34179,4.20228,4.07277,3.94375,3.81473,3.67473,3.47619,Kodai Senga,31838,673540
Tanner Bibee,CLE,10.38980007,10.12829971,15.79660034,3.868069496,29.15999985,29.15999985,0,0,,173.4539948,726.6610107,159.4506989,80.06829834,74.54801178,24.36065102,49.08810043,0.345200002,7.672800064,178.0384979,9.23787592,2.547032166,3.626917651,1.264000056,0.245009014,0.067552958,0.177456057,0.238021604,1.202271528,0.288962075,0.736499671,0.366160387,,3.921113127,2.578817244,,,,,,,,,755.146031,4.353581087,736.3758049,4.245366652,5.41,4.9,4.56,4.29,4.05,3.82,3.6,3.35,3.03,4.74,4.52,4.37,4.25,4.13,4.02,3.9,3.77,3.6,Tanner Bibee,30134,676440
Brandon Woodruff,MIL,9.609600067,8.758099556,14.76669979,3.756101508,25.92000008,25.92000008,0,0,,156.6777954,647.4290161,140.7539063,70.31340027,65.38863373,21.70858002,41.88669968,0.263500005,6.381100178,166.8003998,9.58147001,2.4060863,3.982180527,1.247000059,0.257635039,0.064696976,0.192938063,0.234918253,1.165708296,0.289893286,0.737788132,0.385609361,,3.762697896,2.578082277,,,,,,,,,715.2373956,4.565020804,689.9748368,4.403781883,5.38,4.83,4.47,4.18,3.92,3.69,3.45,3.19,2.86,4.71,4.46,4.29,4.14,4.01,3.89,3.76,3.61,3.42,Brandon Woodruff,16162,605540
Zac Gallen,ARI,10.79510021,9.537500381,15.17910004,3.921610636,29.15999985,29.15999985,0,0,,170.7115936,724.5819702,164.2086945,80.59729767,74.38493347,19.87841797,53.01190186,0.384799987,6.743000031,171.8202057,9.058446578,2.794813794,3.241162827,1.048000068,0.237130115,0.073162049,0.163968065,0.246994598,1.272441969,0.305055167,0.721382932,0.435087716,,3.717372227,2.57071852,,,,,,,,,756.194352,4.4296602,759.5142403,4.449107551,5.51,5,4.66,4.39,4.15,3.92,3.69,3.44,3.12,4.81,4.6,4.46,4.34,4.23,4.12,4.01,3.88,3.72,Zac Gallen,19291,668678
Shohei Ohtani,LAD,8.599100113,5.892799854,11.56659985,3.484668734,21.05999947,21.05999947,0,0,,120.7813034,497.8619995,101.4468994,50.63190079,46.76475906,14.9097805,38.79389954,0.425199986,5.701499939,140.9938965,10.50613822,2.890721378,3.634434748,1.110999971,0.283198751,0.077920989,0.205277762,0.223763505,1.161113475,0.290917329,0.750700096,0.413772691,,3.541749383,2.525599309,,,,,,,,,595.1310011,4.927343755,558.580965,4.624730395,5.2,4.59,4.2,3.89,3.62,3.38,3.13,2.86,2.53,4.41,4.17,4,3.86,3.74,3.62,3.5,3.36,3.17,Shohei Ohtani,19755,660271
Bailey Ober,MIN,10.17940044,10.20559978,14.84920025,4.041079761,29.15999985,29.15999985,0,0,,171.0402069,716.2490234,160.476593,81.86399841,76.79856873,27.06236076,42.57239914,0.292199999,6.864500046,175.9042969,9.255944555,2.24012587,4.131885927,1.423999955,0.245590976,0.059437986,0.186152991,0.24066238,1.187141876,0.287626466,0.733735504,0.329703301,,4.033602173,2.428086267,,,,,,,,,719.0892481,4.204211753,706.8882408,4.132877606,5.59,5.07,4.72,4.44,4.2,3.97,3.74,3.48,3.16,4.9,4.68,4.53,4.4,4.28,4.17,4.05,3.92,3.74,Bailey Ober,21224,641927
Nick Pivetta,SDP,9.806599617,9.067700386,13.51830006,3.877809313,27.54000092,27.54000092,0,0,,155.3843994,645.0159912,133.8634033,71.47540283,66.95011902,23.35945511,50.77050018,0.637300014,5.044700146,178.0630951,10.31356984,2.940671672,3.507215695,1.353000023,0.27605997,0.078712002,0.197347968,0.227194881,1.188239644,0.284966862,0.744803557,0.344247747,,3.906530437,2.358920303,,,,,,,,,703.1589984,4.525286972,661.9296699,4.259949341,5.44,4.91,4.56,4.27,4.03,3.79,3.56,3.3,2.98,4.71,4.5,4.35,4.23,4.12,4.01,3.89,3.77,3.59,Nick Pivetta,15454,601713
Brayan Bello,BOS,9.572400093,9.322699547,12.97329998,4.0652787,27.54000092,27.54000092,0,0,,155.5254059,665.4920044,155.3280029,76.63749695,70.25045776,16.45113182,54.68939972,0.423299998,7.004300117,141.9779968,8.216033671,3.164785809,2.596078903,0.952,0.213342904,0.082178898,0.131164006,0.257251472,1.350373603,0.311824164,0.713315625,0.513798229,,3.90584335,2.343391198,,,,,,,,,643.5611687,4.137980962,662.6372099,4.260636429,5.78,5.23,4.87,4.58,4.32,4.08,3.84,3.57,3.23,5.04,4.81,4.66,4.53,4.41,4.3,4.18,4.04,3.86,Brayan Bello,23920,678394
Nick Lodolo,CIN,8.670999527,8.057600021,12.04080009,3.912739384,24.29999924,24.29999924,0,0,,138.3715057,583.5999756,125.8439026,64.94660187,60.15684891,18.54178047,44.26900101,0.448799998,12.23340034,151.2819061,9.839722043,2.879357328,3.417332731,1.205999916,0.25922192,0.075855043,0.183366877,0.23874878,1.229392588,0.300335753,0.729539256,0.441747189,,3.946890003,2.313274336,,,,,,,,,601.7477041,4.348783378,583.8709908,4.219589775,5.64,5.05,4.67,4.36,4.09,3.84,3.59,3.31,2.97,4.89,4.64,4.47,4.32,4.19,4.07,3.94,3.79,3.59,Nick Lodolo,26378,666157
Mitch Keller,PIT,10.08699989,11.5546999,15.24820042,4.238648816,30.78000069,30.78000069,0,0,,182.0355072,775.9400024,179.6699982,92.38020325,85.73162079,22.47127151,57.09360123,0.578100026,10.74059963,164.1345062,8.114958333,2.822759246,2.874831902,1.110999973,0.211529894,0.073579917,0.137949976,0.253733267,1.300645149,0.301435704,0.703266976,0.429675808,,4.08586151,2.286682366,,,,,,,,,728.2905283,4.000815772,742.8174162,4.080618268,5.83,5.32,4.98,4.71,4.47,4.24,4.01,3.75,3.43,5.14,4.93,4.78,4.66,4.55,4.44,4.32,4.19,4.02,Mitch Keller,17594,656605
Chris Bassitt,TOR,10.67609978,10.7517004,15.10529995,4.134159014,30.78000069,30.78000069,0,0,,178.9824982,764.882019,172.453598,88.76519775,82.21578979,22.85009956,60.50299835,0.859700024,10.97299957,163.800293,8.236574256,3.042347664,2.707308686,1.149000032,0.214151057,0.079101086,0.135049971,0.248705077,1.30156076,0.295218228,0.717489878,0.423975087,,4.193835548,2.211929009,,,,,,,,,708.2074991,3.956853359,711.0337887,3.97264423,5.72,5.21,4.88,4.6,4.36,4.14,3.91,3.65,3.33,5.03,4.82,4.67,4.55,4.44,4.33,4.22,4.1,3.92,Chris Bassitt,12304,605135
Germán Márquez,COL,8.135000229,11.1225996,11.69460011,4.744248784,27.54000092,27.54000092,0,0,,160.3101044,693.3829956,174.2245026,90.80639648,84.50566864,23.33402634,52.90090179,1.160699964,5.386899948,134.2722015,7.538201155,2.969919569,2.538183603,1.310000002,0.193647958,0.076293913,0.117354046,0.27432817,1.416787827,0.3160083,0.70102115,0.462740346,,4.474328372,2.202065574,,,,,,,,,539.9835396,3.368368711,591.8891773,3.692151406,6.56,5.97,5.58,5.26,4.99,4.72,4.46,4.17,3.79,5.85,5.57,5.38,5.22,5.07,4.93,4.78,4.62,4.4,German Marquez,15038,608566
Brady Singer,CIN,9.898200035,10.46109962,14.08880043,4.243759504,29.15999985,29.15999985,0,0,,170.3621979,729.289978,173.491806,86.95780182,80.33068848,24.68358994,48.69620132,0.370499998,8.871100426,160.550293,8.481650593,2.572553168,3.296977764,1.30400002,0.220146029,0.06677207,0.15337396,0.258278918,1.304209561,0.305882105,0.720724288,0.476048203,,4.178957843,2.189268869,,,,,,,,,654.3920931,3.841181326,679.3230009,3.987521935,5.9,5.37,5.02,4.74,4.49,4.25,4.02,3.75,3.42,5.18,4.96,4.81,4.69,4.57,4.46,4.34,4.21,4.04,Brady Singer,25377,663903
Clay Holmes,NYM,10.37460041,8.491000175,12.78689957,3.567306201,46.29999924,24.29999924,0,0.671899974,,160.5099945,689.2059937,150.7855072,70.75440216,63.62092209,12.73379326,65.60269928,0.868600011,8.621999741,148.8493958,8.346175364,3.678426975,2.268952305,0.71400002,0.215972289,0.095185909,0.120786379,0.245187144,1.348129175,0.304482335,0.733446551,0.57265632,,3.730398668,2.151868136,,,,,,,,,716.8182779,4.4658794,714.7229545,4.452825238,5.5528,4.85904,4.4101,4.07172,3.77431,3.51238,3.24593,2.96222,2.614,4.64502,4.38639,4.20913,4.06913,3.93187,3.81187,3.67462,3.52599,3.32873,Clay Holmes,13649,605280
Michael Wacha,KCR,9.303600311,9.829500198,12.93039989,4.280190344,27.54000092,27.54000092,0,0,,159.2653961,675.4260254,158.9492035,81.22480011,75.74291229,22.01401711,47.17649841,0.371499985,5.597899914,138.6203003,7.833356982,2.665917996,2.938333809,1.244000007,0.205233875,0.069847025,0.13538685,0.255277906,1.294227792,0.296385403,0.712473311,0.385652955,,4.216706763,2.128734289,,,,,,,,,613.4409974,3.851690401,629.0621638,3.949773015,5.94,5.39,5.03,4.74,4.48,4.24,3.99,3.72,3.38,5.2,4.97,4.82,4.69,4.57,4.45,4.33,4.2,4.02,Michael Wacha,14078,608379
Max Scherzer,TOR,7.829299927,7.171700001,10.13469982,3.905083981,27.05999947,21.05999947,0,0.658599973,,124.490303,516.7700195,112.7098007,57.64350128,54.01612091,18.92252541,30.85169983,0.406399995,5.629700184,131.2324982,9.487425564,2.230417082,4.253655354,1.367999953,0.253947584,0.059701025,0.194246559,0.234670979,1.153194241,0.284088855,0.733903006,0.330760604,,3.913301271,2.084066628,,,,,,,,,551.0908943,4.426777676,532.1138811,4.274339994,5.76904,5.05795,4.60698,4.26337,3.96843,3.69879,3.43252,3.14011,2.79108,4.78855,4.55903,4.39048,4.26048,4.14144,4.02192,3.90241,3.76337,3.57433,Max Scherzer,3137,453286
Brandon Pfaadt,ARI,9.742099762,8.857199669,12.13729954,3.995606839,34.91999817,25.92000008,0,0.650200009,,154.4873962,645.0830078,149.4225006,73.63420105,68.58565521,21.26776505,37.82109833,0.678200006,5.954100132,150.4450073,8.764501823,2.203350521,3.977806409,1.239000009,0.23321806,0.058629816,0.174588243,0.248495859,1.212031554,0.298315214,0.721472761,0.386740338,,3.858552588,2.072025314,,,,,,,,,665.2799398,4.306370332,668.1212549,4.324762221,5.78855,5.13417,4.71815,4.40019,4.12155,3.85873,3.60882,3.33242,2.99009,4.87048,4.66106,4.50223,4.38281,4.26339,4.15398,4.04456,3.90572,3.73631,Brandon Pfaadt,27782,694297
Reese Olson,DET,8.607500076,9.049200058,12.37769985,3.865069922,25.92000008,25.92000008,0,0,,143.8968964,610.25,137.8849945,67.31659698,61.79684067,16.22837257,45.96709824,0.31310001,5.548399925,131.7382965,8.239543024,2.875002134,2.865925881,1.015000023,0.215875947,0.075325028,0.140550919,0.246780884,1.277665449,0.296168814,0.72322833,0.454819214,,3.875589895,2.071432273,,,,,,,,,615.6571632,4.278460334,617.4457369,4.290889884,5.6,5.03,4.65,4.35,4.09,3.85,3.6,3.33,2.99,4.85,4.61,4.45,4.31,4.19,4.07,3.94,3.8,3.61,Reese Olson,24968,681857
Grayson Rodriguez,BAL,8.463500023,7.102099895,11.7173996,3.689879263,22.68000031,22.68000031,0,0,,128.6764984,537.2709961,115.5873032,57.23059845,52.75563812,16.15604973,42.10760117,0.269199997,4.621099949,136.8726044,9.573258944,2.945125296,3.250543859,1.130000034,0.254755245,0.078373114,0.176382131,0.235631676,1.22551442,0.294599214,0.74375894,0.429773449,,3.760757226,2.044127383,,,,,,,,,586.5187938,4.558087926,566.912951,4.405722552,5.42,4.82,4.44,4.13,3.87,3.62,3.37,3.1,2.76,4.62,4.39,4.23,4.1,3.97,3.86,3.74,3.6,3.42,Grayson Rodriguez,24492,680570
Jesús Luzardo,PHI,9.96420002,9.173100471,12.34799957,3.947088588,39.91999817,25.92000008,0,0.593999982,,160.2566986,676.0369873,145.8437042,75.62460327,70.28304291,23.30844688,54.84579849,1.134500027,6.037000179,165.0301971,9.268079195,3.080134501,3.008985222,1.309000022,0.244114154,0.081128399,0.162985755,0.237084794,1.252300244,0.287091834,0.744178437,0.388155303,,4.137408373,2.017402074,,,,,,,,,669.8000402,4.179544731,648.0616817,4.043897618,5.7761,5.10039,4.67623,4.34216,4.05857,3.7911,3.52799,3.24838,2.90227,4.86924,4.63099,4.46273,4.33273,4.20448,4.08535,3.96623,3.81797,3.63885,Jesus Luzardo,19959,666200
Taj Bradley,TBR,10.15009975,10.20110035,14.71010017,4.0545299,29.15999985,29.15999985,0,0,,170.4494934,717.3800049,156.6923065,82.47290039,76.78806305,25.2644043,57.1393013,0.357300013,5.767000198,179.1885986,9.461438432,3.01704453,3.13599562,1.334000085,0.249781981,0.079649978,0.170132003,0.239417269,1.254515948,0.29204857,0.736062121,0.396761959,,4.098010638,2.00798724,,,,,,,,,712.8323742,4.18207388,693.468504,4.068469141,5.66,5.13,4.78,4.5,4.25,4.01,3.78,3.52,3.19,4.98,4.75,4.59,4.45,4.33,4.21,4.09,3.95,3.76,Taj Bradley,22543,671737
José Berríos,TOR,10.92549992,11.67870045,15.98429966,4.300140133,32,32,0,0,,191.3919983,818.6140137,193.9620056,98.46710205,91.44582367,27.79437065,53.56269836,0.774399996,10.54049969,165.9134979,7.801901305,2.518727479,3.097556751,1.306999969,0.202676103,0.065430957,0.137245146,0.257069881,1.293286586,0.29630307,0.714518742,0.418963638,,4.325407104,2.006995226,,,,,,,,,709.6462154,3.707815487,735.1505747,3.841072674,5.87,5.37,5.04,4.77,4.54,4.31,4.08,3.83,3.51,5.2,4.99,4.84,4.72,4.61,4.5,4.39,4.26,4.09,Jose Berrios,14168,621244
José Soriano,LAA,8.932499886,8.962900162,12.95460033,3.906770068,25.92000008,25.92000008,0,0,,148.1759949,637.8649902,140.058197,70.45359802,64.32106018,15.44323158,62.33340073,0.565800011,8.964599609,144.3793945,8.769399874,3.786042449,2.316244467,0.938000007,0.22634789,0.097721934,0.128625955,0.247205008,1.365886545,0.306371708,0.729862345,0.520346271,,4.016126326,1.974477137,,,,,,,,,617.2640894,4.165749587,614.9827518,4.150353452,5.69,5.11,4.72,4.42,4.15,3.9,3.65,3.37,3.03,5,4.72,4.54,4.38,4.24,4.11,3.97,3.81,3.61,Jose Soriano,22100,667755
Erick Fedde,STL,9.721199989,10.44260025,13.63220024,4.21230083,29.15999985,29.15999985,0,0,,166.9329071,712.4749756,166.3616943,84.38089752,78.13018036,22.92545128,52.34270096,1.583799958,5.533100128,143.2929993,7.725480948,2.821997872,2.737592762,1.23599993,0.201120045,0.07346602,0.127654025,0.254142842,1.310133509,0.293697593,0.71981345,0.426383809,,4.275142381,1.967569174,,,,,,,,,633.7386518,3.796367432,649.5922642,3.891337397,5.89,5.34,4.98,4.69,4.44,4.2,3.95,3.69,3.34,5.19,4.95,4.78,4.65,4.52,4.4,4.27,4.13,3.93,Erick Fedde,17425,607200
Robbie Ray,SFG,9.491000175,9.709799767,14.27910042,3.90473931,27.54000092,27.54000092,0,0,,160.5641937,676.3439941,143.1356049,74.79840088,69.66236877,22.71091461,51.29190063,0.426800013,7.051599979,173.2124939,9.708966918,2.875031444,3.376995037,1.27300008,0.256101178,0.075837002,0.180264177,0.231610826,1.210902014,0.285314447,0.735580569,0.365287574,,3.937806194,1.941042049,,,,,,,,,708.0726972,4.409904106,678.9735646,4.228673585,5.53,4.98,4.62,4.33,4.08,3.84,3.6,3.33,3,4.86,4.61,4.44,4.29,4.16,4.04,3.9,3.76,3.56,Robbie Ray,11486,592662
Eduardo Rodriguez,ARI,9.610199928,8.88599968,12.07409954,4.01842642,33.91999817,25.92000008,0,0.650200009,,153.3388062,650.927002,151.0101929,73.98899841,68.46452332,18.87771034,48.47409821,0.569400012,4.773900032,141.6692047,8.31506958,2.845117259,2.922575354,1.107999973,0.217642231,0.074469331,0.1431729,0.25266103,1.300938074,0.302271295,0.725173688,0.418464743,,3.960902422,1.915819515,,,,,,,,,636.0800416,4.148200039,647.4790111,4.22253849,5.91705,5.22055,4.78397,4.44569,4.15683,3.88408,3.62409,3.33855,2.98578,4.9873,4.74841,4.57896,4.44007,4.31063,4.19118,4.06173,3.92229,3.72395,Eduardo Rodriguez,13164,593958
Kumar Rocker,TEX,8.358200073,7.682300091,10.84799957,3.862212434,28.68000031,22.68000031,0,0.62650001,,132.4104004,555.6040039,123.8192978,61.54259872,56.82189941,16.56601143,40.99200058,0.492500007,5.210999966,133.7024994,9.087824604,2.786246429,3.261672948,1.12599994,0.240643513,0.073779167,0.166864346,0.243068421,1.244700551,0.298645454,0.729201487,0.439626019,,3.82022111,1.889182675,,,,,,,,,585.4468452,4.421456649,577.9958506,4.365184675,5.85383,5.10683,4.64695,4.28384,3.97934,3.69028,3.41393,3.12076,2.75167,5.02692,4.69828,4.47873,4.29919,4.14009,3.98055,3.82145,3.64191,3.40326,Kumar Rocker,31843,677958
Ryan Pepiot,TBR,9.786100388,10.23320007,13.37119961,4.174089349,29.15999985,29.15999985,0,0,,164.5740051,699.7189941,149.4019012,81.65029907,76.32740021,24.63124275,60.19409943,0.3653,8.593999863,172.7565002,9.447473196,3.291813275,2.869990612,1.346999999,0.246894113,0.086026105,0.160868008,0.236795983,1.27356687,0.28779294,0.73064959,0.366146424,,4.266638051,1.880780341,,,,,,,,,665.5871115,4.044302811,641.8125725,3.899841728,5.82,5.27,4.9,4.61,4.35,4.11,3.86,3.59,3.25,5.15,4.89,4.71,4.57,4.44,4.31,4.17,4.02,3.82,Ryan Pepiot,26221,686752
Bryce Miller,SEA,10.44229984,10.91969967,15.61159992,3.921810101,30.78000069,30.78000069,0,0,,177.6734009,742.4710083,166.2539063,83.18830109,77.42237091,25.60471153,48.00370026,0.530900002,6.953999996,170.6266022,8.643046241,2.431614975,3.554446871,1.297000016,0.229809111,0.064653973,0.165155138,0.241819183,1.205907049,0.286290148,0.734648076,0.373141721,,4.047203317,1.84319137,,,,,,,,,743.965162,4.187262462,731.8858581,4.119276461,5.45,4.94,4.6,4.33,4.09,3.86,3.63,3.38,3.07,4.79,4.57,4.41,4.28,4.17,4.05,3.93,3.8,3.62,Bryce Miller,29837,682243
Jeffrey Springs,OAK,9.390000343,9.152700424,12.6885004,3.840045303,33.91999817,25.92000008,0,0.667900026,,153.9309998,642.9219971,144.1598969,70.87259674,65.6780014,21.46482277,43.51470184,0.497500002,5.047500134,148.6049957,8.688600501,2.544206932,3.415052601,1.255000001,0.231140008,0.067682708,0.1634573,0.242546515,1.219212498,0.289177404,0.741017329,0.39807951,,3.994898425,1.827670204,,,,,,,,,654.4513319,4.251588913,644.8072884,4.188937182,5.65991,4.99104,4.55946,4.234,3.94737,3.68541,3.42762,3.15242,2.81034,4.84362,4.57414,4.38518,4.2357,4.09622,3.95726,3.81778,3.6683,3.45934,Jeffrey Springs,17677,605488
Nestor Cortes,MIL,8.401800156,8.314900398,9.935400009,3.950190327,44.06000137,21.05999947,0,0.602800012,,142.0599976,592.8540039,130.2277985,66.44529724,62.35155869,22.19292831,38.77489853,0.527400017,4.681099892,144.0218048,9.124287383,2.456526065,3.714305137,1.405999988,0.242929632,0.06540379,0.177525842,0.237037261,1.189657186,0.281940465,0.743532723,0.314789133,,4.087445961,1.821770617,,,,,,,,,599.7655021,4.221916883,581.8787341,4.096006927,5.90448,5.15981,4.68667,4.32295,4.01219,3.72114,3.44172,3.13876,2.76905,4.81724,4.59048,4.43372,4.30533,4.18695,4.07695,3.96019,3.82181,3.64505,Nestor Cortes,17874,641482
Sean Manaea,NYM,10.07330036,9.204199791,14.17570019,4.035491598,27.54000092,27.54000092,0,0,,162.3652954,688.5720215,148.8473969,78.31639862,72.80264282,22.67702103,57.84349823,0.356000006,7.565299988,162.2937012,8.996031491,3.206297767,2.805738002,1.25700008,0.235696044,0.084005008,0.151691035,0.2388578,1.272999224,0.287933672,0.733807287,0.391590211,,4.191577323,1.814489613,,,,,,,,,663.9336033,4.089134945,645.3862114,3.974902455,5.64,5.11,4.76,4.48,4.23,4,3.76,3.51,3.18,4.91,4.7,4.55,4.43,4.32,4.21,4.1,3.97,3.8,Sean Manaea,15873,640455
Clarke Schmidt,NYY,9.24450016,8.803099632,11.2045002,4.073556131,31.92000008,25.92000008,0,0.669499993,,146.8829041,625.0200195,138.7998047,71.72769928,66.48175049,20.64520836,49.55400085,0.545400023,8.222100258,140.9338989,8.635484834,3.036337078,2.844046828,1.265000011,0.225487016,0.079283862,0.146203154,0.24469157,1.28233988,0.291261635,0.731425089,0.419885112,,4.25474948,1.801302119,,,,,,,,,583.3354295,3.971431755,577.2443061,3.929962509,5.92843,5.2651,4.83711,4.50505,4.22034,3.96054,3.69401,3.41992,3.05992,5.04487,4.80569,4.6361,4.49691,4.36732,4.24773,4.11855,3.96936,3.78018,Clarke Schmidt,19899,657376
Gavin Williams,CLE,9.121199608,9.786999702,12.81509972,4.107750115,27.54000092,27.54000092,0,0,,155.342804,663.0079956,143.6152039,76.31700134,70.90104675,20.76415443,58.4375,0.547599971,6.895899773,157.7064056,9.13693853,3.385657312,2.698719241,1.202999979,0.237865013,0.088139963,0.149725051,0.240289959,1.300689177,0.293057888,0.726867867,0.399959806,,4.135442562,1.764839996,,,,,,,,,640.1507317,4.1208908,626.1926241,4.031037217,5.81,5.24,4.86,4.57,4.3,4.06,3.81,3.54,3.19,5.1,4.85,4.67,4.52,4.39,4.26,4.13,3.98,3.78,Gavin Williams,30122,668909
Drew Rasmussen,TBR,8.096899986,7.435900211,8.734900475,3.690060301,45.43999863,19.44000053,0,0.685400009,,129.8572998,539.8250122,124.3611984,58.01800156,53.24236298,15.03458977,33.79130173,0.703499973,4.322400093,124.3981018,8.6216402,2.341968576,3.681364595,1.042000012,0.23044153,0.062596769,0.167844761,0.247874018,1.217894569,0.301774941,0.730353923,0.466719955,,3.636184361,1.762117549,,,,,,,,,589.8761467,4.542495089,591.0335302,4.551407823,5.81607,5.01194,4.50787,4.11782,3.78779,3.49376,3.19775,2.88573,2.50772,4.71985,4.45385,4.26786,4.11986,3.98986,3.85386,3.72586,3.56987,3.37187,Drew Rasmussen,25385,656876
