player_type,mlbam_id,name,verdict,luck_score,trend_dir,trend_score,trend_score_final,n_layers,recent_pa,prior_pa,l1_gap_delta,l2_cq_score,babip_delta,l4_pd_score,bs_delta_mph,bs_flag,recent_xwoba_gap,prior_xwoba_gap,hh_delta_pp,brl_delta_pp,ev_delta_mph,recent_babip,prior_babip,layer6_modifier,worst_pitch_vulnerability,worst_pitch_delta,vulnerability_severity,approach_change_flag,barrel_supported,ld_delta_pp,fb_delta_pp,barrel_delta_pp,layer6_notes
pitcher,668964,Tobias Myers,Slight sell,-0.1221,Cold,-0.2021,-0.2021,5,44,45,-0.1674,-0.0764,0.0562,-0.0410,2.3146,False,0.1141,-0.0533,7.3346,4.1342,1.3674,0.3245,0.2683,0.0000,,,n/a,False,True,,,,
pitcher,678022,Jack Perkins,Sell high,-0.2192,Cold,-0.2043,-0.2043,5,35,51,-0.0770,-0.0744,0.0815,-0.0791,0.1471,False,0.0423,-0.0347,-7.4376,-3.1072,6.0457,0.4269,0.3454,0.0000,,,n/a,False,True,,,,
hitter,672640,Otto Lopez,Sell high,-0.2822,Cold,-0.2058,-0.2058,5,81,77,-0.0416,-0.2374,-0.0501,0.0532,0.6382,False,-0.0718,-0.0302,-16.0106,-2.0523,-7.5605,0.4023,0.4523,0.0000,Curveball,-2.0000,none,False,True,-3.8000,0.8000,2.5000,
hitter,542303,Marcell Ozuna,Neutral,0.1715,Cold,-0.1572,-0.2072,5,64,67,-0.0662,-0.0759,0.0123,0.0252,-1.5932,True,0.0102,0.0764,-5.6624,-6.1111,-1.4623,0.2430,0.2307,-0.0500,Cutter,-4.7000,mild,False,False,3.9000,1.4000,-5.1000,Mild Cutter vulnerability (Δ-4.7/100)
hitter,656305,Matt Chapman,Sell high,-0.2424,Cold,-0.1574,-0.2074,5,80,72,0.0217,-0.1212,-0.1627,-0.0476,0.2250,False,0.0019,-0.0197,-14.7656,4.5833,-3.0553,0.2083,0.3711,-0.0500,Sinker,-3.1000,mild,False,False,0.7000,-20.6000,-7.5000,Mild Sinker vulnerability (Δ-3.1/100)
pitcher,670280,David Bednar,Buy low,0.2424,Cold,-0.2122,-0.2122,5,37,36,-0.0271,-0.3828,0.0120,0.0187,3.8869,False,0.0971,0.0700,17.8829,15.9459,12.2770,0.3676,0.3556,0.0000,,,n/a,False,True,,,,
hitter,663616,Trevor Larnach,Slight sell,-0.0902,Cold,-0.2148,-0.2148,5,53,58,-0.0720,-0.1794,-0.0222,-0.0248,0.7349,False,-0.0725,-0.0005,-11.2766,-8.0106,-4.9494,0.3082,0.3304,0.0000,Changeup,-2.4000,none,False,False,3.7000,-11.8000,-2.4000,
hitter,671976,Tristan Peters,Slight sell,-0.0864,Cold,-0.2175,-0.2175,5,55,42,-0.0932,-0.0660,-0.0082,0.0224,-2.6459,True,-0.0604,0.0328,-13.7346,3.6420,-0.4122,0.3271,0.3353,0.0000,,,none,False,True,4.1000,-8.7000,,
hitter,663647,Ke'bryan Hayes,Buy low,0.5318,Cold,-0.1187,-0.2187,5,49,49,-0.0497,-0.1596,0.0034,0.0170,1.6245,False,0.0861,0.1358,-12.2449,-24.8299,-1.1939,0.1700,0.1666,-0.1000,Slider,-5.6000,moderate,False,True,7.5000,1.8000,5.1000,Moderate Slider vulnerability (Δ-5.6/100)
hitter,573262,Mike Yastrzemski,Slight sell,-0.1249,Cold,-0.1793,-0.2293,5,47,57,-0.1025,-0.1192,0.0200,0.0501,-0.4834,False,-0.0587,0.0437,-19.6378,4.5898,-1.7412,0.3048,0.2848,-0.0500,Changeup,-4.7000,mild,False,False,1.4000,-7.9000,-5.6000,Mild Changeup vulnerability (Δ-4.7/100)
pitcher,800048,Parker Messick,Sell high,-0.1656,Cold,-0.2322,-0.2322,5,91,95,-0.0624,-0.1909,0.0529,0.0225,-0.2399,False,0.0199,-0.0425,19.7703,7.9673,3.4064,0.2997,0.2468,0.0000,,,n/a,False,True,,,,
hitter,641487,J. p. Crawford,Buy low,0.3187,Cold,-0.1871,-0.2371,5,80,78,-0.1125,-0.1145,0.0355,-0.0113,0.2817,False,-0.0290,0.0836,-8.9635,0.1055,-3.4985,0.2299,0.1944,-0.0500,Cutter,-4.1000,mild,False,True,1.6000,-10.0000,4.5000,Mild Cutter vulnerability (Δ-4.1/100)
hitter,695578,James Wood,Slight sell,-0.1001,Cold,-0.1409,-0.2409,5,88,90,-0.0263,-0.1738,0.0780,-0.0382,0.4134,False,0.0109,0.0372,-12.6515,-11.4015,-3.8183,0.3968,0.3187,-0.1000,Cutter,-5.9000,moderate,False,True,8.0000,-3.5000,12.4000,Moderate Cutter vulnerability (Δ-5.9/100)
hitter,663886,Tyler Stephenson,Buy low,0.3584,Cold,-0.2455,-0.2455,5,60,52,-0.0441,-0.2548,-0.0148,-0.0122,0.4809,False,0.0412,0.0853,-22.4546,1.9274,-7.4131,0.2777,0.2925,0.0000,Slider,-2.4000,none,False,True,-1.8000,12.3000,3.5000,
hitter,680776,Jarren Duran,Buy low,0.3236,Cold,-0.0964,-0.2464,5,80,68,-0.0686,-0.0680,0.0847,-0.0049,-0.1608,False,0.0034,0.0720,-10.1187,1.2123,-1.0498,0.2700,0.1853,-0.1500,Splitter,-10.6000,severe,False,True,-4.7000,-7.1000,1.7000,Severe Splitter vulnerability (Δ-10.6/100)
pitcher,669330,Tyler Wells,Buy low,0.1872,Cold,-0.2501,-0.2501,5,25,36,-0.1087,0.0047,0.2463,-0.0801,-0.2208,False,0.0575,-0.0512,-0.4898,-13.2653,1.8754,0.4344,0.1882,0.0000,,,n/a,False,True,,,,
hitter,665019,Kody Clemens,Sell high,-0.1675,Cold,-0.2098,-0.2598,5,62,50,-0.1423,-0.0743,0.1174,0.0245,-2.2445,True,-0.0810,0.0613,-10.5552,-10.7033,0.5301,0.3333,0.2159,-0.0500,Sinker,-4.1000,mild,False,True,2.4000,-2.2000,5.5000,Mild Sinker vulnerability (Δ-4.1/100)
hitter,702332,Caleb Durbin,Buy low,0.3823,Cold,-0.1644,-0.2644,5,51,72,-0.0040,-0.1454,0.0416,-0.0693,-0.8723,False,0.0114,0.0154,-9.7222,-1.7361,-4.5778,0.2430,0.2013,-0.1000,Sinker,-5.2000,moderate,False,False,-3.1000,-19.6000,-3.1000,Moderate Sinker vulnerability (Δ-5.2/100)
pitcher,663687,Hogan Harris,Buy low,0.5501,Cold,-0.2698,-0.2698,5,31,41,-0.1451,0.0394,0.3747,0.0092,-0.3637,False,0.0995,-0.0457,4.8089,-15.4054,-0.8613,0.4828,0.1081,0.0000,,,n/a,False,True,,,,
hitter,676356,Jonny Deluca,Sell high,-0.1677,Cold,-0.1726,-0.2726,5,55,44,-0.0258,-0.0888,-0.0290,-0.0407,-1.4577,True,-0.0529,-0.0270,-0.7435,-4.5455,-3.5743,0.3237,0.3527,-0.1000,Slider,-5.5000,moderate,False,True,2.7000,-12.4000,,Moderate Slider vulnerability (Δ-5.5/100)
hitter,671218,Heliot Ramos,Sell high,-0.2080,Cold,-0.2763,-0.2763,5,69,58,-0.0434,-0.2910,-0.0424,-0.0102,0.7308,False,-0.0063,0.0371,-29.3047,-15.9981,-4.8230,0.3254,0.3678,0.0000,Sinker,-2.9000,none,False,True,1.4000,-7.8000,2.7000,
pitcher,695076,Rhett Lowder,Sell high,-0.1922,Cold,-0.2824,-0.2824,5,26,97,-0.0472,-0.1941,-0.0119,-0.1559,-0.2242,False,-0.0015,-0.0487,22.8369,4.7043,3.2897,0.3125,0.3244,0.0000,,,n/a,False,True,,,,
hitter,699912,Jose Fernandez,Sell high,-0.1620,Cold,-0.2843,-0.2843,5,49,66,0.1141,-0.2709,-0.1249,-0.0376,-3.7614,True,0.0560,-0.0580,-14.0944,-5.1282,-9.2543,0.3404,0.4654,0.0000,,,none,False,True,4.7000,-20.0000,,
hitter,663728,Cal Raleigh,Buy low,0.1967,Cold,-0.1489,-0.2989,5,44,86,0.0537,-0.0780,-0.1200,-0.0702,-1.9017,True,0.0806,0.0270,-7.4656,-7.4436,-0.9177,0.0758,0.1958,-0.1500,Splitter,-4.1000,mild,True,False,-5.6000,9.3000,-3.6000,Mild Splitter vulnerability (Δ-4.1/100); Approach shift: LD-5.6pp / FB+9.3pp vs career profile (no barrel support)
hitter,678882,Ceddanne Rafaela,Sell high,-0.1603,Cold,-0.2572,-0.3072,5,68,68,-0.0696,-0.3030,-0.0390,-0.0095,2.5059,False,-0.0836,-0.0140,-24.5098,-3.0637,-8.5618,0.3433,0.3823,-0.0500,Curveball,-3.1000,mild,False,True,7.3000,-7.9000,0.1000,Mild Curveball vulnerability (Δ-3.1/100)
hitter,681082,Bryson Stott,Buy low,0.2601,Cold,-0.2292,-0.3292,5,76,52,-0.0769,-0.0593,-0.0425,0.0091,-3.0832,True,-0.0525,0.0244,-11.9634,7.4561,-1.0919,0.2500,0.2925,-0.1000,Splitter,-7.1000,moderate,False,True,-1.0000,-1.9000,2.3000,Moderate Splitter vulnerability (Δ-7.1/100)
hitter,672761,Wenceel Pérez,Buy low,0.2316,Cold,-0.3400,-0.3400,5,63,45,-0.1551,-0.2275,0.2167,-0.0589,-2.0060,True,-0.0128,0.1422,-19.1159,-10.4421,-5.0286,0.2849,0.0682,0.0000,4-Seam,-3.0000,none,False,True,-3.7000,-6.1000,0.6000,
hitter,666126,Carlos Cortes,Sell high,-0.2234,Cold,-0.2806,-0.3806,5,50,59,-0.0418,-0.2647,0.0572,-0.0762,-0.3954,False,-0.0397,0.0022,-29.0903,-17.7966,-3.2919,0.3877,0.3305,-0.1000,Slider,-6.3000,moderate,False,True,7.4000,-16.1000,,Moderate Slider vulnerability (Δ-6.3/100)
hitter,668930,Brice Turang,Slight sell,-0.1135,Cold,-0.3447,-0.4447,5,78,73,-0.1214,-0.1960,0.0974,0.0290,-3.9973,True,-0.0568,0.0646,-19.4649,-9.2115,-3.5533,0.4285,0.3310,-0.1000,Cutter,-5.7000,moderate,False,True,3.7000,0.1000,5.0000,Moderate Cutter vulnerability (Δ-5.7/100)
hitter,690993,Colt Keith,Sell high,-0.2148,Cold,-0.4862,-0.5862,5,54,52,-0.0749,-0.4359,0.0120,-0.0251,-1.8288,True,-0.0323,0.0426,-33.4380,-6.7308,-12.4237,0.3469,0.3349,-0.1000,Slider,-5.2000,moderate,False,False,1.0000,-6.1000,-2.0000,Moderate Slider vulnerability (Δ-5.2/100)
hitter,608701,Rob Refsnyder,Buy low,0.1981,Cold,-0.5621,-0.6121,5,31,27,-0.0737,-0.3544,-0.0704,-0.1480,-3.4265,True,0.0488,0.1224,-33.0959,-9.0456,-8.0869,0.0769,0.1473,-0.0500,4-Seam,-4.9000,mild,False,True,,,,Mild 4-Seam vulnerability (Δ-4.9/100)
