name,mlbam_id,april_pa,actual_hr,actual_r,actual_rbi,actual_avg,actual_ros_woba,naive_hr,naive_r,naive_rbi,naive_avg,naive_woba,rtm_hr,rtm_r,rtm_rbi,rtm_avg,rtm_woba,model_hr,model_r,model_rbi,model_avg,model_woba,signal_hr,signal_avg,signal_woba,steamer_hr,steamer_r,steamer_rbi,steamer_avg,steamer_woba,zips_hr,zips_r,zips_rbi,zips_avg,zips_woba
Wilmer Flores,527038,117.0,16.0,44.0,71.0,0.241,0.3227969348659004,33.6,68.39999999999999,70.8,0.229,0.30598290598290595,25.2,66.0,63.599999999999994,0.239,0.311991452991453,13.2,58.8,52.8,0.24,0.30412,13.2,0.24,0.30412,9.706999778747559,31.587799072265625,33.292301177978516,0.24361571143176533,0.3190469481167111,12.0,41.0,47.0,0.2342857142857143,0.3045066187576372
Dillon Dingler,693307,82.0,13.0,54.0,57.0,0.278,0.33456221198156677,20.4,67.2,68.39999999999999,0.275,0.32682926829268294,19.2,64.8,62.4,0.26,0.32241463414634147,12.0,49.199999999999996,45.6,0.198,0.25333,12.0,0.198,0.25333,6.362100124359131,22.51490020751953,23.023500442504883,0.2269648365245326,0.29393514620097855,12.0,45.0,53.0,0.226890756302521,0.2985946096555151
Brett Baty,683146,58.0,18.0,53.0,50.0,0.254,0.32807017543859657,9.6,48.0,43.199999999999996,0.204,0.2681034482758621,14.399999999999999,56.4,51.6,0.232,0.293051724137931,12.0,52.8,48.0,0.214,0.26872,12.0,0.214,0.26872,5.911099910736084,19.727100372314453,20.44070053100586,0.23880717035803053,0.3111459290003579,17.0,59.0,62.0,0.24423963133640553,0.31653387962040563
Gavin Lux,666158,114.0,5.0,49.0,53.0,0.269,0.30499999999999994,4.8,69.6,55.199999999999996,0.327,0.37894736842105264,10.799999999999999,66.0,56.4,0.287,0.3484736842105263,12.0,63.599999999999994,54.0,0.265,0.32982,12.0,0.265,0.3034344,10.751199722290039,48.59349822998047,47.168399810791016,0.2579615396704048,0.3241092374471634,10.0,63.0,45.0,0.26034063260340634,0.3235499217752247
Victor Scott II,687363,108.0,5.0,54.0,37.0,0.216,0.27356321839080455,9.6,61.199999999999996,52.8,0.271,0.3412037037037038,14.399999999999999,62.4,56.4,0.259,0.32960185185185187,8.4,48.0,40.8,0.197,0.24997,8.4,0.197,0.22997240000000002,6.567299842834473,38.23820114135742,35.20539855957031,0.23870387026689868,0.2852356612055842,9.0,61.0,50.0,0.22821576763485477,0.27708317929843684
Carson Kelly,608348,63.0,17.0,48.0,50.0,0.249,0.32902439024390245,62.4,114.0,111.6,0.362,0.5484126984126984,34.8,82.8,79.2,0.292,0.43320634920634915,19.2,66.0,56.4,0.243,0.35238,19.2,0.243,0.35238,7.907100200653076,29.27039909362793,29.407800674438477,0.23519456435615418,0.30529998095199323,8.0,32.0,34.0,0.22021660649819494,0.28655152061046696
Ryan Jeffers,680777,89.0,9.0,47.0,47.0,0.266,0.3339055793991416,6.0,57.599999999999994,46.8,0.256,0.32865168539325845,12.0,60.0,52.8,0.252,0.32332584269662923,14.399999999999999,61.199999999999996,54.0,0.243,0.33276,14.399999999999999,0.243,0.33276,15.925299644470215,44.367000579833984,47.11669921875,0.23585215055452488,0.3239654794768301,16.0,47.0,55.0,0.23545706371191136,0.3227490595742768
Ke'Bryan Hayes,663647,116.0,5.0,50.0,49.0,0.235,0.2644128113879004,4.8,52.8,45.6,0.245,0.2836206896551724,10.799999999999999,57.599999999999994,50.4,0.247,0.3008103448275862,10.799999999999999,58.8,52.8,0.25,0.30071,10.799999999999999,0.25,0.30071,10.353400230407715,51.49919891357422,50.51100158691406,0.2587484982187741,0.30897514002872106,8.0,51.0,44.0,0.25118483412322273,0.29455178651414926
Brandon Marsh,669016,51.0,11.0,59.0,43.0,0.28,0.35315315315315315,10.799999999999999,43.199999999999996,33.6,0.15,0.19215686274509805,15.6,52.8,45.6,0.196,0.25507843137254904,13.2,62.4,54.0,0.25,0.30332,13.2,0.25,0.30332,13.066200256347656,55.16630172729492,51.07899856567383,0.24576924364100455,0.3204618571691201,13.0,58.0,59.0,0.2494061757719715,0.3243341759500524
Ty France,664034,123.0,7.0,50.0,52.0,0.257,0.29754716981132073,13.2,62.4,56.4,0.269,0.34471544715447155,15.6,62.4,57.599999999999994,0.258,0.3313577235772358,20.4,68.39999999999999,63.599999999999994,0.263,0.34592,20.4,0.263,0.34592,11.112799644470215,48.27090072631836,47.98640060424805,0.258605876110527,0.3217218610301974,13.0,61.0,63.0,0.26156941649899396,0.3255161414596911
Nolan Arenado,571448,122.0,12.0,48.0,52.0,0.237,0.28608058608058606,13.2,60.0,51.6,0.245,0.3307377049180328,15.6,61.199999999999996,55.199999999999996,0.247,0.32436885245901637,13.2,64.8,56.4,0.268,0.31463,13.2,0.268,0.31463,20.573400497436523,67.34429931640625,77.66819763183594,0.2585570832298524,0.32122507579967763,18.0,60.0,77.0,0.26325757575757575,0.3204184139476103
Tyler Freeman,671289,16.0,2.0,50.0,31.0,0.281,0.36705069124423967,0.0,36.0,22.8,0.15,0.23124999999999998,15.6,57.599999999999994,51.6,0.226,0.274625,9.6,55.199999999999996,45.6,0.224,0.28699,9.6,0.224,0.28699,5.772600173950195,29.74679946899414,27.19930076599121,0.27515621665665,0.3339609914176378,7.0,53.0,50.0,0.26256983240223464,0.32377474240647486
Luis Rengifo,650859,108.0,9.0,55.0,43.0,0.238,0.2892857142857143,4.8,50.4,44.4,0.235,0.26898148148148143,10.799999999999999,56.4,50.4,0.242,0.2934907407407407,10.799999999999999,62.4,55.199999999999996,0.264,0.30675,11.34,0.264,0.33129000000000003,14.171500205993652,53.958499908447266,54.29629898071289,0.2643804179777046,0.3205553726994315,11.0,51.0,49.0,0.2575,0.309535830870442
Jake Mangum,663968,74.0,3.0,37.0,40.0,0.296,0.2997435897435898,0.0,67.2,56.4,0.338,0.34594594594594597,9.6,63.599999999999994,56.4,0.286,0.331972972972973,10.799999999999999,58.8,52.8,0.248,0.31577,10.799999999999999,0.248,0.31577,1.708899974822998,13.90530014038086,13.053099632263184,0.25934480421912787,0.2901966220976111,5.0,51.0,50.0,0.271356783919598,0.305610820125131
Carlos Santana,467793,121.0,11.0,49.0,54.0,0.219,0.3137931034482759,8.4,51.6,43.199999999999996,0.221,0.2752066115702479,13.2,57.599999999999994,50.4,0.235,0.29660330578512395,13.2,56.4,50.4,0.224,0.29526,13.2,0.224,0.29526,17.882600784301758,56.52690124511719,61.1265983581543,0.2372889266082124,0.3195795328726756,16.0,53.0,56.0,0.21867881548974943,0.304771094568192
Andrew Vaughn,683734,118.0,14.0,35.0,65.0,0.254,nan,13.2,42.0,39.6,0.162,0.2173728813559322,15.6,52.8,49.199999999999996,0.205,0.2676864406779661,20.4,66.0,63.599999999999994,0.256,0.31331,21.419999999999998,0.256,0.3383748,22.67530059814453,68.28109741210938,78.27890014648438,0.2557801404770723,0.32548461250974897,21.0,59.0,75.0,0.25735294117647056,0.32411863995556855
Cam Smith,701358,85.0,9.0,55.0,51.0,0.236,0.3231958762886598,19.2,57.599999999999994,52.8,0.213,0.3135294117647059,19.2,61.199999999999996,56.4,0.232,0.31576470588235295,12.0,60.0,52.8,0.249,0.3182,12.0,0.249,0.3182,11.48289966583252,38.125301361083984,41.69179916381836,0.21080707386283157,0.2676176686169696,4.0,20.0,24.0,0.2421875,0.30439855305241864
Chase Meidroth,805367,31.0,5.0,54.0,23.0,0.253,0.30125786163522017,0.0,58.8,42.0,0.28,0.34516129032258064,13.2,61.199999999999996,54.0,0.256,0.3315806451612903,10.799999999999999,60.0,51.6,0.251,0.32402,10.799999999999999,0.251,0.32402,4.411799907684326,32.50740051269531,26.118900299072266,0.24311152760874594,0.3188509750171968,7.0,71.0,48.0,0.24890829694323144,0.3211827723258132
Mark Vientos,668901,118.0,17.0,44.0,61.0,0.233,0.2841040462427746,18.0,57.599999999999994,51.6,0.214,0.3182203389830509,18.0,60.0,54.0,0.231,0.3181101694915255,13.2,60.0,52.8,0.241,0.30929,13.2,0.241,0.30929,30.492900848388672,74.95369720458984,86.37010192871094,0.24994181991452796,0.3373811239859011,26.0,65.0,85.0,0.24803149606299213,0.33048848863591485
Austin Riley,663586,133.0,16.0,54.0,54.0,0.26,0.3192556634304207,25.2,73.2,72.0,0.282,0.34849624060150375,21.599999999999998,68.39999999999999,64.8,0.265,0.3332481203007519,24.0,72.0,69.6,0.272,0.35142,24.0,0.272,0.35142,29.787399291992188,88.42289733886719,88.92050170898438,0.2681429869265253,0.35393339461015244,29.0,84.0,88.0,0.2727272727272727,0.35875319505410014
Tommy Pham,502054,106.0,10.0,44.0,52.0,0.245,0.40058823529411763,0.0,37.199999999999996,27.599999999999998,0.174,0.22924528301886793,8.4,49.199999999999996,42.0,0.211,0.27362264150943394,9.6,55.199999999999996,48.0,0.233,0.27292,10.08,0.233,0.2947536,9.20989990234375,47.944801330566406,37.114498138427734,0.2494454938894936,0.3076154043550095,10.0,54.0,42.0,0.24330900243309003,0.3039679227963738
Willi Castro,650489,72.0,11.0,58.0,33.0,0.226,0.3380514705882353,7.199999999999999,50.4,45.6,0.227,0.29027777777777775,13.2,57.599999999999994,52.8,0.239,0.30413888888888885,13.2,60.0,54.0,0.245,0.30216,13.2,0.245,0.30216,11.842399597167969,58.06629943847656,54.54240036010742,0.24522625629539477,0.30779473658179307,12.0,76.0,56.0,0.24539877300613497,0.3122703576087952
Kody Clemens,665019,12.0,19.0,46.0,52.0,0.213,0.34267015706806275,0.0,33.6,24.0,0.15,0.1625,15.6,57.599999999999994,52.8,0.231,0.24025000000000002,8.4,49.199999999999996,40.8,0.199,0.26423,8.4,0.199,0.26423,2.7144999504089355,8.163200378417969,8.775799751281738,0.22784801640416763,0.3003429921401827,16.0,53.0,60.0,0.22894736842105262,0.30162565250998563
Matt Wallner,670242,67.0,22.0,47.0,40.0,0.202,0.3149717514124294,8.4,62.4,50.4,0.273,0.3962686567164179,14.399999999999999,62.4,55.199999999999996,0.258,0.35713432835820896,16.8,64.8,57.599999999999994,0.253,0.35704,16.8,0.253,0.35704,19.608600616455078,61.428001403808594,52.530399322509766,0.23261614240641362,0.33438985161322055,24.0,68.0,84.0,0.23975409836065573,0.34444798986826625
Adam Frazier,624428,96.0,7.0,43.0,44.0,0.267,0.3018134715025907,4.8,54.0,45.6,0.247,0.2869791666666667,12.0,58.8,52.8,0.248,0.3024895833333333,8.4,54.0,45.6,0.228,0.27637,8.4,0.228,0.27637,2.5467000007629395,17.386999130249023,16.195600509643555,0.2458402122675325,0.2920069818595554,5.0,48.0,35.0,0.24266666666666667,0.28756235597781765
Noelvi Marte,682622,59.0,14.0,45.0,51.0,0.263,nan,27.599999999999998,81.6,78.0,0.315,0.4101694915254237,21.599999999999998,69.6,66.0,0.273,0.3640847457627119,12.0,60.0,52.8,0.248,0.30076,12.0,0.248,0.30076,4.120699882507324,16.306499481201172,16.263700485229492,0.2416600592392095,0.2970140069958782,10.0,52.0,46.0,0.24449877750611246,0.29050031358300293
Romy Gonzalez,663853,44.0,9.0,47.0,53.0,0.305,nan,0.0,57.599999999999994,45.6,0.282,0.3488636363636364,12.0,61.199999999999996,54.0,0.258,0.3334318181818182,14.399999999999999,61.199999999999996,55.199999999999996,0.245,0.29846,14.399999999999999,0.245,0.29846,3.9144999980926514,14.652600288391113,14.790599822998047,0.25278998670730624,0.3124895840887825,9.0,36.0,40.0,0.25842696629213485,0.3176873883025514
Isiah Kiner-Falefa,643396,110.0,2.0,45.0,40.0,0.262,0.29295154185022027,0.0,56.4,46.8,0.283,0.30590909090909096,8.4,58.8,51.6,0.265,0.3119545454545455,7.199999999999999,57.599999999999994,49.199999999999996,0.252,0.28319,7.199999999999999,0.252,0.2605348,6.370699882507324,47.318599700927734,42.61389923095703,0.26474154790700494,0.29723899675999527,5.0,50.0,41.0,0.26244343891402716,0.28786033039857567
Michael Conforto,624424,102.0,12.0,54.0,36.0,0.199,0.30862068965517236,10.799999999999999,44.4,32.4,0.15,0.26127450980392153,14.399999999999999,52.8,44.4,0.196,0.2896372549019608,12.0,60.0,49.199999999999996,0.239,0.31343,12.600000000000001,0.239,0.3385044,15.857099533081055,48.174800872802734,52.054100036621094,0.24324616276491826,0.32567076160139835,18.0,53.0,66.0,0.23393316195372751,0.3235085358673876
Jordan Westburg,676059,98.0,17.0,59.0,41.0,0.265,nan,22.8,60.0,58.8,0.22,0.2948979591836735,20.4,61.199999999999996,58.8,0.234,0.30644897959183676,18.0,66.0,61.199999999999996,0.262,0.32569,18.900000000000002,0.262,0.3517452,18.899599075317383,64.02310180664062,69.25990295410156,0.26533827157676837,0.3369321571448842,17.0,70.0,70.0,0.25738396624472576,0.32863442530998815
Jake Meyers,676694,89.0,3.0,53.0,24.0,0.292,0.37927350427350426,0.0,50.4,40.8,0.25,0.2853932584269663,9.6,57.599999999999994,50.4,0.249,0.30169662921348317,10.799999999999999,54.0,46.8,0.221,0.27871,10.799999999999999,0.221,0.27871,10.121899604797363,41.370201110839844,39.93579864501953,0.23927076991466867,0.3033722102491951,13.0,51.0,55.0,0.24129353233830847,0.3069831957151224
Tommy Edman,669242,112.0,13.0,49.0,49.0,0.225,0.28700980392156866,34.8,74.39999999999999,78.0,0.26,0.3625,26.4,68.39999999999999,68.39999999999999,0.254,0.34025,16.8,66.0,61.199999999999996,0.264,0.34246,16.8,0.264,0.34246,12.192700386047363,55.037899017333984,52.36520004272461,0.2515695141087638,0.3081130186595725,13.0,66.0,54.0,0.2570093457943925,0.3141717019255069
Miguel Andujar,609280,85.0,10.0,36.0,44.0,0.318,nan,13.2,72.0,66.0,0.321,0.35882352941176476,15.6,67.2,61.199999999999996,0.281,0.3384117647058824,12.0,62.4,56.4,0.263,0.30065,12.0,0.263,0.28862399999999994,9.538599967956543,42.584800720214844,41.39390182495117,0.27481227800870806,0.32081307791950275,10.0,45.0,45.0,0.2696335078534031,0.3128237947821617
Victor Caratini,605170,42.0,12.0,35.0,46.0,0.259,0.30895833333333333,13.2,61.199999999999996,51.6,0.25,0.35714285714285715,16.8,62.4,56.4,0.249,0.3375714285714286,15.6,61.199999999999996,55.199999999999996,0.242,0.31519,15.6,0.242,0.31519,6.734799861907959,25.167999267578125,25.313899993896484,0.25014629143690204,0.3167112192765607,7.0,27.0,31.0,0.233201581027668,0.290947481360234
Bo Naylor,666310,79.0,14.0,46.0,47.0,0.195,0.29747474747474745,27.599999999999998,60.0,57.599999999999994,0.194,0.3063291139240506,22.8,62.4,58.8,0.224,0.3121645569620253,15.6,57.599999999999994,50.4,0.217,0.30141,15.6,0.217,0.30141,14.771499633789062,44.645301818847656,46.435699462890625,0.22132861527045958,0.30948727698115397,16.0,55.0,57.0,0.21717171717171718,0.3070918098589891
Liam Hicks,689414,70.0,6.0,37.0,45.0,0.247,0.328125,7.199999999999999,57.599999999999994,48.0,0.254,0.3221428571428572,13.2,60.0,54.0,0.251,0.32007142857142856,8.4,57.599999999999994,49.199999999999996,0.247,0.3114,8.4,0.247,0.3114,2.2583999633789062,17.75909996032715,14.894499778747559,0.23346801334323888,0.29730668957303336,4.0,43.0,40.0,0.24731182795698925,0.30622313844746557
Daniel Schneemann,682177,56.0,12.0,48.0,41.0,0.206,0.3078828828828829,19.2,62.4,57.599999999999994,0.24,0.32946428571428577,18.0,62.4,57.599999999999994,0.245,0.3237321428571429,19.2,60.0,55.199999999999996,0.221,0.29759,19.2,0.221,0.29759,4.86359977722168,22.841899871826172,21.291000366210938,0.22075852648580718,0.29016668084391456,10.0,48.0,46.0,0.2282051282051282,0.3003426428545605
Gabriel Arias,672356,99.0,11.0,44.0,54.0,0.22,0.2873134328358209,21.599999999999998,67.2,64.8,0.264,0.3333333333333333,20.4,66.0,62.4,0.256,0.32566666666666666,14.399999999999999,55.199999999999996,50.4,0.216,0.28694,14.399999999999999,0.216,0.26398479999999996,8.04740047454834,31.488000869750977,32.543399810791016,0.24112463916037308,0.2997003246132053,11.0,43.0,45.0,0.25,0.30771448445508853
Jake Burger,669394,106.0,16.0,43.0,53.0,0.236,0.32182320441988954,15.6,46.8,46.8,0.186,0.2400943396226415,16.8,55.199999999999996,52.8,0.217,0.27904716981132077,18.0,62.4,58.8,0.245,0.3118,18.900000000000002,0.245,0.33674400000000004,26.22439956665039,65.67939758300781,74.1875,0.24642473996800238,0.32781688501708806,30.0,67.0,90.0,0.24224806201550386,0.3282685914209911
Jared Triolo,669707,43.0,7.0,41.0,24.0,0.227,nan,0.0,34.8,30.0,0.175,0.19534883720930232,12.0,54.0,49.199999999999996,0.226,0.2566744186046512,12.0,57.599999999999994,51.6,0.237,0.28425,12.0,0.237,0.28425,4.5269999504089355,26.629600524902344,24.530099868774414,0.24459839615087967,0.3055768964936982,7.0,51.0,46.0,0.25,0.3044652486264836
Javier Sanoja,691594,57.0,6.0,40.0,38.0,0.243,0.28375,9.6,67.2,61.199999999999996,0.308,0.31842105263157894,14.399999999999999,63.599999999999994,58.8,0.27,0.3182105263157895,7.199999999999999,50.4,43.199999999999996,0.215,0.24349,7.199999999999999,0.215,0.24349,2.746999979019165,23.681800842285156,21.658199310302734,0.262722878237286,0.29930783320164456,5.0,57.0,58.0,0.26750448833034113,0.2987146839722619
Gabriel Moreno,672515,84.0,9.0,44.0,40.0,0.285,nan,0.0,49.199999999999996,36.0,0.23,0.2738095238095238,9.6,56.4,48.0,0.24,0.2959047619047619,8.4,63.599999999999994,52.8,0.276,0.32303,8.82,0.276,0.3488724,9.603500366210938,48.99800109863281,48.266700744628906,0.2833473986908037,0.34167324312964387,8.0,42.0,45.0,0.2857142857142857,0.34135252896023566
