mlbam_id,xwoba_gap,babip_allowed,pa,year
670102,0.0077,0.2625,107.0,2025
670167,0.0057,0.2258,45.0,2025
670174,-0.0815,0.2973,50.0,2025
670280,0.0259,0.3571,23.0,2025
670766,0.0333,0.5,13.0,2025
670810,-0.047,0.2727,31.0,2025
670955,-0.1321,0.2424,47.0,2025
670970,0.0209,0.2857,44.0,2025
671096,0.0306,0.1818,61.0,2025
671106,0.0063,0.3012,113.0,2025
671109,-0.0825,0.2,6.0,2025
671131,-0.0184,0.2609,45.0,2025
671162,0.0959,0.4615,17.0,2025
671212,-0.1728,0.0,18.0,2025
671737,0.024,0.2644,124.0,2025
671922,0.0125,0.2903,56.0,2025
672282,0.0359,0.359,53.0,2025
672335,0.1248,0.4444,56.0,2025
672391,-0.0461,0.0,9.0,2025
672456,0.0548,0.3023,62.0,2025
672578,-0.0903,0.2857,47.0,2025
672582,0.0427,0.3182,35.0,2025
672782,-0.0499,0.2308,59.0,2025
672841,0.0673,0.3103,39.0,2025
673513,0.0825,0.2917,41.0,2025
673540,0.015,0.2632,110.0,2025
673929,0.1209,0.2917,43.0,2025
674285,0.137,0.4286,48.0,2025
674370,0.0394,0.2784,118.0,2025
674444,-0.1044,0.0,23.0,2025
674944,-0.0098,0.4,9.0,2025
675540,0.1735,0.4444,11.0,2025
675848,-0.0511,0.25,7.0,2025
675911,0.0092,0.2857,21.0,2025
675989,0.0128,0.4444,10.0,2025
676092,0.0031,0.2222,42.0,2025
676106,0.0255,0.3269,71.0,2025
676130,-0.0028,0.3256,64.0,2025
676254,-0.016,0.4074,40.0,2025
676263,-0.0004,0.2258,57.0,2025
676272,0.2176,0.6,18.0,2025
676282,0.0364,0.2424,59.0,2025
676395,-0.0883,0.2963,39.0,2025
676428,-0.0117,0.2059,45.0,2025
676440,0.0365,0.225,115.0,2025
676477,-0.0253,0.3243,59.0,2025
676508,-0.0142,0.2885,74.0,2025
676534,-0.0536,0.24,37.0,2025
676617,-0.0399,0.5,5.0,2025
676664,0.0396,0.2683,113.0,2025
676680,0.0054,0.2,8.0,2025
676684,-0.0085,0.2333,46.0,2025
676702,-0.0436,0.25,5.0,2025
676961,0.0118,0.25,29.0,2025
676962,0.02,0.4,87.0,2025
676974,-0.0251,0.3235,119.0,2025
676979,-0.0597,0.2283,154.0,2025
677020,0.1266,0.6364,20.0,2025
677161,0.0445,0.4167,38.0,2025
677955,0.1324,0.5,13.0,2025
677958,0.024,0.3667,77.0,2025
678020,0.045,0.3143,51.0,2025
678024,-0.1063,0.1579,59.0,2025
678215,0.0768,0.5385,41.0,2025
678226,-0.0428,0.1667,43.0,2025
678316,0.0386,0.4,18.0,2025
678368,-0.0467,0.3846,16.0,2025
678394,-0.0247,0.2424,47.0,2025
678495,-0.0023,0.25,40.0,2025
678606,0.0797,0.3953,60.0,2025
678692,0.016,0.2667,55.0,2025
678821,0.0141,0.2963,37.0,2025
679358,-0.0888,0.32,31.0,2025
679885,-0.023,0.1176,34.0,2025
680573,-0.0055,0.3425,107.0,2025
680689,-0.2661,0.0909,14.0,2025
680704,0.0726,0.3571,23.0,2025
680729,0.0483,0.28,38.0,2025
680730,-0.0501,0.1875,124.0,2025
680732,0.0152,0.2603,103.0,2025
680736,0.0247,0.3158,26.0,2025
680742,-0.0815,0.0,6.0,2025
680767,-0.043,0.2667,28.0,2025
680880,-0.0844,0.1765,21.0,2025
680885,-0.0047,0.2708,128.0,2025
680951,0.0226,0.4545,20.0,2025
681190,-0.0616,0.2533,99.0,2025
681293,0.0177,0.1818,18.0,2025
681343,-0.0403,0.2444,132.0,2025
681432,0.0057,0.0,5.0,2025
681517,-0.1059,0.0513,60.0,2025
681676,0.1097,0.4444,36.0,2025
681799,-0.0011,0.2308,35.0,2025
681857,-0.024,0.3026,115.0,2025
681867,0.2209,0.3333,21.0,2025
681882,0.0674,0.4,9.0,2025
681892,-0.033,0.2,17.0,2025
681895,0.1021,0.5,11.0,2025
681911,0.058,0.3,40.0,2025
681982,-0.0192,0.275,61.0,2025
682052,0.0771,0.4783,39.0,2025
682120,0.059,0.2609,41.0,2025
682171,0.038,0.4118,49.0,2025
682243,0.0097,0.3115,105.0,2025
682254,0.0438,0.25,38.0,2025
682610,-0.1504,0.1667,11.0,2025
682842,0.0225,0.3429,56.0,2025
682847,-0.0086,0.2353,114.0,2025
682989,0.1136,0.25,13.0,2025
682990,0.0119,0.3,85.0,2025
683004,-0.0758,0.1579,32.0,2025
683155,0.1149,0.4167,18.0,2025
683232,-0.0614,0.1481,39.0,2025
683409,-0.0243,0.2292,66.0,2025
683766,0.0085,0.25,4.0,2025
683769,0.024,0.3529,35.0,2025
684007,-0.0098,0.2442,115.0,2025
684320,0.0164,0.2,44.0,2025
684974,0.0323,0.3636,18.0,2025
685107,0.0103,0.2927,54.0,2025
685126,0.1107,0.4,53.0,2025
685801,-0.0391,0.1562,45.0,2025
686249,0.1403,0.6667,7.0,2025
686563,0.0368,0.2381,122.0,2025
686580,-0.1689,0.1053,28.0,2025
686613,-0.0317,0.2703,111.0,2025
686642,-0.0902,0.1429,18.0,2025
686701,-0.0628,0.3333,4.0,2025
686730,-0.043,0.2439,59.0,2025
686752,0.0254,0.253,120.0,2025
686753,0.0225,0.4,13.0,2025
686799,0.0009,0.2889,117.0,2025
686826,-0.0594,0.1667,19.0,2025
686973,0.0185,0.2667,48.0,2025
686993,0.0136,0.2143,51.0,2025
687064,0.0691,0.4,42.0,2025
687134,0.0493,0.375,28.0,2025
687287,0.1511,0.6,20.0,2025
687330,-0.3424,0.0,10.0,2025
687362,0.0448,0.3194,99.0,2025
687377,-0.0263,0.1176,22.0,2025
687396,-0.0622,0.1429,16.0,2025
687473,-0.0085,0.2985,102.0,2025
687606,0.0169,0.3125,29.0,2025
687765,0.0465,0.3137,73.0,2025
687847,-0.0668,0.375,14.0,2025
687849,0.084,0.375,14.0,2025
687863,0.024,0.2857,45.0,2025
687911,-0.0447,0.2222,55.0,2025
687922,0.0015,0.2553,75.0,2025
688138,0.0022,0.0714,19.0,2025
688297,-0.0543,0.375,23.0,2025
688642,-0.0334,0.2727,21.0,2025
689017,-0.0265,0.2917,34.0,2025
689147,0.0013,0.2903,44.0,2025
689225,0.0375,0.2273,28.0,2025
689254,-0.0387,0.1739,39.0,2025
689690,-0.034,0.1875,47.0,2025
690382,-0.0497,0.3043,31.0,2025
690544,-0.0294,0.3333,5.0,2025
690829,0.1346,0.3077,14.0,2025
690916,-0.048,0.2581,45.0,2025
690928,0.0944,0.303,46.0,2025
691094,0.0417,0.2222,13.0,2025
691594,0.1439,0.381,23.0,2025
692285,-0.2879,0.1,13.0,2025
693312,0.0906,0.3478,37.0,2025
693433,-0.0213,0.2603,104.0,2025
693821,0.027,0.2418,117.0,2025
694037,-0.154,0.0909,33.0,2025
694297,-0.0222,0.2791,117.0,2025
694335,-0.1835,0.1,13.0,2025
694363,0.0813,0.3529,23.0,2025
694477,-0.0025,0.2794,98.0,2025
694738,0.0654,0.3605,134.0,2025
694973,0.006,0.2529,122.0,2025
695243,0.0182,0.2667,36.0,2025
695418,0.0113,0.3529,71.0,2025
695445,-0.0489,0.2222,15.0,2025
695534,0.1798,0.4545,16.0,2025
695549,-0.0064,0.2414,82.0,2025
696136,0.1118,0.6,11.0,2025
696270,0.0556,0.4062,45.0,2025
700187,0.1079,0.4444,9.0,2025
700249,0.0108,0.2989,113.0,2025
700270,-0.0725,0.3636,15.0,2025
700363,-0.0106,0.3415,64.0,2025
700669,-0.005,0.3214,36.0,2025
701121,0.0723,0.3478,26.0,2025
701542,-0.005,0.2836,105.0,2025
701581,-0.0698,0.3529,56.0,2025
701656,-0.0403,0.1818,21.0,2025
702070,-0.1329,0.0588,25.0,2025
702352,-0.0487,0.1935,46.0,2025
702674,-0.0016,0.2727,14.0,2025
801403,0.0247,0.2597,111.0,2025
802419,0.062,0.2963,38.0,2025
805123,0.107,0.25,19.0,2025
806185,-0.0078,0.2564,64.0,2025
806188,-0.0836,0.1667,8.0,2025
808963,-0.0801,0.1864,83.0,2025
808967,-0.0026,0.2778,91.0,2025
820862,0.1157,0.4,9.0,2025
