id,name,bbe,gb_rate,air_rate,fb_rate,ld_rate,pu_rate,pull_rate,straight_rate,oppo_rate,pull_gb_rate,straight_gb_rate,oppo_gb_rate,pull_air_rate,straight_air_rate,oppo_air_rate,season
669224,"Wells, Austin",79,0.4177215189873418,0.5822784810126582,0.34177215189873417,0.16455696202531644,0.0759493670886076,0.45569620253164556,0.27848101265822783,0.26582278481012656,0.2911392405063291,0.0759493670886076,0.05063291139240506,0.16455696202531644,0.20253164556962022,0.2151898734177215,2026
665862,"Chisholm Jr., Jazz",117,0.4017094017094017,0.5982905982905983,0.2905982905982906,0.20512820512820512,0.10256410256410256,0.5042735042735043,0.2905982905982906,0.20512820512820512,0.28205128205128205,0.08547008547008547,0.03418803418803419,0.2222222222222222,0.20512820512820515,0.17094017094017094,2026
681624,"Pages, Andy",143,0.4125874125874126,0.5874125874125874,0.2517482517482518,0.26573426573426573,0.06993006993006994,0.35664335664335667,0.34965034965034963,0.2937062937062937,0.1888111888111888,0.16783216783216784,0.055944055944055944,0.16783216783216787,0.1818181818181818,0.23776223776223776,2026
805367,"Meidroth, Chase",127,0.5275590551181102,0.47244094488188976,0.2047244094488189,0.2283464566929134,0.03937007874015748,0.4094488188976378,0.29133858267716534,0.2992125984251969,0.25984251968503935,0.1968503937007874,0.07086614173228346,0.14960629921259844,0.09448818897637792,0.22834645669291342,2026
672695,"Perdomo, Geraldo",134,0.5,0.5,0.20149253731343283,0.26119402985074625,0.03731343283582089,0.44029850746268656,0.40298507462686567,0.15671641791044777,0.26865671641791045,0.19402985074626866,0.03731343283582089,0.17164179104477612,0.208955223880597,0.11940298507462688,2026
691406,"Caminero, Junior",146,0.4726027397260274,0.5273972602739726,0.22602739726027396,0.19863013698630136,0.10273972602739725,0.4246575342465753,0.3698630136986301,0.2054794520547945,0.2054794520547945,0.2191780821917808,0.04794520547945205,0.2191780821917808,0.1506849315068493,0.15753424657534246,2026
810938,"Williamson, Ben",89,0.5168539325842697,0.48314606741573035,0.1348314606741573,0.3258426966292135,0.02247191011235955,0.2696629213483146,0.3707865168539326,0.3595505617977528,0.1348314606741573,0.23595505617977527,0.14606741573033707,0.1348314606741573,0.13483146067415733,0.21348314606741572,2026
666018,"Aranda, Jonathan",125,0.392,0.6080000000000001,0.32,0.248,0.04,0.256,0.48,0.264,0.096,0.248,0.048,0.16,0.23199999999999998,0.21600000000000003,2026
695734,"Lile, Daylen",157,0.3821656050955414,0.6178343949044586,0.3184713375796178,0.24203821656050956,0.05732484076433121,0.4140127388535032,0.2929936305732484,0.2929936305732484,0.2484076433121019,0.10191082802547771,0.03184713375796178,0.1656050955414013,0.19108280254777069,0.2611464968152866,2026
683083,"Nuñez, Nasim",111,0.5405405405405406,0.45945945945945943,0.18018018018018017,0.22522522522522523,0.05405405405405406,0.2972972972972973,0.44144144144144143,0.26126126126126126,0.23423423423423423,0.2072072072072072,0.0990990990990991,0.06306306306306309,0.23423423423423423,0.16216216216216217,2026
701807,"Benge, Carson",122,0.4672131147540984,0.5327868852459017,0.19672131147540983,0.29508196721311475,0.040983606557377046,0.2786885245901639,0.39344262295081966,0.32786885245901637,0.16393442622950818,0.23770491803278687,0.06557377049180328,0.11475409836065573,0.1557377049180328,0.2622950819672131,2026
682177,"Schneemann, Daniel",85,0.36470588235294116,0.6352941176470589,0.3058823529411765,0.29411764705882354,0.03529411764705882,0.4235294117647059,0.36470588235294116,0.21176470588235294,0.21176470588235294,0.12941176470588237,0.023529411764705882,0.21176470588235294,0.2352941176470588,0.18823529411764706,2026
547180,"Harper, Bryce",141,0.425531914893617,0.5744680851063829,0.2765957446808511,0.2553191489361702,0.0425531914893617,0.36879432624113473,0.40425531914893614,0.22695035460992907,0.19858156028368795,0.19858156028368795,0.028368794326241134,0.17021276595744678,0.2056737588652482,0.19858156028368795,2026
607208,"Turner, Trea",154,0.4805194805194805,0.5194805194805194,0.2857142857142857,0.2012987012987013,0.032467532467532464,0.33766233766233766,0.38311688311688313,0.2792207792207792,0.19480519480519481,0.18831168831168832,0.09740259740259741,0.14285714285714285,0.19480519480519481,0.1818181818181818,2026
669016,"Marsh, Brandon",129,0.4573643410852713,0.5426356589147288,0.26356589147286824,0.24806201550387597,0.031007751937984496,0.32558139534883723,0.3875968992248062,0.2868217054263566,0.17054263565891473,0.21705426356589147,0.06976744186046512,0.1550387596899225,0.17054263565891475,0.21705426356589147,2026
657757,"Sheets, Gavin",100,0.42,0.58,0.24,0.24,0.1,0.4,0.34,0.26,0.2,0.15,0.07,0.2,0.19000000000000003,0.19,2026
607043,"Nimmo, Brandon",141,0.46099290780141844,0.5390070921985817,0.2198581560283688,0.28368794326241137,0.03546099290780142,0.3049645390070922,0.425531914893617,0.2695035460992908,0.1773049645390071,0.20567375886524822,0.07801418439716312,0.1276595744680851,0.2198581560283688,0.19148936170212766,2026
608369,"Seager, Corey",108,0.4444444444444444,0.5555555555555556,0.2962962962962963,0.21296296296296297,0.046296296296296294,0.46296296296296297,0.3148148148148148,0.2222222222222222,0.28703703703703703,0.1388888888888889,0.018518518518518517,0.17592592592592593,0.17592592592592593,0.2037037037037037,2026
673962,"Jung, Josh",144,0.4444444444444444,0.5555555555555555,0.2152777777777778,0.2986111111111111,0.041666666666666664,0.3958333333333333,0.3541666666666667,0.25,0.22916666666666666,0.1597222222222222,0.05555555555555555,0.16666666666666666,0.19444444444444448,0.19444444444444445,2026
701398,"Stewart, Sal",147,0.4489795918367347,0.5510204081632653,0.30612244897959184,0.19047619047619047,0.05442176870748299,0.30612244897959184,0.36054421768707484,0.3333333333333333,0.16326530612244897,0.23809523809523808,0.047619047619047616,0.14285714285714288,0.12244897959183676,0.2857142857142857,2026
663886,"Stephenson, Tyler",84,0.30952380952380953,0.6904761904761905,0.39285714285714285,0.21428571428571427,0.08333333333333333,0.2857142857142857,0.39285714285714285,0.32142857142857145,0.17857142857142858,0.10714285714285714,0.023809523809523808,0.10714285714285712,0.2857142857142857,0.29761904761904767,2026
802139,"Wetherholt, JJ",140,0.37857142857142856,0.6214285714285714,0.32857142857142857,0.2357142857142857,0.05714285714285714,0.45,0.32857142857142857,0.22142857142857142,0.2714285714285714,0.06428571428571428,0.04285714285714286,0.1785714285714286,0.2642857142857143,0.17857142857142855,2026
691023,"Walker, Jordan",126,0.3968253968253968,0.6031746031746031,0.30158730158730157,0.23809523809523808,0.06349206349206349,0.3888888888888889,0.3888888888888889,0.2222222222222222,0.23015873015873015,0.15079365079365079,0.015873015873015872,0.15873015873015875,0.2380952380952381,0.20634920634920634,2026
671056,"Herrera, Iván",141,0.5177304964539007,0.4822695035460993,0.18439716312056736,0.2127659574468085,0.0851063829787234,0.3971631205673759,0.3617021276595745,0.24113475177304963,0.2695035460992908,0.1773049645390071,0.07092198581560284,0.12765957446808512,0.1843971631205674,0.17021276595744678,2026
691026,"Winn, Masyn",123,0.45528455284552843,0.5447154471544715,0.17886178861788618,0.24390243902439024,0.12195121951219512,0.3252032520325203,0.43902439024390244,0.23577235772357724,0.18699186991869918,0.23577235772357724,0.032520325203252036,0.13821138211382114,0.2032520325203252,0.2032520325203252,2026
669357,"Gorman, Nolan",107,0.3177570093457944,0.6822429906542056,0.3364485981308411,0.2803738317757009,0.06542056074766354,0.4672897196261682,0.2897196261682243,0.24299065420560748,0.16822429906542055,0.102803738317757,0.04672897196261682,0.2990654205607477,0.18691588785046725,0.19626168224299065,2026
646240,"Devers, Rafael",128,0.4609375,0.5390625,0.3046875,0.1796875,0.0546875,0.2734375,0.46875,0.2578125,0.1484375,0.25,0.0625,0.125,0.21875,0.1953125,2026
808982,"Lee, Jung Hoo",159,0.44025157232704404,0.559748427672956,0.22012578616352202,0.3081761006289308,0.031446540880503145,0.34591194968553457,0.37735849056603776,0.27672955974842767,0.18867924528301888,0.18867924528301888,0.06289308176100629,0.1572327044025157,0.18867924528301888,0.2138364779874214,2026
669477,"Schmitt, Casey",120,0.35,0.6499999999999999,0.35833333333333334,0.18333333333333332,0.10833333333333334,0.4583333333333333,0.3416666666666667,0.2,0.175,0.13333333333333333,0.041666666666666664,0.2833333333333333,0.20833333333333334,0.15833333333333335,2026
680779,"Davis, Henry",76,0.4473684210526316,0.5526315789473684,0.23684210526315788,0.17105263157894737,0.14473684210526316,0.5657894736842105,0.34210526315789475,0.09210526315789473,0.27631578947368424,0.17105263157894737,0,0.28947368421052627,0.17105263157894737,0.09210526315789473,2026
