batter,PA_apr,wOBA,xwOBA_curr,xwOBA_fix,HR_apr,year
514917,113,0.3323529411764706,0.2872102823430257,0.2872102823430257,0.0,2022
516416,83,0.3142857142857143,0.32654388984509464,0.31367449369046624,2.0,2022
516782,102,0.3231182795698925,0.3048644598155468,0.3020164602918507,2.0,2022
518542,1,,0.9,0.9,0.0,2022
518586,30,0.36590909090909096,0.29698526936026937,0.29698526936026937,0.0,2022
518595,67,0.42213114754098363,0.4112465682129537,0.3964353063404978,4.0,2022
518626,93,0.3896341463414634,0.35737681112197245,0.3559449823149683,3.0,2022
518692,94,0.44157303370786516,0.4329193684029457,0.42078356984206794,3.0,2022
518735,73,0.2840909090909091,0.3315420968010898,0.32484992828209264,1.0,2022
518792,51,0.3686046511627907,0.2667843137254902,0.2667843137254902,0.0,2022
518934,94,0.47098765432098766,0.4152628597149946,0.3980294220148594,2.0,2022
519058,53,0.3244186046511628,0.24567924528301888,0.24567924528301888,0.0,2022
519203,106,0.5370786516853933,0.5104574096967487,0.4340135835146817,10.0,2022
519222,7,,0.2285714285714286,0.2285714285714286,0.0,2022
519306,7,,0.4642857142857143,0.4642857142857143,1.0,2022
519317,93,0.33795180722891566,0.35789945480107754,0.34235130145839404,4.0,2022
519346,3,,0.0,0.0,0.0,2022
519390,22,0.24000000000000002,0.27586363636363637,0.2607097902097902,1.0,2022
521692,86,0.3942307692307692,0.34484502268286127,0.3039711091287152,6.0,2022
527038,86,0.39187500000000003,0.40223078899459713,0.3803192281716991,3.0,2022
