"last_name, first_name",pitcher_id,attempts,avg_hit_angle,anglesweetspotpercent,max_hit_speed,avg_hit_speed,ev50,fbld,gb,max_distance,avg_distance,avg_hr_distance,ev95plus,ev95percent,barrels,brl_percent,brl_pa
"Treinen, Blake",595014,115,14.0,23.5,111.3,87.6,76.5,90.7,86.3,414,156,402.0,39,33.9,6,5.2,3.3
"Long, Sam",669674,114,10.2,30.7,110.9,87.5,76.7,91.2,85.4,430,169,397.0,38,33.3,9,7.9,5.1
"Mazur, Adam",800049,113,19.6,38.1,110.6,90.7,81.7,93.9,88.1,411,186,391.0,44,38.9,7,6.2,4.4
"Kahnle, Tommy",592454,112,3.7,24.1,110.4,86.2,74.1,93.8,81.2,428,132,421.0,36,32.1,7,6.3,3.9
"Alexander, Scott",518397,112,-1.5,36.6,115.1,89.2,77.4,97.0,84.2,411,132,393.0,50,44.6,14,12.5,8.8
"Bielak, Brandon",656232,111,15.4,36.0,110.8,89.2,79.1,92.0,87.4,425,178,405.0,43,38.7,11,9.9,7.9
"Nastrini, Nick",680897,111,23.5,30.6,113.0,87.7,76.7,93.5,81.7,421,180,400.0,35,31.5,14,12.6,8.0
"Wrobleski, Justin",680736,111,21.7,44.1,108.8,90.0,79.9,93.2,88.0,462,202,409.0,41,36.9,13,11.7,8.4
"Vieira, Thyago",600986,110,13.0,35.5,116.3,89.6,78.0,94.5,86.0,438,177,409.0,50,45.5,11,10.0,6.2
"Snider, Collin",676092,109,16.7,37.6,107.8,85.7,72.7,90.8,79.7,416,178,397.0,40,36.7,11,10.1,6.5
"Díaz, Edwin",621242,109,13.9,32.1,110.7,85.9,74.7,92.5,81.6,428,160,390.0,33,30.3,8,7.3,3.7
"Sewald, Paul",623149,109,26.0,34.9,111.5,90.0,79.8,93.6,87.4,431,201,398.0,46,42.2,10,9.2,6.1
"Funderburk, Kody",681892,109,6.0,35.8,112.4,87.8,76.3,92.9,85.9,434,133,407.0,38,34.9,8,7.3,5.0
"Lovelady, Richard",663992,108,7.6,31.5,111.8,89.5,77.2,92.8,89.6,426,143,412.0,50,46.3,9,8.3,6.1
"Okert, Steven",595345,108,19.7,36.1,111.4,85.5,74.0,91.3,80.6,445,173,402.0,32,29.6,9,8.3,5.6
"Anderson, Nick",623433,108,15.2,37.0,112.2,89.2,78.7,92.3,85.4,446,181,406.0,41,38.0,8,7.4,5.2
"Saucedo, Tayler",642048,108,7.3,25.9,111.4,85.2,73.5,89.6,82.3,395,128,377.0,30,27.8,5,4.6,3.0
"Poche, Colin",621363,107,20.3,28.0,111.1,91.1,81.7,93.9,90.1,420,183,393.0,45,42.1,9,8.4,5.9
"Blalock, Bradley",687134,106,14.3,42.5,111.8,90.5,79.5,94.5,85.3,432,194,400.0,50,47.2,11,10.4,7.5
"Fleming, Josh",676596,106,6.6,23.6,107.0,86.6,75.0,91.9,83.4,417,131,408.0,35,33.3,4,3.8,2.9
"Rodríguez, Manuel",655889,106,11.0,30.2,112.0,88.7,77.5,91.3,87.9,424,147,409.0,37,34.9,3,2.8,1.9
"Hamilton, Ian",641656,105,13.9,34.3,113.6,89.5,79.8,91.5,88.3,432,155,408.0,39,37.1,4,3.8,2.5
"Boyd, Matthew",571510,105,20.2,36.2,111.2,87.6,76.7,91.4,84.3,413,182,375.0,40,38.1,7,6.7,4.2
"Tinoco, Jesus",622786,105,13.0,28.6,112.8,87.1,75.9,92.7,83.8,418,161,404.0,35,33.3,7,6.7,4.3
"Javier, Cristian",664299,104,24.6,41.3,109.8,88.9,79.8,91.8,86.1,407,210,381.0,32,30.8,7,6.7,4.7
"Cantillo, Joey",676282,104,11.0,30.8,112.4,89.1,78.6,94.0,85.7,427,155,396.0,42,40.4,8,7.7,4.9
"Aguiar, Julian",687924,104,18.0,31.7,113.4,88.9,77.9,93.2,84.7,437,170,405.0,37,35.6,12,11.5,8.6
"McGough, Scott",543518,103,13.2,34.0,110.3,90.8,81.2,94.6,88.1,456,184,416.0,43,41.7,12,11.7,8.0
"Pagán, Emilio",641941,103,20.9,36.9,107.7,90.4,79.3,93.9,85.2,417,195,399.0,52,50.5,9,8.7,5.7
"Howard, Spencer",675921,103,16.9,35.0,111.2,91.8,82.1,91.8,93.3,412,189,384.0,46,44.7,9,8.7,6.3
"Chirinos, Yonny",630023,103,20.0,33.0,111.0,87.6,76.4,92.4,84.8,436,175,405.0,36,35.0,8,7.8,5.6
"Adams, Austin",613534,102,16.6,34.3,108.1,85.1,73.2,91.4,80.5,404,167,380.0,32,31.4,5,4.9,2.6
"Ginn, J.T.",669372,102,11.3,34.3,109.0,90.3,79.4,93.7,88.7,438,153,400.0,46,45.1,7,6.9,4.9
"Chargois, JT",608638,101,16.3,38.6,113.9,89.7,79.3,93.6,85.6,433,182,409.0,42,41.6,8,7.9,5.5
"Roycroft, Chris",688297,101,1.0,25.7,109.7,86.9,75.1,92.3,83.7,411,128,409.0,34,33.7,2,2.0,1.3
"Wilson, Steven",621051,100,26.2,34.0,110.5,86.6,75.7,90.6,82.4,400,195,383.0,31,31.0,12,12.0,7.4
"Daniel, Davis",669721,99,17.9,39.4,112.7,87.2,74.8,90.4,85.8,457,177,396.0,39,39.4,10,10.1,7.5
"Tyler, Kyle",667725,98,10.2,32.7,110.1,88.7,76.5,94.5,83.6,428,152,398.0,45,45.9,8,8.2,5.6
"Kershaw, Clayton",477132,98,14.1,38.8,110.8,90.4,79.4,93.2,87.7,427,161,387.0,40,40.8,4,4.1,3.0
"Moll, Sam",594580,98,10.1,27.6,112.5,88.8,78.4,92.7,86.1,430,150,400.0,36,36.7,6,6.1,3.9
"Brooks, Aaron",605156,98,11.1,31.6,113.4,91.5,81.7,96.4,87.3,443,163,416.0,47,48.0,10,10.2,8.4
"Leasure, Jordan",673929,97,17.8,34.0,116.7,88.8,78.7,92.9,85.6,390,181,378.0,34,35.1,7,7.2,4.9
"Ferrer, Jose A.",678606,96,5.4,21.9,110.3,90.7,80.4,91.8,91.3,390,121,390.0,46,47.9,1,1.0,0.8
"Allen, Logan",663531,95,12.9,41.1,108.3,89.3,78.8,94.0,85.0,447,164,417.0,38,40.0,5,5.3,3.9
"Burke, Brock",656271,95,12.6,30.5,108.1,90.1,80.7,93.7,88.9,411,151,395.0,39,41.1,4,4.2,2.6
"Gasser, Robert",688107,94,14.3,34.0,108.8,86.0,75.2,90.2,82.5,410,157,404.0,23,24.5,2,2.1,1.8
"Chivilli, Angel",683409,94,9.3,31.9,111.0,89.1,77.5,94.3,86.4,424,156,402.0,44,46.8,10,10.6,7.5
"Springs, Jeffrey",605488,93,15.9,38.7,106.9,89.3,79.0,93.0,87.5,397,180,385.0,43,46.2,9,9.7,6.3
"Kelly, Michael",547184,93,18.4,40.9,107.5,85.2,75.1,89.7,79.6,424,174,421.0,19,20.4,3,3.2,2.3
"Uceta, Edwin",670955,93,20.7,32.3,111.8,87.3,76.9,91.2,84.7,389,158,383.0,29,31.2,3,3.2,1.9
"Bowman, Matt",621199,93,8.4,36.6,112.7,89.3,78.2,94.2,84.1,412,168,388.0,38,40.9,11,11.8,8.3
"Hodge, Porter",687863,92,13.4,28.3,109.5,88.6,77.7,91.7,86.8,411,158,404.0,33,35.9,3,3.3,1.8
"Lowder, Rhett",695076,92,12.5,34.8,112.1,90.2,80.5,93.0,89.0,372,165,,38,41.3,3,3.3,2.3
"Young, Danny",664849,92,2.8,28.3,113.1,88.9,77.7,91.5,86.5,423,132,413.0,36,39.1,6,6.5,3.6
"Bradish, Kyle",680694,91,3.1,31.9,107.9,84.8,73.2,91.3,82.7,406,123,394.0,26,28.6,6,6.6,3.7
"Joyce, Ben",690829,91,0.2,25.3,111.1,87.2,74.9,93.0,84.7,377,118,373.0,34,37.4,4,4.4,2.8
"Salazar, Eduardo",674285,91,5.8,28.6,112.0,88.4,74.5,94.1,86.4,447,123,424.0,39,42.9,4,4.4,3.0
"Hanifee, Brenan",669724,91,4.8,27.5,110.7,86.1,74.0,91.8,82.7,398,133,391.0,33,36.3,4,4.4,3.3
"García, Yimi",554340,90,23.3,36.7,111.9,87.4,75.6,93.6,79.7,405,196,398.0,31,34.4,12,13.3,7.8
"Marte, Yunior",628708,89,11.1,34.8,113.4,87.0,73.8,92.9,83.7,430,155,401.0,38,42.7,7,7.9,5.5
"Manning, Matt",666159,88,21.1,36.4,114.1,88.1,77.4,90.3,87.8,413,194,402.0,31,35.2,8,9.1,6.5
"Díaz, Yilber",700270,88,15.4,38.6,110.2,91.3,82.0,94.4,88.0,430,174,423.0,40,45.5,4,4.5,3.4
"Minter, A.J.",621345,87,15.3,26.4,110.6,87.3,75.6,90.7,84.5,464,156,406.0,29,33.3,6,6.9,4.5
"Kelly, Joe",523260,86,8.0,33.7,110.7,88.7,77.1,95.1,84.5,426,156,408.0,37,43.0,11,12.8,7.7
"France, J.P.",641585,86,19.4,39.5,114.6,87.9,76.0,91.4,83.6,432,189,412.0,28,32.6,8,9.3,6.6
"Allard, Kolby",663465,86,15.7,27.9,111.5,88.9,77.2,92.7,86.7,441,162,415.0,35,40.7,7,8.1,6.0
"Hernández, Carlos",672578,85,24.2,30.6,111.8,88.6,78.8,91.1,87.1,396,193,396.0,33,38.8,8,9.4,6.2
"Soriano, George",666277,85,15.2,51.8,113.1,89.0,76.7,95.4,75.9,473,210,405.0,39,45.9,11,12.9,8.4
"Devenski, Chris",606965,84,26.4,33.3,110.9,91.0,80.7,95.5,90.1,446,208,406.0,37,44.0,10,11.9,8.2
"White, Mitch",669952,83,12.4,38.6,116.7,89.3,78.7,94.0,84.9,424,172,387.0,35,42.2,7,8.4,6.4
"Roberts, Ethan",681799,81,20.6,40.7,116.7,91.0,81.7,91.7,93.4,406,205,400.0,35,43.2,6,7.4,5.1
"Brasier, Ryan",518489,80,16.6,35.0,117.2,90.7,81.4,93.5,92.1,432,165,410.0,35,43.8,6,7.5,5.5
"Anderson, Grant",681982,80,18.5,28.7,114.2,89.0,77.2,93.0,89.0,433,178,398.0,33,41.3,8,10.0,6.7
"Burr, Ryan",621114,80,16.3,43.8,113.1,91.3,81.2,93.8,86.7,424,192,401.0,38,47.5,7,8.8,5.0
"Varland, Gus",681402,79,13.4,38.0,108.9,89.5,79.6,91.4,87.8,424,177,399.0,31,39.2,4,5.1,3.5
"Rosenberg, Kenny",670046,79,17.1,36.7,113.8,90.3,80.7,94.3,86.9,441,179,403.0,30,38.0,8,10.1,7.7
"Núñez, Dedniel",673380,79,10.1,26.6,113.1,88.7,76.7,94.3,85.8,445,135,433.0,30,38.0,8,10.1,5.9
"Cousins, Jake",664776,77,14.1,29.9,109.3,86.2,73.7,92.4,82.1,433,158,403.0,26,33.8,6,7.8,3.9
"Garabito, Gerson",642520,77,16.6,44.2,112.2,87.7,76.0,93.6,80.7,451,191,429.0,27,35.1,9,11.7,7.8
"Bubic, Kris",663460,77,3.0,26.0,110.3,83.4,70.9,92.3,79.3,420,115,397.0,22,28.6,2,2.6,1.7
"Diekman, Jake",518617,77,10.8,36.4,108.7,87.0,75.0,93.4,83.2,439,169,396.0,30,39.0,8,10.4,5.5
"Sammons, Bryan",676614,76,27.0,35.5,108.9,87.4,77.3,90.5,79.8,451,218,398.0,24,31.6,7,9.2,6.7
"Ashby, Aaron",676879,76,4.5,31.6,111.9,90.2,80.8,93.7,87.6,424,141,394.0,28,36.8,5,6.6,4.2
"Jackson, Jay",543351,76,16.0,42.1,111.8,88.3,77.3,92.3,82.8,439,181,397.0,32,42.1,8,10.5,7.0
"Madden, Ty",680744,75,15.6,34.7,108.7,90.1,81.2,92.8,90.6,396,161,381.0,28,37.3,6,8.0,5.9
"Rasmussen, Drew",656876,75,6.6,24.0,109.0,86.2,74.5,90.0,83.8,385,134,,27,36.0,0,0.0,0.0
"Davis, Noah",663562,74,15.2,29.7,113.1,88.1,76.7,91.0,87.4,425,164,415.0,25,33.8,4,5.4,4.2
"Otañez, Michel",671305,73,15.2,35.6,106.3,86.3,75.7,91.4,83.1,383,165,368.0,24,32.9,3,4.1,2.0
"Rodríguez, Yerry",666720,73,16.1,35.6,109.4,90.8,80.1,94.3,87.3,439,201,393.0,36,49.3,9,12.3,8.6
"Anderson, Shaun",641312,73,15.7,42.5,109.3,91.6,83.5,94.3,88.9,428,185,407.0,30,41.1,8,11.0,9.4
"Jiménez, Dany",666204,72,23.6,29.2,110.1,87.2,76.4,91.9,81.0,427,193,402.0,23,31.9,13,18.1,11.1
"Thompson, Keegan",624522,72,12.9,41.7,119.7,90.6,80.1,94.5,84.9,416,184,392.0,34,47.2,9,12.5,7.1
"Toussaint, Touki",657053,72,7.7,40.3,112.7,88.8,79.0,90.3,87.9,391,156,371.0,28,38.9,4,5.6,3.4
"Englert, Mason",669438,71,18.0,35.2,108.9,89.9,78.2,93.9,85.1,428,192,415.0,34,47.9,10,14.1,10.8
"Poteet, Cody",547001,71,14.1,33.8,112.8,91.6,83.4,92.6,91.5,404,176,383.0,30,42.3,4,5.6,4.2
"Coulombe, Danny",543056,70,11.8,27.1,108.1,90.3,79.8,92.9,89.7,407,158,400.0,33,47.1,4,5.7,3.7
"González, Victor",624647,70,8.8,32.9,112.1,89.3,78.2,91.6,87.7,432,145,396.0,31,44.3,5,7.1,5.2
"Fitts, Richard",690916,69,15.3,31.9,115.6,88.5,78.5,90.0,88.5,376,169,,23,33.3,1,1.4,1.2
"Staumont, Josh",622251,69,11.8,29.0,110.2,86.8,75.4,92.8,84.2,384,146,,24,34.8,2,2.9,2.0
"Basso, Brady",669620,69,15.0,33.3,108.9,89.6,81.1,92.3,90.3,405,168,384.0,29,42.0,5,7.2,5.4
"Warren, Will",701542,69,14.9,39.1,107.7,92.7,84.9,93.1,92.4,412,190,372.0,35,50.7,8,11.6,7.3
"Cimber, Adam",643256,68,10.0,41.2,111.4,88.3,77.6,92.7,84.9,405,155,378.0,24,35.3,6,8.8,5.6
"Santillan, Tony",663574,67,19.7,29.9,112.3,90.2,80.4,91.3,89.9,405,185,382.0,27,40.3,4,6.0,3.3
"Festa, Matt",670036,67,26.5,29.9,111.1,86.3,74.3,89.7,89.9,422,178,406.0,23,34.3,4,6.0,4.0
"Germán, Domingo",593334,66,23.7,34.8,111.7,88.9,79.0,93.8,85.7,417,175,391.0,24,36.4,5,7.6,5.0
"Kerr, Ray",678061,66,15.5,48.5,111.0,90.6,80.0,93.7,85.4,403,203,380.0,30,45.5,8,12.1,7.8
"Bazardo, Eduard",660825,66,10.4,21.2,108.7,87.3,77.0,89.6,86.6,412,137,408.0,22,33.3,3,4.5,2.8
"Horn, Bailey",690544,65,6.8,36.9,110.4,90.8,81.0,95.9,86.3,395,141,381.0,27,41.5,7,10.8,8.0
"Manoah, Alek",666201,65,16.3,35.4,112.1,88.6,78.1,93.4,85.5,410,172,401.0,23,35.4,7,10.8,6.8
"McGreevy, Michael",700241,65,-3.3,30.8,108.1,87.3,76.2,95.3,83.3,391,111,380.0,22,33.8,3,4.6,3.5
"Nance, Tommy",667297,64,7.9,37.5,108.0,87.3,76.0,91.5,85.4,392,142,363.0,23,35.9,8,12.5,8.6
"Petersen, Michael",656848,64,22.7,34.4,108.6,88.7,78.6,93.4,79.0,438,203,414.0,24,37.5,4,6.3,4.4
"Maldonado, Anthony",687424,64,19.8,32.8,110.6,85.3,74.1,91.6,76.5,446,158,446.0,17,26.6,2,3.1,2.4
"Ray, Robbie",592662,64,19.2,34.4,107.3,86.8,74.9,91.8,81.5,423,186,395.0,23,35.9,6,9.4,4.7
"King, Bryan",687911,64,11.3,29.7,109.3,85.7,73.8,90.7,85.6,403,144,361.0,22,34.4,2,3.1,1.8
"Baker, Bryan",641329,63,15.6,28.6,113.0,90.6,79.2,94.7,88.3,405,179,379.0,30,47.6,6,9.5,6.5
"Brewer, Colten",605155,63,11.9,31.7,112.9,87.2,76.8,91.0,84.8,411,150,411.0,19,30.2,5,7.9,5.3
"Ort, Kaleb",672391,63,21.4,23.8,112.1,88.2,77.1,93.2,85.0,420,189,386.0,23,36.5,4,6.3,4.3
"Gallegos, Giovanny",606149,63,9.7,30.2,107.0,86.9,74.3,93.6,79.8,411,155,376.0,26,41.3,6,9.5,6.4
"Sauer, Matt",669422,63,20.6,33.3,113.8,90.2,81.3,93.6,86.7,431,190,414.0,27,42.9,6,9.5,7.1
"Ryan, Ryder",656924,63,15.9,36.5,111.8,90.2,79.7,93.5,89.1,416,186,385.0,28,44.4,7,11.1,7.5
"Ellard, Fraser",686642,62,11.0,35.5,113.7,90.1,80.2,92.0,88.5,412,159,391.0,25,40.3,4,6.5,4.0
"Marinaccio, Ron",676760,61,15.1,27.9,106.6,89.2,78.0,93.7,83.9,429,165,388.0,24,39.3,5,8.2,5.1
"Means, John",607644,61,26.5,39.3,110.5,90.9,80.3,94.5,83.0,405,213,399.0,32,52.5,4,6.6,5.0
"Ramirez, Emmanuel",642629,60,17.5,33.3,109.6,91.0,81.3,95.7,87.1,415,190,400.0,27,45.0,4,6.7,4.3
"Emanuel, Kent",592288,60,1.7,25.0,114.9,89.5,78.6,93.4,87.2,420,134,405.0,27,45.0,6,10.0,7.3
"Henriquez, Ronny",678692,60,7.4,30.0,107.7,91.7,82.8,95.5,90.1,412,142,384.0,30,50.0,5,8.3,6.1
"Keuchel, Dallas",572971,60,10.3,30.0,109.2,88.3,77.2,93.6,85.2,411,139,390.0,21,35.0,3,5.0,3.8
"Little, Luke",681432,59,-1.6,15.3,108.9,87.4,75.7,91.5,86.5,410,95,378.0,24,40.7,2,3.4,1.8
"Ramírez, Erasmo",541640,59,17.9,32.2,108.2,88.0,78.5,93.2,83.3,412,187,399.0,19,32.2,9,15.3,10.6
"Paredes, Enoli",660600,59,15.1,30.5,108.4,86.7,75.5,92.9,83.2,397,160,,19,32.2,5,8.5,5.7
"Bush, Ky",681066,59,16.7,32.2,107.2,90.2,80.4,92.9,89.3,394,174,392.0,29,49.2,2,3.4,2.3
"Leone, Dominic",608678,58,7.1,34.5,113.3,88.0,78.1,92.5,84.9,432,141,410.0,20,34.5,6,10.3,6.7
"Hentges, Sam",656529,58,11.0,32.8,110.2,89.1,79.4,95.8,85.7,387,150,369.0,21,36.2,3,5.2,3.3
"Blewett, Scott",656240,58,14.3,27.6,112.9,91.9,82.3,93.9,90.9,419,162,400.0,27,46.6,5,8.6,5.9
"Guenther, Sean",674944,57,3.4,21.1,109.7,88.6,79.7,92.3,86.7,393,119,,18,31.6,1,1.8,1.4
"Bolton, Cody",675989,57,15.1,33.3,113.4,87.0,75.3,93.7,83.8,411,149,392.0,20,35.1,4,7.0,4.8
"Winn, Cole",668390,56,14.3,41.1,113.0,89.9,79.4,92.1,88.0,427,177,411.0,23,41.1,6,10.7,7.8
"Jefferies, Daulton",641726,56,12.0,39.3,112.2,87.7,76.0,94.9,79.7,455,191,378.0,20,35.7,5,8.9,6.8
"Hughes, Brandon",676714,56,16.7,46.4,111.7,86.5,71.8,96.1,71.2,437,221,412.0,23,41.1,12,21.4,13.5
"Marte, José",665896,55,4.7,23.6,109.4,88.1,77.5,90.0,86.7,400,130,400.0,20,36.4,2,3.6,2.5
"Zuñiga, Guillo",670871,55,14.4,32.7,111.8,90.5,80.3,94.9,85.4,403,183,384.0,27,49.1,4,7.3,5.3
"Alzolay, Adbert",640470,55,16.8,40.0,110.9,92.0,83.5,93.7,89.7,410,183,391.0,21,38.2,9,16.4,12.0
"Speier, Gabe",642100,55,19.1,23.6,110.6,88.2,77.9,89.6,87.9,404,162,379.0,20,36.4,4,7.3,3.8
"Ryan, River",689981,54,9.8,35.2,108.7,84.3,72.0,91.8,79.1,429,163,429.0,15,27.8,4,7.4,4.9
"La Sorsa, Joe",686747,54,15.2,31.5,113.7,86.6,73.5,92.1,78.0,430,159,402.0,18,33.3,5,9.3,6.8
"Thompson, Zack",668868,54,17.7,33.3,115.2,89.0,77.1,93.2,90.7,406,174,388.0,22,40.7,7,13.0,8.4
"Pennington, Walter",679156,54,9.9,42.6,115.9,89.7,78.1,94.5,84.1,430,164,430.0,24,44.4,4,7.4,4.8
"Peralta, Sammy",671111,54,8.1,40.7,107.8,91.1,80.3,96.9,86.2,409,165,406.0,27,50.0,7,13.0,9.7
"Clevinger, Mike",605182,54,18.3,40.7,114.4,90.0,79.8,92.0,88.5,434,202,397.0,20,37.0,8,14.8,10.3
"Crouse, Hans",668968,54,25.3,31.5,110.0,85.4,73.6,90.1,76.2,431,208,423.0,16,29.6,5,9.3,4.7
"Castro, Miguel",612434,52,8.3,38.5,110.7,84.6,74.0,88.0,82.5,446,141,427.0,13,25.0,3,5.8,4.7
"Vines, Darius",670241,52,17.7,32.7,108.0,88.3,75.3,94.7,83.6,410,170,401.0,25,48.1,5,9.6,7.6
"Walston, Blake",686796,52,18.9,28.8,110.1,90.1,80.3,93.2,90.6,441,184,417.0,19,36.5,5,9.6,6.0
"Ramirez, Nick",598286,51,9.5,37.3,110.3,92.7,83.7,94.9,91.9,398,150,,26,51.0,5,9.8,7.9
"Reid-Foley, Sean",656887,51,6.9,19.6,109.5,88.9,77.1,93.8,88.2,351,118,,20,39.2,0,0.0,0.0
"Cuas, Jose",621016,51,15.6,35.3,108.9,92.8,84.9,94.7,90.5,421,195,399.0,22,43.1,6,11.8,7.2
"Wells, Tyler",669330,51,17.0,37.3,111.9,89.9,77.8,97.8,83.5,434,181,414.0,23,45.1,6,11.8,9.0
"Hernández, Elieser",622694,51,27.9,35.3,107.7,91.9,82.7,96.5,94.4,417,217,388.0,27,52.9,8,15.7,12.5
"Whitlock, Garrett",676477,50,10.6,44.0,104.6,89.4,79.3,93.6,85.9,375,164,357.0,18,36.0,3,6.0,4.0
"Cosgrove, Tom",676680,50,14.5,30.0,108.2,86.6,74.2,92.9,79.4,406,170,382.0,19,38.0,2,4.0,2.6
"Criswell, Jeff",676105,50,11.9,50.0,110.5,87.7,74.8,92.4,80.2,429,188,412.0,21,42.0,6,12.0,6.9
"Lange, Alex",656638,50,9.5,30.0,110.9,91.6,81.7,94.5,91.3,388,143,,26,52.0,1,2.0,1.1
"Cobb, Alex",502171,49,0.9,32.7,108.1,91.9,82.9,95.3,89.8,403,132,390.0,22,44.9,3,6.1,4.8
"Rodríguez, Joely",570257,49,-1.3,34.7,109.9,85.7,73.3,98.3,81.1,418,120,400.0,14,28.6,5,10.2,7.8
"Taylor, Troy",700187,49,16.5,34.7,115.0,85.7,72.2,91.9,81.3,405,182,372.0,17,34.7,7,14.3,8.6
"Beck, Tristan",663941,48,21.8,33.3,109.7,88.5,79.4,91.1,87.2,411,183,390.0,15,31.3,6,12.5,9.0
"Sborz, Josh",622250,48,13.3,35.4,112.0,88.6,78.0,91.8,85.0,387,162,377.0,19,39.6,3,6.3,4.4
"Merryweather, Julian",657240,48,11.9,39.6,110.9,93.5,85.8,94.7,93.5,395,177,,25,53.2,2,4.2,2.7
"Cisnero, José",542585,47,14.8,31.9,108.2,88.0,75.6,94.6,84.8,408,173,384.0,19,40.4,4,8.5,5.4
"Burke, Sean",680732,47,20.8,34.0,110.1,90.3,81.3,92.6,90.7,407,170,394.0,19,40.4,4,8.5,5.3
"Smith, Drew",622098,47,24.9,38.3,108.9,91.6,82.7,94.4,91.0,426,209,416.0,18,38.3,5,10.6,6.3
"Holman, Grant",680880,47,17.1,29.8,108.4,84.3,72.2,89.8,81.5,374,146,374.0,12,25.5,0,0.0,0.0
"Young, Alex",622065,46,12.2,30.4,112.4,88.4,76.9,91.1,89.2,425,157,389.0,22,47.8,3,6.5,4.4
"Rodriguez, Carlos",692230,45,17.9,46.7,108.4,87.4,76.7,92.3,82.9,440,185,406.0,17,37.8,2,4.4,3.5
"Barnes, Matt",598264,45,17.0,35.6,118.7,90.9,82.0,94.3,91.2,450,160,450.0,19,42.2,4,8.9,6.7
"Aldegheri, Sam",691951,45,28.9,31.1,107.6,90.4,81.6,91.9,93.7,400,202,389.0,17,37.8,2,4.4,3.0
"Pinto, Ricardo",620982,44,4.5,27.3,109.4,88.3,76.7,90.9,86.5,378,137,372.0,18,40.9,1,2.3,1.7
"Bigge, Hunter",685801,44,19.0,45.5,106.8,90.5,80.3,95.4,83.7,397,188,395.0,23,52.3,5,11.4,6.8
"Romano, Jordan",605447,44,17.7,43.2,107.3,91.6,81.8,95.5,88.3,409,203,392.0,22,50.0,6,13.6,9.7
"Mercado, Michael",675650,44,19.5,45.5,109.4,92.4,82.8,96.2,85.0,452,240,427.0,21,47.7,10,22.7,15.6
"Berroa, Prelander",672860,43,21.1,25.6,106.7,84.4,74.8,90.2,77.1,423,159,401.0,8,18.6,2,4.7,2.4
"Lazar, Max",676661,43,11.4,41.9,109.5,93.6,85.3,94.6,93.6,421,153,411.0,19,44.2,2,4.7,3.7
"Plesac, Zach",668676,42,30.5,35.7,115.5,90.8,80.6,94.8,81.6,459,217,406.0,19,45.2,10,23.8,18.5
"Rogers, Josh",642028,42,20.4,35.7,113.1,89.3,78.9,88.6,93.7,449,196,449.0,18,42.9,2,4.8,4.0
"Sulser, Cole",642121,42,18.6,33.3,109.9,88.9,79.8,92.3,87.0,385,179,354.0,16,38.1,2,4.8,3.0
"García, Deivi",665620,42,20.0,38.1,109.4,89.4,80.4,91.6,86.7,423,190,414.0,15,35.7,3,7.1,4.4
"Zulueta, Yosver",691172,41,0.3,26.8,110.2,91.1,80.4,96.7,87.8,405,131,398.0,19,46.3,4,9.8,5.8
"Quijada, José",650671,41,24.2,46.3,108.2,90.7,81.8,92.4,88.0,422,223,422.0,16,39.0,2,4.9,2.4
"Mushinski, Parker",656786,41,17.1,34.1,105.0,87.4,78.2,89.0,87.9,381,165,365.0,13,31.7,0,0.0,0.0
"Mahle, Tyler",641816,41,16.3,29.3,109.9,88.8,77.8,88.6,89.2,401,175,401.0,14,34.1,2,4.9,3.6
"Gillaspie, Logan",670810,41,15.2,46.3,112.9,90.6,80.0,93.7,89.3,430,192,413.0,20,48.8,3,7.3,6.1
"Lucas, Easton",687922,41,16.2,31.7,105.9,89.3,81.1,88.3,92.0,390,179,346.0,15,36.6,2,4.9,3.3
"Cueto, Johnny",456501,41,13.0,36.6,113.0,93.9,84.4,95.3,93.6,425,190,410.0,23,56.1,7,17.1,14.0
"Bloss, Jake",814005,40,19.3,45.0,113.0,86.9,75.7,89.6,83.1,414,206,396.0,12,30.0,6,15.0,10.9
"Veneziano, Anthony",685107,40,17.6,35.0,112.3,93.4,85.6,96.0,89.5,415,197,415.0,20,50.0,2,5.0,3.4
"Uribe, Abner",682842,40,3.1,25.0,113.8,86.8,72.8,96.9,84.8,406,124,406.0,19,47.5,3,7.5,4.5
"Palencia, Daniel",694037,40,7.1,30.0,109.0,92.5,82.8,94.9,92.5,395,148,,18,45.0,2,5.0,2.9
"Williamson, Brandon",682227,40,19.9,45.0,106.8,90.0,81.1,93.5,89.0,423,212,398.0,17,42.5,3,7.5,5.1
"Teng, Kai-Wei",678906,39,13.6,30.8,109.1,89.5,77.8,96.9,88.4,380,153,370.0,20,51.3,4,10.3,7.3
"Heller, Ben",621294,39,13.6,41.0,106.4,89.2,79.0,91.9,85.9,410,172,410.0,18,46.2,3,7.7,4.5
"Miller, Ryan",668943,39,16.2,30.8,109.1,87.8,76.5,89.2,87.6,403,158,402.0,14,35.9,4,10.3,6.9
"Robertson, Nick",687798,39,16.4,35.9,110.0,90.3,79.7,91.2,89.9,393,186,378.0,19,48.7,4,10.3,7.3
"Stewart, Brock",592779,39,15.6,48.7,112.2,91.2,79.0,95.1,86.9,400,187,386.0,23,59.0,1,2.6,1.5
"Senzatela, Antonio",622608,39,16.5,43.6,111.3,89.9,78.5,95.9,85.5,460,178,436.0,18,46.2,6,15.4,11.1
"Beede, Tyler",595881,38,8.2,31.6,110.0,89.1,78.8,93.1,83.8,390,161,354.0,17,44.7,2,5.3,2.9
